Phone timestamp;sensor timestamp [ns];timestamp [ms];ecg [uV]
2024-05-11T14:56:54.847;599616210826399558;0.0;147
2024-05-11T14:56:54.854;599616210834088839;7.689281;812
2024-05-11T14:56:54.862;599616210841778120;15.378562;2409
2024-05-11T14:56:54.870;599616210849467401;23.067844;4000
2024-05-11T14:56:54.877;599616210857156682;30.757124;4979
2024-05-11T14:56:54.885;599616210864845963;38.446404;5897
2024-05-11T14:56:54.893;599616210872535244;46.13569;6852
2024-05-11T14:56:54.900;599616210880224525;53.824966;7582
2024-05-11T14:56:54.908;599616210887913806;61.514248;8283
2024-05-11T14:56:54.916;599616210895603087;69.20353;9044
2024-05-11T14:56:54.923;599616210903292368;76.89281;9677
2024-05-11T14:56:54.931;599616210910981649;84.582085;10132
2024-05-11T14:56:54.939;599616210918670930;92.27138;10656
2024-05-11T14:56:54.946;599616210926360211;99.960655;11461
2024-05-11T14:56:54.954;599616210934049492;107.64993;12222
2024-05-11T14:56:54.962;599616210941738773;115.33922;12454
2024-05-11T14:56:54.970;599616210949428054;123.028496;12343
2024-05-11T14:56:54.977;599616210957117335;130.71777;12500
2024-05-11T14:56:54.985;599616210964806616;138.40706;12906
2024-05-11T14:56:54.993;599616210972495897;146.09633;13167
2024-05-11T14:56:55.000;599616210980185178;153.78561;13353
2024-05-11T14:56:55.008;599616210987874459;161.4749;13629
2024-05-11T14:56:55.016;599616210995563740;169.16417;13820
2024-05-11T14:56:55.023;599616211003253021;176.85345;13982
2024-05-11T14:56:55.031;599616211010942302;184.54276;14277
2024-05-11T14:56:55.039;599616211018631583;192.23203;14528
2024-05-11T14:56:55.046;599616211026320864;199.92131;14688
2024-05-11T14:56:55.054;599616211034010145;207.6106;14871
2024-05-11T14:56:55.062;599616211041699426;215.29987;15040
2024-05-11T14:56:55.069;599616211049388707;222.98915;15154
2024-05-11T14:56:55.077;599616211057077988;230.67844;15246
2024-05-11T14:56:55.085;599616211064767269;238.3677;15391
2024-05-11T14:56:55.093;599616211072456550;246.05699;15628
2024-05-11T14:56:55.100;599616211080145831;253.74628;15749
2024-05-11T14:56:55.108;599616211087835112;261.43555;15727
2024-05-11T14:56:55.116;599616211095524393;269.12482;15886
2024-05-11T14:56:55.123;599616211103213674;276.81412;16094
2024-05-11T14:56:55.131;599616211110902955;284.5034;16031
2024-05-11T14:56:55.139;599616211118592236;292.19266;16012
2024-05-11T14:56:55.146;599616211126281517;299.88196;16172
2024-05-11T14:56:55.154;599616211133970798;307.57123;16218
2024-05-11T14:56:55.162;599616211141660079;315.2605;16169
2024-05-11T14:56:55.169;599616211149349360;322.9498;16186
2024-05-11T14:56:55.177;599616211157038641;330.63907;16278
2024-05-11T14:56:55.185;599616211164727922;338.32834;16433
2024-05-11T14:56:55.193;599616211172417203;346.01764;16495
2024-05-11T14:56:55.200;599616211180106484;353.7069;16336
2024-05-11T14:56:55.208;599616211187795765;361.39618;16280
2024-05-11T14:56:55.216;599616211195485046;369.0855;16363
2024-05-11T14:56:55.223;599616211203174327;376.77478;16220
2024-05-11T14:56:55.231;599616211210863608;384.46405;16140
2024-05-11T14:56:55.239;599616211218552889;392.15335;16189
2024-05-11T14:56:55.246;599616211226242170;399.84262;15944
2024-05-11T14:56:55.254;599616211233931451;407.5319;15693
2024-05-11T14:56:55.262;599616211241620732;415.2212;15708
2024-05-11T14:56:55.269;599616211249310013;422.91046;15739
2024-05-11T14:56:55.277;599616211256999294;430.59973;15708
2024-05-11T14:56:55.285;599616211264688575;438.28903;15613
2024-05-11T14:56:55.292;599616211272377856;445.9783;15473
2024-05-11T14:56:55.300;599616211280067137;453.66757;15442
2024-05-11T14:56:55.308;599616211287756418;461.35687;15434
2024-05-11T14:56:55.316;599616211295445699;469.04614;15304
2024-05-11T14:56:55.323;599616211303134980;476.7354;15243
2024-05-11T14:56:55.331;599616211310824261;484.4247;15265
2024-05-11T14:56:55.339;599616211318513542;492.11398;15137
2024-05-11T14:56:55.346;599616211326202823;499.80325;14946
2024-05-11T14:56:55.354;599616211333892104;507.49255;14895
2024-05-11T14:56:55.362;599616211341581385;515.1818;14903
2024-05-11T14:56:55.369;599616211349270666;522.8711;14835
2024-05-11T14:56:55.377;599616211356959947;530.56036;14680
2024-05-11T14:56:55.385;599616211364649228;538.24963;14538
