Phone timestamp;sensor timestamp [ns];timestamp [ms];ecg [uV]
2024-05-06T14:42:56.944;599616021424703358;0.0;16076
2024-05-06T14:42:56.951;599616021432393057;7.689699;20030
2024-05-06T14:42:56.959;599616021440082756;15.379398;20030
2024-05-06T14:42:56.967;599616021447772455;23.069096;20030
2024-05-06T14:42:56.974;599616021455462154;30.758797;20030
2024-05-06T14:42:56.982;599616021463151853;38.448498;20030
2024-05-06T14:42:56.990;599616021470841552;46.13819;20030
2024-05-06T14:42:56.997;599616021478531251;53.827892;20030
2024-05-06T14:42:57.005;599616021486220950;61.517593;20030
2024-05-06T14:42:57.013;599616021493910649;69.20729;20030
2024-05-06T14:42:57.020;599616021501600348;76.896996;20030
2024-05-06T14:42:57.028;599616021509290047;84.586685;20030
2024-05-06T14:42:57.036;599616021516979746;92.27638;20030
2024-05-06T14:42:57.043;599616021524669445;99.96609;20030
2024-05-06T14:42:57.051;599616021532359144;107.655785;20030
2024-05-06T14:42:57.059;599616021540048843;115.34549;20030
2024-05-06T14:42:57.067;599616021547738542;123.03519;20030
2024-05-06T14:42:57.074;599616021555428241;130.72488;20030
2024-05-06T14:42:57.082;599616021563117940;138.41458;20030
2024-05-06T14:42:57.090;599616021570807639;146.1043;20030
2024-05-06T14:42:57.097;599616021578497338;153.79399;20030
2024-05-06T14:42:57.105;599616021586187037;161.48367;20030
2024-05-06T14:42:57.113;599616021593876736;169.17337;20030
2024-05-06T14:42:57.120;599616021601566435;176.86307;20030
2024-05-06T14:42:57.128;599616021609256134;184.55276;20030
2024-05-06T14:42:57.136;599616021616945833;192.24248;20030
2024-05-06T14:42:57.143;599616021624635532;199.93217;20030
2024-05-06T14:42:57.151;599616021632325231;207.62187;20030
2024-05-06T14:42:57.159;599616021640014930;215.31157;20030
2024-05-06T14:42:57.167;599616021647704629;223.00127;20030
2024-05-06T14:42:57.174;599616021655394328;230.69098;20030
2024-05-06T14:42:57.182;599616021663084027;238.38068;20030
2024-05-06T14:42:57.190;599616021670773726;246.07037;20030
2024-05-06T14:42:57.197;599616021678463425;253.76007;20030
2024-05-06T14:42:57.205;599616021686153124;261.44977;20030
2024-05-06T14:42:57.213;599616021693842823;269.13947;20030
2024-05-06T14:42:57.220;599616021701532522;276.82916;20030
2024-05-06T14:42:57.228;599616021709222221;284.51886;20030
2024-05-06T14:42:57.236;599616021716911920;292.2086;20030
2024-05-06T14:42:57.243;599616021724601619;299.8983;20030
2024-05-06T14:42:57.251;599616021732291318;307.58798;20030
2024-05-06T14:42:57.259;599616021739981017;315.27765;20030
2024-05-06T14:42:57.266;599616021747670716;322.96735;20030
2024-05-06T14:42:57.274;599616021755360415;330.65704;20030
