Phone timestamp;sensor timestamp [ns];timestamp [ms];ecg [uV]
2024-05-08T19:13:55.007;599616077857693809;0.0;4933
2024-05-08T19:13:55.014;599616077865383578;7.689769;6441
2024-05-08T19:13:55.022;599616077873073347;15.379538;7492
2024-05-08T19:13:55.030;599616077880763116;23.069307;8739
2024-05-08T19:13:55.037;599616077888452885;30.759075;9692
2024-05-08T19:13:55.045;599616077896142654;38.448845;10426
2024-05-08T19:13:55.053;599616077903832423;46.138615;11297
2024-05-08T19:13:55.060;599616077911522192;53.828384;12053
2024-05-08T19:13:55.068;599616077919211961;61.51815;12616
2024-05-08T19:13:55.076;599616077926901730;69.20792;13208
2024-05-08T19:13:55.083;599616077934591499;76.89769;13772
2024-05-08T19:13:55.091;599616077942281268;84.587456;14192
2024-05-08T19:13:55.099;599616077949971037;92.27723;14569
2024-05-08T19:13:55.106;599616077957660806;99.967;14997
2024-05-08T19:13:55.114;599616077965350575;107.65677;15466
2024-05-08T19:13:55.122;599616077973040344;115.346535;15927
2024-05-08T19:13:55.130;599616077980730113;123.0363;16210
2024-05-08T19:13:55.137;599616077988419882;130.72607;16353
2024-05-08T19:13:55.145;599616077996109651;138.41583;16628
2024-05-08T19:13:55.153;599616078003799420;146.10562;16918
2024-05-08T19:13:55.160;599616078011489189;153.79538;17105
2024-05-08T19:13:55.168;599616078019178958;161.48515;17395
2024-05-08T19:13:55.176;599616078026868727;169.17491;17784
2024-05-08T19:13:55.183;599616078034558496;176.86469;18195
2024-05-08T19:13:55.191;599616078042248265;184.55446;18632
2024-05-08T19:13:55.199;599616078049938034;192.24422;18794
2024-05-08T19:13:55.206;599616078057627803;199.934;18463
2024-05-08T19:13:55.214;599616078065317572;207.62376;18161
2024-05-08T19:13:55.222;599616078073007341;215.31354;18260
2024-05-08T19:13:55.230;599616078080697110;223.0033;18460
2024-05-08T19:13:55.237;599616078088386879;230.69307;18543
2024-05-08T19:13:55.245;599616078096076648;238.38283;18560
2024-05-08T19:13:55.253;599616078103766417;246.0726;18661
2024-05-08T19:13:55.260;599616078111456186;253.76239;18825
2024-05-08T19:13:55.268;599616078119145955;261.45215;18845
2024-05-08T19:13:55.276;599616078126835724;269.1419;18772
2024-05-08T19:13:55.283;599616078134525493;276.83167;18818
2024-05-08T19:13:55.291;599616078142215262;284.52145;18963
2024-05-08T19:13:55.299;599616078149905031;292.21124;19060
2024-05-08T19:13:55.306;599616078157594800;299.901;19012
2024-05-08T19:13:55.314;599616078165284569;307.59076;18932
2024-05-08T19:13:55.322;599616078172974338;315.28055;18997
2024-05-08T19:13:55.329;599616078180664107;322.9703;19045
