Phone timestamp;sensor timestamp [ns];timestamp [ms];ecg [uV]
2024-05-26T22:20:09.667;599616782799844094;0.0;74
2024-05-26T22:20:09.674;599616782807535605;7.691511;399
2024-05-26T22:20:09.682;599616782815227116;15.383022;1660
2024-05-26T22:20:09.690;599616782822918627;23.074532;3473
2024-05-26T22:20:09.697;599616782830610138;30.766045;4699
2024-05-26T22:20:09.705;599616782838301649;38.457558;5470
2024-05-26T22:20:09.713;599616782845993160;46.149063;6373
2024-05-26T22:20:09.720;599616782853684671;53.840576;7207
2024-05-26T22:20:09.728;599616782861376182;61.53209;7938
2024-05-26T22:20:09.736;599616782869067693;69.2236;8595
2024-05-26T22:20:09.743;599616782876759204;76.915115;9003
2024-05-26T22:20:09.751;599616782884450715;84.60662;9405
2024-05-26T22:20:09.759;599616782892142226;92.29813;9966
2024-05-26T22:20:09.766;599616782899833737;99.98964;10479
2024-05-26T22:20:09.774;599616782907525248;107.68115;10902
2024-05-26T22:20:09.782;599616782915216759;115.372665;11278
2024-05-26T22:20:09.790;599616782922908270;123.06418;11607
2024-05-26T22:20:09.797;599616782930599781;130.75569;11963
2024-05-26T22:20:09.805;599616782938291292;138.4472;12296
2024-05-26T22:20:09.813;599616782945982803;146.1387;12558
2024-05-26T22:20:09.820;599616782953674314;153.83023;12885
2024-05-26T22:20:09.828;599616782961365825;161.52173;13231
2024-05-26T22:20:09.836;599616782969057336;169.21324;13404
2024-05-26T22:20:09.843;599616782976748847;176.90475;13541
2024-05-26T22:20:09.851;599616782984440358;184.59625;13817
2024-05-26T22:20:09.859;599616782992131869;192.28778;14121
2024-05-26T22:20:09.866;599616782999823380;199.97928;14368
2024-05-26T22:20:09.874;599616783007514891;207.6708;14490
2024-05-26T22:20:09.882;599616783015206402;215.3623;14539
2024-05-26T22:20:09.890;599616783022897913;223.05382;14686
2024-05-26T22:20:09.897;599616783030589424;230.74533;14833
2024-05-26T22:20:09.905;599616783038280935;238.43684;14903
2024-05-26T22:20:09.913;599616783045972446;246.12836;15078
2024-05-26T22:20:09.920;599616783053663957;253.81985;15253
2024-05-26T22:20:09.928;599616783061355468;261.51138;15221
2024-05-26T22:20:09.936;599616783069046979;269.20288;15279
2024-05-26T22:20:09.943;599616783076738490;276.8944;15566
2024-05-26T22:20:09.951;599616783084430001;284.5859;15613
2024-05-26T22:20:09.959;599616783092121512;292.2774;15433
2024-05-26T22:20:09.966;599616783099813023;299.96893;15468
2024-05-26T22:20:09.974;599616783107504534;307.66046;15580
2024-05-26T22:20:09.982;599616783115196045;315.35193;15615
2024-05-26T22:20:09.990;599616783122887556;323.04346;15634
2024-05-26T22:20:09.997;599616783130579067;330.735;15608
2024-05-26T22:20:10.005;599616783138270578;338.42648;15840
2024-05-26T22:20:10.013;599616783145962089;346.11798;16325
2024-05-26T22:20:10.020;599616783153653600;353.8095;16484
2024-05-26T22:20:10.028;599616783161345111;361.50104;16197
2024-05-26T22:20:10.036;599616783169036622;369.1925;15716
2024-05-26T22:20:10.043;599616783176728133;376.88403;15363
2024-05-26T22:20:10.051;599616783184419644;384.57556;15377
2024-05-26T22:20:10.059;599616783192111155;392.26706;15450
2024-05-26T22:20:10.066;599616783199802666;399.95856;15335
2024-05-26T22:20:10.074;599616783207494177;407.6501;15235
2024-05-26T22:20:10.082;599616783215185688;415.3416;15200
2024-05-26T22:20:10.090;599616783222877199;423.0331;15179
2024-05-26T22:20:10.097;599616783230568710;430.7246;15225
2024-05-26T22:20:10.105;599616783238260221;438.41614;15193
2024-05-26T22:20:10.113;599616783245951732;446.10764;14999
2024-05-26T22:20:10.120;599616783253643243;453.79913;14924
2024-05-26T22:20:10.128;599616783261334754;461.49066;14987
2024-05-26T22:20:10.136;599616783269026265;469.1822;14917
2024-05-26T22:20:10.143;599616783276717776;476.8737;14805
2024-05-26T22:20:10.151;599616783284409287;484.5652;14810
2024-05-26T22:20:10.159;599616783292100798;492.2567;14763
2024-05-26T22:20:10.166;599616783299792309;499.9482;14606
2024-05-26T22:20:10.174;599616783307483820;507.6397;14492
2024-05-26T22:20:10.182;599616783315175331;515.33124;14515
2024-05-26T22:20:10.190;599616783322866842;523.02277;14581
2024-05-26T22:20:10.197;599616783330558353;530.7143;14406
2024-05-26T22:20:10.205;599616783338249864;538.40576;14086
2024-05-26T22:20:10.213;599616783345941375;546.0973;14020
2024-05-26T22:20:10.220;599616783353632886;553.7888;14053
2024-05-26T22:20:10.228;599616783361314422;561.47034;13938
2024-05-26T22:20:10.236;599616783369006072;569.162;13978
2024-05-26T22:20:10.243;599616783376697722;576.85364;13992
2024-05-26T22:20:10.251;599616783384389372;584.5453;13562
2024-05-26T22:20:10.259;599616783392081022;592.23694;13231
2024-05-26T22:20:10.266;599616783399772672;599.9286;13270
2024-05-26T22:20:10.274;599616783407464322;607.62024;13273
2024-05-26T22:20:10.282;599616783415155972;615.3119;13186
2024-05-26T22:20:10.290;599616783422847622;623.00354;13058
2024-05-26T22:20:10.297;599616783430539272;630.6952;12897
2024-05-26T22:20:10.305;599616783438230922;638.38684;12913
2024-05-26T22:20:10.313;599616783445922572;646.0785;12906
2024-05-26T22:20:10.320;599616783453614222;653.77014;12584
2024-05-26T22:20:10.328;599616783461305872;661.46173;12395
2024-05-26T22:20:10.336;599616783468997522;669.1534;12451
2024-05-26T22:20:10.343;599616783476689172;676.84503;12304
2024-05-26T22:20:10.351;599616783484380822;684.5367;12065
2024-05-26T22:20:10.359;599616783492072472;692.22833;12026
2024-05-26T22:20:10.366;599616783499764122;699.92;12026
2024-05-26T22:20:10.374;599616783507455772;707.61163;11916
2024-05-26T22:20:10.382;599616783515147422;715.3033;11762
2024-05-26T22:20:10.389;599616783522839072;722.995;11645
2024-05-26T22:20:10.397;599616783530530722;730.68665;11589
2024-05-26T22:20:10.405;599616783538222372;738.3783;11493
2024-05-26T22:20:10.413;599616783545914022;746.06995;11348
2024-05-26T22:20:10.420;599616783553605672;753.7616;11320
2024-05-26T22:20:10.428;599616783561297322;761.45325;11353
2024-05-26T22:20:10.436;599616783568988972;769.1449;11199
2024-05-26T22:20:10.443;599616783576680622;776.83655;10888
2024-05-26T22:20:10.451;599616783584372272;784.5282;10711
2024-05-26T22:20:10.459;599616783592063922;792.21985;10678
2024-05-26T22:20:10.466;599616783599755572;799.9115;10573
2024-05-26T22:20:10.474;599616783607447222;807.60315;10400
2024-05-26T22:20:10.482;599616783615138872;815.2948;10295
2024-05-26T22:20:10.489;599616783622830522;822.98645;10234
2024-05-26T22:20:10.497;599616783630522172;830.6781;10115
2024-05-26T22:20:10.505;599616783638213822;838.36975;9991
2024-05-26T22:20:10.513;599616783645905472;846.0614;9970
2024-05-26T22:20:10.520;599616783653597122;853.75305;9914
2024-05-26T22:20:10.528;599616783661288772;861.4447;9709
2024-05-26T22:20:10.536;599616783668980422;869.1363;9571
2024-05-26T22:20:10.543;599616783676672072;876.82794;9592
2024-05-26T22:20:10.551;599616783684363722;884.5196;9540
