Phone timestamp;sensor timestamp [ns];timestamp [ms];ecg [uV]
2024-05-04T09:29:55.258;599616039663299926;0.0;21
2024-05-04T09:29:55.265;599616039670991785;7.691859;334
2024-05-04T09:29:55.273;599616039678683644;15.383718;3902
2024-05-04T09:29:55.281;599616039686375503;23.075577;12451
2024-05-04T09:29:55.288;599616039694067362;30.767435;19256
2024-05-04T09:29:55.296;599616039701759221;38.459297;19730
2024-05-04T09:29:55.304;599616039709451080;46.151154;19730
2024-05-04T09:29:55.311;599616039717142939;53.843014;19730
2024-05-04T09:29:55.319;599616039724834798;61.53487;19730
2024-05-04T09:29:55.327;599616039732526657;69.22673;19730
2024-05-04T09:29:55.334;599616039740218516;76.918594;19730
2024-05-04T09:29:55.342;599616039747910375;84.61045;19730
2024-05-04T09:29:55.350;599616039755602234;92.30231;19730
2024-05-04T09:29:55.357;599616039763294093;99.99417;19730
2024-05-04T09:29:55.365;599616039770985952;107.68603;19730
2024-05-04T09:29:55.373;599616039778677811;115.37789;19730
2024-05-04T09:29:55.381;599616039786369670;123.06974;19730
2024-05-04T09:29:55.388;599616039794061529;130.7616;19730
2024-05-04T09:29:55.396;599616039801753388;138.45346;19730
2024-05-04T09:29:55.404;599616039809445247;146.14532;19730
2024-05-04T09:29:55.411;599616039817137106;153.83719;19730
2024-05-04T09:29:55.419;599616039824828965;161.52904;19730
2024-05-04T09:29:55.427;599616039832520824;169.2209;19730
2024-05-04T09:29:55.434;599616039840212683;176.91275;19730
2024-05-04T09:29:55.442;599616039847904542;184.60461;19730
2024-05-04T09:29:55.450;599616039855596401;192.29648;19730
2024-05-04T09:29:55.457;599616039863288260;199.98834;19730
2024-05-04T09:29:55.465;599616039870980119;207.68019;19730
2024-05-04T09:29:55.473;599616039878671978;215.37206;19730
2024-05-04T09:29:55.481;599616039886363837;223.0639;19730
2024-05-04T09:29:55.488;599616039894055696;230.75578;19730
2024-05-04T09:29:55.496;599616039901747555;238.44763;19730
2024-05-04T09:29:55.504;599616039909439414;246.13948;19730
2024-05-04T09:29:55.511;599616039917131273;253.83134;19730
2024-05-04T09:29:55.519;599616039924823132;261.5232;19730
2024-05-04T09:29:55.527;599616039932514991;269.21506;19730
2024-05-04T09:29:55.534;599616039940206850;276.90692;19730
2024-05-04T09:29:55.542;599616039947898709;284.5988;19730
2024-05-04T09:29:55.550;599616039955590568;292.29065;19730
2024-05-04T09:29:55.557;599616039963282427;299.98248;19730
2024-05-04T09:29:55.565;599616039970974286;307.67438;19730
2024-05-04T09:29:55.573;599616039978666145;315.3662;19730
2024-05-04T09:29:55.581;599616039986358004;323.05807;19730
2024-05-04T09:29:55.588;599616039994049863;330.74994;19730
2024-05-04T09:29:55.596;599616040001741722;338.4418;19730
2024-05-04T09:29:55.604;599616040009433581;346.13367;19730
2024-05-04T09:29:55.611;599616040017125440;353.8255;19730
2024-05-04T09:29:55.619;599616040024817299;361.51736;19730
2024-05-04T09:29:55.627;599616040032509158;369.20923;19730
