Phone timestamp;sensor timestamp [ns];timestamp [ms];ecg [uV]
2024-05-02T10:25:10.108;599616098360277372;0.0;-2670
2024-05-02T10:25:10.115;599616098367968326;7.690954;708
2024-05-02T10:25:10.123;599616098375659280;15.381908;5017
2024-05-02T10:25:10.131;599616098383350234;23.072863;8890
2024-05-02T10:25:10.138;599616098391041188;30.763817;10908
2024-05-02T10:25:10.146;599616098398732142;38.45477;12952
2024-05-02T10:25:10.154;599616098406423096;46.145725;15110
2024-05-02T10:25:10.161;599616098414114050;53.83668;16587
2024-05-02T10:25:10.169;599616098421805004;61.527634;17819
2024-05-02T10:25:10.177;599616098429495958;69.21858;18957
2024-05-02T10:25:10.184;599616098437186912;76.90954;19764
2024-05-02T10:25:10.192;599616098444877866;84.600494;19864
2024-05-02T10:25:10.200;599616098452568820;92.29145;19864
2024-05-02T10:25:10.207;599616098460259774;99.9824;19864
2024-05-02T10:25:10.215;599616098467950728;107.67336;19864
2024-05-02T10:25:10.223;599616098475641682;115.36431;19864
2024-05-02T10:25:10.231;599616098483332636;123.05527;19864
2024-05-02T10:25:10.238;599616098491023590;130.74622;19864
2024-05-02T10:25:10.246;599616098498714544;138.43716;19864
2024-05-02T10:25:10.254;599616098506405498;146.12813;19864
2024-05-02T10:25:10.261;599616098514096452;153.81908;19864
2024-05-02T10:25:10.269;599616098521787406;161.51003;19864
2024-05-02T10:25:10.277;599616098529478360;169.20099;19864
2024-05-02T10:25:10.284;599616098537169314;176.89194;19864
2024-05-02T10:25:10.292;599616098544860268;184.5829;19864
2024-05-02T10:25:10.300;599616098552551222;192.27385;19864
2024-05-02T10:25:10.307;599616098560242176;199.9648;19864
2024-05-02T10:25:10.315;599616098567933130;207.65576;19864
2024-05-02T10:25:10.323;599616098575624084;215.34673;19864
2024-05-02T10:25:10.331;599616098583315038;223.03766;19864
2024-05-02T10:25:10.338;599616098591005992;230.72862;19864
2024-05-02T10:25:10.346;599616098598696946;238.41957;19864
2024-05-02T10:25:10.354;599616098606387900;246.11053;19864
2024-05-02T10:25:10.361;599616098614078854;253.80148;19864
2024-05-02T10:25:10.369;599616098621769808;261.49243;19864
2024-05-02T10:25:10.377;599616098629460762;269.18338;19864
2024-05-02T10:25:10.384;599616098637151716;276.87433;19864
2024-05-02T10:25:10.392;599616098644842670;284.5653;19864
2024-05-02T10:25:10.400;599616098652533624;292.25626;19864
2024-05-02T10:25:10.407;599616098660224578;299.9472;19864
2024-05-02T10:25:10.415;599616098667915532;307.63815;19864
2024-05-02T10:25:10.423;599616098675606486;315.32913;19864
2024-05-02T10:25:10.431;599616098683297440;323.02005;19864
2024-05-02T10:25:10.438;599616098690988394;330.711;19864
2024-05-02T10:25:10.446;599616098698679348;338.40198;19864
2024-05-02T10:25:10.454;599616098706370302;346.09293;19864
2024-05-02T10:25:10.461;599616098714061256;353.78387;19864
2024-05-02T10:25:10.469;599616098721752210;361.47485;19864
2024-05-02T10:25:10.477;599616098729443164;369.1658;19864
2024-05-02T10:25:10.484;599616098737134118;376.85675;19864
2024-05-02T10:25:10.492;599616098744825072;384.5477;19864
2024-05-02T10:25:10.500;599616098752516026;392.23865;19864
2024-05-02T10:25:10.507;599616098760206980;399.9296;19864
2024-05-02T10:25:10.515;599616098767897934;407.62057;19864
2024-05-02T10:25:10.523;599616098775588888;415.31152;19864
2024-05-02T10:25:10.531;599616098783279842;423.00247;19864
2024-05-02T10:25:10.538;599616098790970796;430.69345;19864
2024-05-02T10:25:10.546;599616098798661750;438.38437;19864
2024-05-02T10:25:10.554;599616098806352704;446.07532;19864
2024-05-02T10:25:10.561;599616098814043658;453.76627;19864
2024-05-02T10:25:10.569;599616098821734612;461.45724;19864
2024-05-02T10:25:10.577;599616098829425566;469.1482;19864
2024-05-02T10:25:10.584;599616098837116520;476.83914;19864
2024-05-02T10:25:10.592;599616098844807474;484.53012;19864
2024-05-02T10:25:10.600;599616098852498428;492.22107;19864
