Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2024-05-06T14:42:55.364;538200781472463352;515360;537491;577677;7238;
2024-05-06T14:42:55.382;538200781490623458;515470;537636;577721;7235;
2024-05-06T14:42:55.400;538200781508783564;515571;537751;577721;7291;
2024-05-06T14:42:55.418;538200781526943670;515706;537834;577709;7282;
2024-05-06T14:42:55.436;538200781545103776;515811;537983;577821;7336;
2024-05-06T14:42:55.454;538200781563263882;515943;538100;577901;7451;
2024-05-06T14:42:55.472;538200781581423988;515924;538292;578006;7397;
2024-05-06T14:42:55.491;538200781599584094;515991;538370;578051;7379;
2024-05-06T14:42:55.509;538200781617744200;516056;538431;578175;7388;
2024-05-06T14:42:55.527;538200781635904306;516124;538635;578204;7376;
2024-05-06T14:42:55.545;538200781654064412;516217;538651;578181;7338;
2024-05-06T14:42:55.563;538200781672224518;516296;538704;578183;7287;
2024-05-06T14:42:55.581;538200781690384624;515970;538402;577907;7179;
2024-05-06T14:42:55.600;538200781708544730;515399;537769;577344;7138;
2024-05-06T14:42:55.618;538200781726704836;514558;536858;576497;7142;
2024-05-06T14:42:55.636;538200781744864942;513534;535839;575499;7144;
2024-05-06T14:42:55.654;538200781763025048;512436;534739;574462;7119;
2024-05-06T14:42:55.672;538200781781185154;511410;533615;573412;7071;
2024-05-06T14:42:55.690;538200781799345260;510468;532711;572511;7108;
2024-05-06T14:42:55.709;538200781817505366;509566;531826;571667;7103;
2024-05-06T14:42:55.727;538200781835665472;508808;531114;570959;7102;
2024-05-06T14:42:55.745;538200781853825578;508187;530551;570390;7179;
2024-05-06T14:42:55.763;538200781871985684;507699;530095;569868;7163;
2024-05-06T14:42:55.781;538200781890145790;507194;529599;569382;7150;
2024-05-06T14:42:55.799;538200781908305896;506761;529218;568950;7161;
2024-05-06T14:42:55.818;538200781926466002;506402;528872;568529;7187;
2024-05-06T14:42:55.836;538200781944626108;506039;528554;568174;7167;
2024-05-06T14:42:55.854;538200781962786214;505703;528282;567855;7210;
2024-05-06T14:42:55.872;538200781980946320;505334;527967;567498;7164;
2024-05-06T14:42:55.890;538200781999106426;504966;527613;567119;7198;
2024-05-06T14:42:55.908;538200782017266532;504644;527190;566697;7215;
2024-05-06T14:42:55.926;538200782035426638;504280;526912;566332;7287;
2024-05-06T14:42:55.945;538200782053586744;503942;526534;565896;7298;
2024-05-06T14:42:55.963;538200782071746850;503669;526200;565454;7290;
2024-05-06T14:42:55.981;538200782089906956;503506;526046;565264;7321;
2024-05-06T14:42:55.999;538200782108067062;503340;525928;565095;7302;
2024-05-06T14:42:56.017;538200782126227197;503282;525854;564926;7323;
2024-05-06T14:42:56.035;538200782144387303;503233;525799;564774;7296;
2024-05-06T14:42:56.054;538200782162547409;503224;525875;564806;7341;
2024-05-06T14:42:56.072;538200782180707515;503186;525909;564861;7363;
2024-05-06T14:42:56.090;538200782198867621;503167;525995;564879;7266;
2024-05-06T14:42:56.108;538200782217027727;503252;526109;564894;7262;
2024-05-06T14:42:56.126;538200782235187833;503390;526141;564925;7212;
2024-05-06T14:42:56.144;538200782253347939;503506;526320;564924;7208;
2024-05-06T14:42:56.163;538200782271508045;503617;526463;565034;7229;
2024-05-06T14:42:56.181;538200782289668151;503719;526508;565082;7190;
2024-05-06T14:42:56.199;538200782307828257;503846;526572;565059;7184;
2024-05-06T14:42:56.217;538200782325988363;503892;526745;565155;7206;
2024-05-06T14:42:56.235;538200782344148469;504013;526862;565237;7207;
2024-05-06T14:42:56.253;538200782362308575;504122;527007;565259;7183;
2024-05-06T14:42:56.272;538200782380468681;504249;527118;565300;7205;
2024-05-06T14:42:56.290;538200782398628787;504299;527272;565405;7188;
2024-05-06T14:42:56.308;538200782416788893;504413;527423;565500;7177;
2024-05-06T14:42:56.326;538200782434948999;504652;527676;565669;7161;
2024-05-06T14:42:56.344;538200782453109105;504835;527893;565777;7118;
2024-05-06T14:42:56.362;538200782471269211;505046;528092;565887;7126;
2024-05-06T14:42:56.380;538200782489429317;505136;528209;565990;7113;
2024-05-06T14:42:56.399;538200782507589423;504876;527880;565704;7112;
2024-05-06T14:42:56.417;538200782525749529;504215;527268;565033;7115;
2024-05-06T14:42:56.435;538200782543909635;503362;526453;564247;7098;
2024-05-06T14:42:56.453;538200782562069741;502391;525467;563299;7141;
2024-05-06T14:42:56.471;538200782580229847;501421;524497;562292;7074;
2024-05-06T14:42:56.489;538200782598389953;500488;523670;561444;7101;
2024-05-06T14:42:56.508;538200782616550059;499887;523027;560718;7119;
2024-05-06T14:42:56.526;538200782634710165;499210;522364;560043;7082;
2024-05-06T14:42:56.544;538200782652870271;498812;521973;559606;7108;
2024-05-06T14:42:56.562;538200782671030377;498447;521643;559196;7033;
2024-05-06T14:42:56.580;538200782689190483;498057;521348;558730;7110;
2024-05-06T14:42:56.598;538200782707350589;497891;521146;558496;7110;
2024-05-06T14:42:56.617;538200782725510695;497614;520932;558256;7101;
2024-05-06T14:42:56.635;538200782743670801;497542;520866;558057;7043;
2024-05-06T14:42:56.653;538200782761830907;497324;520806;557893;7060;
2024-05-06T14:42:56.671;538200782779991013;497230;520675;557624;7098;
2024-05-06T14:42:56.689;538200782798151816;497091;520508;557393;7115;
2024-05-06T14:42:56.707;538200782816312608;496712;520228;557081;7065;
2024-05-06T14:42:56.726;538200782834473400;496455;520030;556738;7066;
2024-05-06T14:42:56.744;538200782852634192;496255;519850;556445;7043;
2024-05-06T14:42:56.762;538200782870794984;496089;519644;556225;7072;
2024-05-06T14:42:56.780;538200782888955776;495964;519572;556061;7098;
2024-05-06T14:42:56.798;538200782907116568;495845;519481;555881;7069;
2024-05-06T14:42:56.816;538200782925277360;495847;519528;555871;7073;
2024-05-06T14:42:56.834;538200782943438152;495866;519596;555866;7128;
2024-05-06T14:42:56.853;538200782961598944;496021;519801;555927;7129;
2024-05-06T14:42:56.871;538200782979759736;496180;520005;556026;7121;
2024-05-06T14:42:56.889;538200782997920528;496336;520239;556079;7112;
2024-05-06T14:42:56.907;538200783016081320;496557;520479;556273;7087;
2024-05-06T14:42:56.925;538200783034242112;496728;520668;556453;7099;
2024-05-06T14:42:56.943;538200783052402904;497005;520914;556593;7174;
2024-05-06T14:42:56.962;538200783070563696;497308;521169;556809;7160;
2024-05-06T14:42:56.980;538200783088724488;497440;521388;556935;7078;
2024-05-06T14:42:56.998;538200783106885280;497667;521657;557101;7129;
2024-05-06T14:42:57.016;538200783125046072;497894;521862;557309;7158;
2024-05-06T14:42:57.034;538200783143206864;498147;522158;557462;7151;
2024-05-06T14:42:57.052;538200783161367656;498362;522438;557623;7102;
2024-05-06T14:42:57.071;538200783179528448;498583;522661;557787;7117;
2024-05-06T14:42:57.089;538200783197689240;498887;522962;558034;7133;
2024-05-06T14:42:57.107;538200783215850032;499159;523268;558247;7172;
2024-05-06T14:42:57.125;538200783234010824;499470;523557;558482;7155;
2024-05-06T14:42:57.143;538200783252171616;499748;523879;558774;7140;
