Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2024-05-08T19:07:13.643;538389441936885551;4403;-78535;-10784;-478590;
2024-05-08T19:07:13.661;538389441955045432;4420;-78430;-10688;-478637;
2024-05-08T19:07:13.679;538389441973205313;4343;-78337;-10662;-478626;
2024-05-08T19:07:13.697;538389441991365194;4402;-78187;-10636;-478643;
2024-05-08T19:07:13.715;538389442009525075;4421;-78142;-10564;-478607;
2024-05-08T19:07:13.733;538389442027684956;4518;-78003;-10520;-478657;
2024-05-08T19:07:13.751;538389442045844837;4518;-77996;-10505;-478706;
2024-05-08T19:07:13.770;538389442064004718;4411;-77998;-10486;-478657;
2024-05-08T19:07:13.788;538389442082164599;4184;-78101;-10672;-478644;
2024-05-08T19:07:13.806;538389442100324480;3818;-78297;-10856;-478633;
2024-05-08T19:07:13.824;538389442118484361;3554;-78431;-10919;-478662;
2024-05-08T19:07:13.842;538389442136644242;3279;-78665;-11105;-478642;
2024-05-08T19:07:13.860;538389442154804123;2974;-78791;-11247;-478672;
2024-05-08T19:07:13.879;538389442172964004;2819;-78791;-11340;-478638;
2024-05-08T19:07:13.897;538389442191123885;2615;-78888;-11442;-478646;
2024-05-08T19:07:13.915;538389442209283766;2520;-78915;-11546;-478608;
2024-05-08T19:07:13.933;538389442227443647;2445;-78866;-11657;-478624;
2024-05-08T19:07:13.951;538389442245603528;2344;-78876;-11678;-478616;
2024-05-08T19:07:13.969;538389442263763409;2356;-78760;-11663;-478612;
2024-05-08T19:07:13.988;538389442281923290;2280;-78721;-11729;-478616;
2024-05-08T19:07:14.006;538389442300083171;2243;-78593;-11709;-478607;
2024-05-08T19:07:14.024;538389442318243052;2180;-78459;-11710;-478641;
2024-05-08T19:07:14.042;538389442336402933;2150;-78537;-11764;-478599;
2024-05-08T19:07:14.060;538389442354562814;2094;-78545;-11808;-478643;
2024-05-08T19:07:14.078;538389442372722695;2103;-78362;-11763;-478515;
2024-05-08T19:07:14.096;538389442390882576;1934;-78502;-11856;-478615;
2024-05-08T19:07:14.115;538389442409042457;1914;-78397;-11793;-478619;
2024-05-08T19:07:14.133;538389442427202338;1843;-78422;-11831;-478640;
2024-05-08T19:07:14.151;538389442445362219;1778;-78312;-11868;-478676;
2024-05-08T19:07:14.169;538389442463522100;1765;-78268;-11897;-478608;
2024-05-08T19:07:14.187;538389442481681981;1730;-78189;-12015;-478544;
2024-05-08T19:07:14.205;538389442499841862;1696;-78169;-12011;-478568;
2024-05-08T19:07:14.224;538389442518001743;1684;-78084;-12060;-478612;
2024-05-08T19:07:14.242;538389442536161624;1668;-78048;-12152;-478578;
2024-05-08T19:07:14.260;538389442554321505;1647;-77911;-12157;-478550;
2024-05-08T19:07:14.278;538389442572481386;1683;-77863;-12170;-478572;
2024-05-08T19:07:14.296;538389442590641267;1708;-77763;-12139;-478599;
2024-05-08T19:07:14.314;538389442608801148;1763;-77645;-12022;-478503;
2024-05-08T19:07:14.333;538389442626961029;1830;-77505;-11985;-478567;
2024-05-08T19:07:14.351;538389442645120910;1949;-77357;-11916;-478527;
2024-05-08T19:07:14.369;538389442663280791;2035;-77273;-11918;-478542;
2024-05-08T19:07:14.387;538389442681440672;2204;-77160;-11721;-478574;
2024-05-08T19:07:14.405;538389442699600561;2230;-77057;-11661;-478611;
2024-05-08T19:07:14.423;538389442717760442;2270;-77049;-11661;-478583;
2024-05-08T19:07:14.442;538389442735920323;2167;-77177;-11668;-478592;
2024-05-08T19:07:14.460;538389442754080204;2044;-77303;-11772;-478585;
2024-05-08T19:07:14.478;538389442772240085;1876;-77332;-11857;-478564;
2024-05-08T19:07:14.496;538389442790399966;1728;-77411;-11935;-478540;
2024-05-08T19:07:14.514;538389442808559847;1672;-77479;-11946;-478582;
