Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2024-05-03T17:23:49.955;537951235306257629;543376;503087;485869;947;
2024-05-03T17:23:49.973;537951235324428202;543609;503246;486054;915;
2024-05-03T17:23:49.991;537951235342598775;543828;503494;486259;926;
2024-05-03T17:23:50.009;537951235360769348;544188;503712;486567;934;
2024-05-03T17:23:50.027;537951235378939921;544510;504117;486933;993;
2024-05-03T17:23:50.045;537951235397110494;544865;504454;487294;950;
2024-05-03T17:23:50.064;537951235415281067;545310;504847;487763;972;
2024-05-03T17:23:50.082;537951235433451640;545679;505214;488100;992;
2024-05-03T17:23:50.100;537951235451622213;546077;505541;488467;948;
2024-05-03T17:23:50.118;537951235469792786;546490;505933;488850;1006;
2024-05-03T17:23:50.136;537951235487963359;546912;506264;489246;990;
2024-05-03T17:23:50.154;537951235506133932;547366;506637;489638;985;
2024-05-03T17:23:50.173;537951235524304505;547779;507048;490019;1071;
2024-05-03T17:23:50.191;537951235542475078;548238;507578;490464;1076;
2024-05-03T17:23:50.209;537951235560645651;548614;507868;490809;1038;
2024-05-03T17:23:50.227;537951235578816224;548783;508145;491097;1086;
2024-05-03T17:23:50.245;537951235596986797;548360;507795;490734;1027;
2024-05-03T17:23:50.263;537951235615157370;547537;507110;489913;1007;
2024-05-03T17:23:50.282;537951235633327943;546445;506265;488960;998;
2024-05-03T17:23:50.300;537951235651498516;545304;505340;487926;998;
2024-05-03T17:23:50.318;537951235669669089;544392;504500;487097;1016;
2024-05-03T17:23:50.336;537951235687839662;543628;503884;486405;1033;
2024-05-03T17:23:50.354;537951235706010235;543192;503414;485942;1021;
2024-05-03T17:23:50.372;537951235724180808;542963;503295;485773;1033;
2024-05-03T17:23:50.391;537951235742351381;542905;503254;485737;1029;
2024-05-03T17:23:50.409;537951235760521954;543076;503425;485856;1002;
2024-05-03T17:23:50.427;537951235778692527;543146;503568;485944;974;
2024-05-03T17:23:50.445;537951235796863100;543426;503839;486259;979;
2024-05-03T17:23:50.463;537951235815033673;543679;504004;486442;981;
2024-05-03T17:23:50.481;537951235833204246;543961;504231;486713;1026;
2024-05-03T17:23:50.500;537951235851374819;544111;504324;486825;981;
