Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2024-05-02T10:25:11.802;537839717186319815;284681;209942;317432;-834;
2024-05-02T10:25:11.820;537839717204489538;284619;209913;317451;-875;
2024-05-02T10:25:11.838;537839717222659261;284705;209973;317494;-875;
2024-05-02T10:25:11.856;537839717240828984;284748;210002;317530;-901;
2024-05-02T10:25:11.874;537839717258998707;284782;209990;317660;-898;
2024-05-02T10:25:11.892;537839717277168430;284913;210065;317733;-840;
2024-05-02T10:25:11.911;537839717295338153;284968;210167;317827;-840;
2024-05-02T10:25:11.929;537839717313507876;285040;210159;317922;-898;
2024-05-02T10:25:11.947;537839717331677599;285116;210175;317968;-873;
2024-05-02T10:25:11.965;537839717349847322;285193;210257;318096;-819;
2024-05-02T10:25:11.983;537839717368017045;285325;210351;318236;-815;
2024-05-02T10:25:12.001;537839717386186768;285336;210330;318279;-829;
2024-05-02T10:25:12.020;537839717404356491;285406;210376;318367;-833;
2024-05-02T10:25:12.038;537839717422526214;285540;210480;318472;-865;
2024-05-02T10:25:12.056;537839717440695937;285700;210565;318627;-808;
2024-05-02T10:25:12.074;537839717458865660;285695;210566;318683;-868;
2024-05-02T10:25:12.092;537839717477035383;285858;210682;318799;-877;
2024-05-02T10:25:12.110;537839717495205106;286038;210778;319008;-854;
2024-05-02T10:25:12.129;537839717513374829;286134;210885;319114;-847;
2024-05-02T10:25:12.147;537839717531544552;286251;210934;319234;-875;
2024-05-02T10:25:12.165;537839717549714275;286354;210986;319398;-888;
2024-05-02T10:25:12.183;537839717567883998;286467;211082;319553;-827;
2024-05-02T10:25:12.201;537839717586053721;286611;211114;319713;-806;
2024-05-02T10:25:12.219;537839717604223444;286681;211169;319749;-833;
2024-05-02T10:25:12.238;537839717622393167;286644;211118;319694;-801;
2024-05-02T10:25:12.256;537839717640562890;286464;211004;319507;-886;
2024-05-02T10:25:12.274;537839717658732613;286240;210838;319250;-895;
2024-05-02T10:25:12.292;537839717676902336;286037;210818;319009;-849;
2024-05-02T10:25:12.310;537839717695072059;285756;210633;318724;-897;
2024-05-02T10:25:12.328;537839717713241782;285610;210531;318574;-892;
2024-05-02T10:25:12.347;537839717731411505;285442;210429;318466;-908;
2024-05-02T10:25:12.365;537839717749581228;285281;210386;318300;-877;
2024-05-02T10:25:12.383;537839717767750951;285223;210310;318184;-903;
2024-05-02T10:25:12.401;537839717785920674;285187;210358;318075;-867;
2024-05-02T10:25:12.419;537839717804090397;285127;210254;317979;-864;
2024-05-02T10:25:12.437;537839717822260120;285087;210248;317905;-831;
2024-05-02T10:25:12.456;537839717840429843;284997;210237;317849;-859;
2024-05-02T10:25:12.474;537839717858599566;284970;210142;317837;-867;
2024-05-02T10:25:12.492;537839717876769289;284917;210122;317752;-835;
2024-05-02T10:25:12.510;537839717894939012;284836;210141;317744;-817;
2024-05-02T10:25:12.528;537839717913108761;284872;210172;317740;-813;
2024-05-02T10:25:12.546;537839717931278484;284795;210126;317700;-794;
2024-05-02T10:25:12.565;537839717949448207;284773;210052;317637;-813;
2024-05-02T10:25:12.583;537839717967617930;284781;210107;317639;-824;
2024-05-02T10:25:12.601;537839717985787653;284745;210080;317629;-862;
2024-05-02T10:25:12.619;537839718003957376;284775;210066;317667;-880;
2024-05-02T10:25:12.637;537839718022127099;284812;210059;317673;-832;
2024-05-02T10:25:12.655;537839718040296822;284814;210108;317729;-844;
2024-05-02T10:25:12.674;537839718058466545;284871;210129;317745;-920;
2024-05-02T10:25:12.692;537839718076636268;284994;210193;317837;-910;
2024-05-02T10:25:12.710;537839718094805991;285081;210298;317957;-926;
2024-05-02T10:25:12.728;537839718112975714;285203;210300;318058;-815;
2024-05-02T10:25:12.746;537839718131145437;285254;210299;318119;-834;
2024-05-02T10:25:12.764;537839718149315160;285427;210344;318281;-847;
2024-05-02T10:25:12.783;537839718167484883;285428;210472;318431;-873;
2024-05-02T10:25:12.801;537839718185654606;285561;210518;318478;-854;
2024-05-02T10:25:12.819;537839718203824329;285631;210571;318614;-857;
2024-05-02T10:25:12.837;537839718221994052;285711;210625;318703;-886;
2024-05-02T10:25:12.855;537839718240163775;285831;210726;318792;-844;
2024-05-02T10:25:12.874;537839718258333498;285975;210828;318976;-863;
2024-05-02T10:25:12.892;537839718276503221;286123;210871;319126;-785;
2024-05-02T10:25:12.910;537839718294672944;286233;210957;319285;-787;
2024-05-02T10:25:12.928;537839718312842667;286342;211017;319376;-845;
2024-05-02T10:25:12.946;537839718331012390;286448;211110;319522;-896;
2024-05-02T10:25:12.964;537839718349182113;286636;211223;319665;-866;
2024-05-02T10:25:12.983;537839718367351836;286719;211324;319821;-841;
2024-05-02T10:25:13.001;537839718385521559;286953;211422;320065;-802;
2024-05-02T10:25:13.019;537839718403691282;287032;211393;320092;-840;
2024-05-02T10:25:13.037;537839718421861005;287057;211443;320051;-827;
2024-05-02T10:25:13.055;537839718440030728;286839;211282;319895;-886;
2024-05-02T10:25:13.073;537839718458200451;286728;211193;319759;-809;
2024-05-02T10:25:13.092;537839718476370174;286500;211106;319534;-884;
2024-05-02T10:25:13.110;537839718494539897;286350;210972;319343;-873;
2024-05-02T10:25:13.128;537839718512709620;286139;210883;319115;-833;
2024-05-02T10:25:13.146;537839718530879343;286113;210902;319018;-857;
2024-05-02T10:25:13.164;537839718549049066;286015;210818;318961;-859;
