Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2024-05-04T09:29:56.899;538009201489124177;131598;45819;207514;-462501;
2024-05-04T09:29:56.917;538009201507294666;131612;45841;207527;-462499;
2024-05-04T09:29:56.935;538009201525465155;131639;45858;207538;-462509;
2024-05-04T09:29:56.953;538009201543635644;131649;45956;207591;-462537;
2024-05-04T09:29:56.971;538009201561806133;131726;45990;207690;-462496;
2024-05-04T09:29:56.989;538009201579976622;131862;46078;207827;-462520;
2024-05-04T09:29:57.008;538009201598147111;132035;46141;207941;-462505;
2024-05-04T09:29:57.026;538009201616317600;132285;46297;208091;-462453;
2024-05-04T09:29:57.044;538009201634488089;132368;46449;208207;-462565;
2024-05-04T09:29:57.062;538009201652658578;132598;46592;208377;-462516;
2024-05-04T09:29:57.080;538009201670829067;132695;46709;208595;-462585;
2024-05-04T09:29:57.098;538009201688999556;132919;46829;208756;-462553;
2024-05-04T09:29:57.117;538009201707170045;133094;47039;208972;-462592;
2024-05-04T09:29:57.135;538009201725340534;133303;47171;209156;-462586;
2024-05-04T09:29:57.153;538009201743511023;133394;47328;209310;-462606;
2024-05-04T09:29:57.171;538009201761681512;133540;47393;209406;-462592;
2024-05-04T09:29:57.189;538009201779852001;133748;47593;209643;-462579;
2024-05-04T09:29:57.207;538009201798022490;133904;47607;209784;-462615;
2024-05-04T09:29:57.226;538009201816192979;134061;47801;209981;-462631;
2024-05-04T09:29:57.244;538009201834363468;134232;47994;210190;-462646;
2024-05-04T09:29:57.262;538009201852533957;134463;48152;210356;-462670;
2024-05-04T09:29:57.280;538009201870704446;134657;48270;210563;-462624;
2024-05-04T09:29:57.298;538009201888874935;134813;48399;210776;-462611;
2024-05-04T09:29:57.316;538009201907045424;134944;48488;210899;-462636;
2024-05-04T09:29:57.335;538009201925215913;135005;48573;210895;-462683;
2024-05-04T09:29:57.353;538009201943386402;134886;48441;210830;-462677;
2024-05-04T09:29:57.371;538009201961556891;134675;48270;210592;-462692;
2024-05-04T09:29:57.389;538009201979727380;134477;48133;210418;-462648;
2024-05-04T09:29:57.407;538009201997897869;134170;47975;210173;-462700;
2024-05-04T09:29:57.425;538009202016068358;134082;47873;209957;-462744;
2024-05-04T09:29:57.444;538009202034238847;133980;47742;209857;-462721;
2024-05-04T09:29:57.462;538009202052409336;133954;47646;209708;-462741;
2024-05-04T09:29:57.480;538009202070579825;133906;47697;209776;-462705;
2024-05-04T09:29:57.498;538009202088750314;133926;47710;209692;-462742;
2024-05-04T09:29:57.516;538009202106920803;133970;47735;209745;-462715;
2024-05-04T09:29:57.534;538009202125091292;133933;47766;209823;-462764;
2024-05-04T09:29:57.553;538009202143261781;133906;47800;209831;-462799;
2024-05-04T09:29:57.571;538009202161432270;133976;47887;209883;-462798;
2024-05-04T09:29:57.589;538009202179602759;134030;47909;209964;-462762;
2024-05-04T09:29:57.607;538009202197773248;134101;47974;209969;-462814;
2024-05-04T09:29:57.625;538009202215943737;134165;48071;209944;-462851;
2024-05-04T09:29:57.643;538009202234114226;134096;48037;209969;-462810;
2024-05-04T09:29:57.662;538009202252284751;134158;48052;210009;-462813;
2024-05-04T09:29:57.680;538009202270455240;134134;48033;210002;-462815;
2024-05-04T09:29:57.698;538009202288625729;134102;48038;210025;-462900;
2024-05-04T09:29:57.716;538009202306796218;134247;48121;210035;-462816;
2024-05-04T09:29:57.734;538009202324966707;134326;48189;210092;-462818;
2024-05-04T09:29:57.753;538009202343137196;134458;48359;210224;-462758;
2024-05-04T09:29:57.771;538009202361307685;134604;48573;210406;-462799;
2024-05-04T09:29:57.789;538009202379478174;134711;48600;210528;-462756;
2024-05-04T09:29:57.807;538009202397648663;134883;48724;210657;-462811;
2024-05-04T09:29:57.825;538009202415819152;134992;48853;210726;-462833;
2024-05-04T09:29:57.843;538009202433989641;135090;48998;210876;-462829;
2024-05-04T09:29:57.862;538009202452160130;135336;49133;211109;-462823;
2024-05-04T09:29:57.880;538009202470330619;135486;49184;211273;-462853;
2024-05-04T09:29:57.898;538009202488501108;135592;49322;211424;-462848;
2024-05-04T09:29:57.916;538009202506671597;135756;49516;211623;-462855;
2024-05-04T09:29:57.934;538009202524842086;135885;49605;211756;-462879;
2024-05-04T09:29:57.952;538009202543012575;136051;49765;211935;-462808;
2024-05-04T09:29:57.971;538009202561183064;136224;49938;212090;-462803;
2024-05-04T09:29:57.989;538009202579353553;136440;50136;212328;-462831;
2024-05-04T09:29:58.007;538009202597524042;136621;50283;212485;-462838;
2024-05-04T09:29:58.025;538009202615694531;136842;50446;212696;-462814;
2024-05-04T09:29:58.043;538009202633865020;136956;50557;212829;-462855;
2024-05-04T09:29:58.061;538009202652035509;137119;50736;212972;-462867;
2024-05-04T09:29:58.080;538009202670205998;137289;50859;213184;-462871;
2024-05-04T09:29:58.098;538009202688376487;137186;50824;213162;-462806;
2024-05-04T09:29:58.116;538009202706546976;137012;50637;213063;-462872;
2024-05-04T09:29:58.134;538009202724717465;136775;50507;212809;-462866;
2024-05-04T09:29:58.152;538009202742887954;136504;50229;212489;-462851;
2024-05-04T09:29:58.170;538009202761058443;136264;50065;212249;-462840;
2024-05-04T09:29:58.189;538009202779228932;136044;49903;212019;-462912;
2024-05-04T09:29:58.207;538009202797399421;135926;49789;211918;-462869;
2024-05-04T09:29:58.225;538009202815569910;135807;49765;211816;-462898;
2024-05-04T09:29:58.243;538009202833740399;135753;49767;211803;-462837;
2024-05-04T09:29:58.261;538009202851910888;135796;49716;211849;-462824;
2024-05-04T09:29:58.279;538009202870081377;135735;49749;211745;-462846;
2024-05-04T09:29:58.298;538009202888251866;135670;49657;211698;-462825;
2024-05-04T09:29:58.316;538009202906422355;135630;49627;211700;-462867;
2024-05-04T09:29:58.334;538009202924592844;135617;49649;211742;-462884;
2024-05-04T09:29:58.352;538009202942763333;135603;49675;211716;-462902;
2024-05-04T09:29:58.370;538009202960933822;135613;49628;211763;-462836;
2024-05-04T09:29:58.388;538009202979104311;135556;49661;211738;-462861;
2024-05-04T09:29:58.407;538009202997274800;135571;49681;211760;-462871;
2024-05-04T09:29:58.425;538009203015446688;135466;49596;211718;-462909;
2024-05-04T09:29:58.443;538009203033618558;135420;49613;211725;-462893;
2024-05-04T09:29:58.461;538009203051790428;135361;49623;211769;-462905;
2024-05-04T09:29:58.479;538009203069962298;135472;49655;211785;-462854;
2024-05-04T09:29:58.498;538009203088134168;135476;49723;211820;-462933;
2024-05-04T09:29:58.516;538009203106306038;135539;49762;211884;-462908;
2024-05-04T09:29:58.534;538009203124477908;135584;49783;211971;-462952;
2024-05-04T09:29:58.552;538009203142649778;135681;49861;212108;-462933;
2024-05-04T09:29:58.570;538009203160821648;135771;49914;212179;-462953;
2024-05-04T09:29:58.588;538009203178993518;135878;50177;212372;-462949;
2024-05-04T09:29:58.607;538009203197165388;136058;50242;212491;-462956;
2024-05-04T09:29:58.625;538009203215337258;136154;50362;212723;-462935;
2024-05-04T09:29:58.643;538009203233509128;136284;50460;212847;-462895;
2024-05-04T09:29:58.661;538009203251680998;136389;50537;212923;-462952;
2024-05-04T09:29:58.679;538009203269852868;136534;50633;213142;-462922;
2024-05-04T09:29:58.697;538009203288024738;136628;50761;213261;-462919;
2024-05-04T09:29:58.716;538009203306196608;136833;50914;213486;-462908;
2024-05-04T09:29:58.734;538009203324368478;136930;51021;213583;-462896;
2024-05-04T09:29:58.752;538009203342540348;137104;51181;213818;-462845;
2024-05-04T09:29:58.770;538009203360712218;137258;51312;213983;-462841;
2024-05-04T09:29:58.788;538009203378884088;137406;51490;214052;-462851;
2024-05-04T09:29:58.806;538009203397055958;137569;51643;214339;-462809;
2024-05-04T09:29:58.825;538009203415227828;137705;51810;214524;-462836;
2024-05-04T09:29:58.843;538009203433399698;137888;51847;214695;-462824;
2024-05-04T09:29:58.861;538009203451571568;138029;52007;214912;-462783;
2024-05-04T09:29:58.879;538009203469743438;138028;52125;214970;-462818;
2024-05-04T09:29:58.897;538009203487915308;137917;52059;214878;-462814;
2024-05-04T09:29:58.915;538009203506087178;137741;51879;214687;-462814;
2024-05-04T09:29:58.934;538009203524259048;137370;51524;214463;-462835;
2024-05-04T09:29:58.952;538009203542430918;137037;51286;214174;-462840;
2024-05-04T09:29:58.970;538009203560602788;136808;51085;213904;-462824;
2024-05-04T09:29:58.988;538009203578774658;136582;50835;213618;-462787;
2024-05-04T09:29:59.006;538009203596946528;136283;50717;213515;-462786;
2024-05-04T09:29:59.024;538009203615118398;136172;50578;213463;-462792;
2024-05-04T09:29:59.043;538009203633290268;135980;50488;213278;-462784;
2024-05-04T09:29:59.061;538009203651462138;135955;50460;213238;-462768;
2024-05-04T09:29:59.079;538009203669634008;135821;50407;213244;-462764;
2024-05-04T09:29:59.097;538009203687805878;135616;50281;213043;-462810;
2024-05-04T09:29:59.115;538009203705977748;135586;50314;213108;-462758;
2024-05-04T09:29:59.134;538009203724149618;135528;50266;213070;-462732;
2024-05-04T09:29:59.152;538009203742321488;135477;50220;213054;-462710;
2024-05-04T09:29:59.170;538009203760493358;135387;50166;212996;-462746;
2024-05-04T09:29:59.188;538009203778664969;135323;50166;213031;-462723;
2024-05-04T09:29:59.206;538009203796836548;135230;50083;212907;-462721;
