Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2024-05-02T17:58:40.052;537866925727103956;456325;514680;560169;899;
2024-05-02T17:58:40.070;537866925745270376;456414;514781;560162;887;
2024-05-02T17:58:40.088;537866925763436796;456486;514891;560227;936;
2024-05-02T17:58:40.106;537866925781603216;456588;515011;560341;900;
2024-05-02T17:58:40.124;537866925799769636;456681;515111;560461;890;
2024-05-02T17:58:40.142;537866925817936056;456799;515247;560554;925;
2024-05-02T17:58:40.160;537866925836102476;456869;515449;560658;933;
2024-05-02T17:58:40.179;537866925854268896;456942;515552;560857;944;
2024-05-02T17:58:40.197;537866925872435316;457024;515619;560941;908;
2024-05-02T17:58:40.215;537866925890601736;457085;515725;561038;843;
2024-05-02T17:58:40.233;537866925908768156;457109;515835;561148;843;
2024-05-02T17:58:40.251;537866925926934576;457271;516053;561276;910;
2024-05-02T17:58:40.269;537866925945100996;457424;516169;561433;914;
2024-05-02T17:58:40.288;537866925963267416;457566;516351;561587;863;
2024-05-02T17:58:40.306;537866925981433836;457692;516489;561651;887;
2024-05-02T17:58:40.324;537866925999600256;457841;516642;561897;943;
2024-05-02T17:58:40.342;537866926017766676;457890;516821;562035;859;
2024-05-02T17:58:40.360;537866926035933096;458050;516989;562143;831;
2024-05-02T17:58:40.378;537866926054099516;458177;517165;562366;865;
2024-05-02T17:58:40.397;537866926072265936;458316;517384;562509;897;
2024-05-02T17:58:40.415;537866926090432356;458481;517468;562725;930;
2024-05-02T17:58:40.433;537866926108598776;458472;517515;562807;900;
2024-05-02T17:58:40.451;537866926126765196;458256;517227;562664;896;
2024-05-02T17:58:40.469;537866926144931616;458097;517039;562427;939;
2024-05-02T17:58:40.487;537866926163098036;457761;516734;562155;881;
2024-05-02T17:58:40.506;537866926181264456;457535;516529;561956;945;
2024-05-02T17:58:40.524;537866926199430876;457375;516350;561714;945;
2024-05-02T17:58:40.542;537866926217597296;457212;516283;561658;958;
2024-05-02T17:58:40.560;537866926235763716;457153;516133;561523;916;
2024-05-02T17:58:40.578;537866926253930136;457121;516153;561511;957;
2024-05-02T17:58:40.596;537866926272096556;457117;516144;561404;978;
2024-05-02T17:58:40.615;537866926290262976;457105;516127;561500;969;
2024-05-02T17:58:40.633;537866926308429396;456991;516218;561500;949;
2024-05-02T17:58:40.651;537866926326595816;457089;516194;561581;958;
2024-05-02T17:58:40.669;537866926344762236;457084;516228;561629;924;
2024-05-02T17:58:40.687;537866926362928656;457139;516220;561599;913;
2024-05-02T17:58:40.705;537866926381095076;457078;516270;561612;936;
2024-05-02T17:58:40.724;537866926399261496;457128;516295;561671;936;
2024-05-02T17:58:40.742;537866926417427916;457093;516306;561701;914;
2024-05-02T17:58:40.760;537866926435594336;457019;516172;561653;966;
2024-05-02T17:58:40.778;537866926453760756;456974;516255;561663;1016;
2024-05-02T17:58:40.796;537866926471927176;457039;516180;561663;944;
2024-05-02T17:58:40.814;537866926490093628;457015;516163;561666;936;
2024-05-02T17:58:40.833;537866926508260048;456962;516204;561746;881;
2024-05-02T17:58:40.851;537866926526426468;456996;516286;561847;906;
2024-05-02T17:58:40.869;537866926544592888;457141;516427;561930;925;
2024-05-02T17:58:40.887;537866926562759308;457133;516489;561948;914;
2024-05-02T17:58:40.905;537866926580925728;457209;516527;562074;1000;
2024-05-02T17:58:40.923;537866926599092148;457246;516637;562178;975;
2024-05-02T17:58:40.942;537866926617258568;457403;516748;562340;1003;
2024-05-02T17:58:40.960;537866926635424988;457543;516865;562562;979;
2024-05-02T17:58:40.978;537866926653591408;457617;516943;562697;928;
2024-05-02T17:58:40.996;537866926671757828;457639;517029;562806;868;
2024-05-02T17:58:41.014;537866926689924248;457685;517161;562904;919;
2024-05-02T17:58:41.032;537866926708090668;457872;517298;563038;949;
2024-05-02T17:58:41.051;537866926726257088;457949;517304;563192;891;
2024-05-02T17:58:41.069;537866926744423508;458108;517461;563330;1006;
2024-05-02T17:58:41.087;537866926762589928;458202;517651;563466;961;
2024-05-02T17:58:41.105;537866926780756348;458247;517771;563629;970;
2024-05-02T17:58:41.123;537866926798922768;458304;517791;563734;925;
2024-05-02T17:58:41.141;537866926817089188;458413;517923;563947;976;
2024-05-02T17:58:41.160;537866926835255608;458517;518123;564072;974;
2024-05-02T17:58:41.178;537866926853422028;458653;518241;564234;993;
2024-05-02T17:58:41.196;537866926871588448;458799;518390;564363;928;
2024-05-02T17:58:41.214;537866926889754868;458918;518593;564503;961;
2024-05-02T17:58:41.232;537866926907921288;458982;518706;564630;939;
2024-05-02T17:58:41.250;537866926926087708;459163;518897;564832;909;
2024-05-02T17:58:41.269;537866926944254128;459295;518947;565008;919;
2024-05-02T17:58:41.287;537866926962420548;459375;519100;565213;965;
2024-05-02T17:58:41.305;537866926980586968;459278;519028;565165;934;
2024-05-02T17:58:41.323;537866926998753388;459069;518751;565003;919;
2024-05-02T17:58:41.341;537866927016919808;458695;518383;564673;944;
2024-05-02T17:58:41.359;537866927035086228;458420;518155;564404;957;
2024-05-02T17:58:41.378;537866927053252648;458088;517824;564114;938;
2024-05-02T17:58:41.396;537866927071419068;457823;517527;563774;904;
2024-05-02T17:58:41.414;537866927089585488;457657;517394;563625;887;
2024-05-02T17:58:41.432;537866927107751908;457530;517354;563581;940;
2024-05-02T17:58:41.450;537866927125918328;457421;517255;563454;927;
2024-05-02T17:58:41.468;537866927144084748;457317;517228;563364;930;
2024-05-02T17:58:41.487;537866927162251168;457265;517209;563265;924;
2024-05-02T17:58:41.505;537866927180417588;457157;517219;563270;874;
2024-05-02T17:58:41.523;537866927198584008;457079;517079;563207;923;
2024-05-02T17:58:41.541;537866927216750428;457089;517098;563195;955;
2024-05-02T17:58:41.559;537866927234916848;457032;517058;563045;868;
2024-05-02T17:58:41.577;537866927253083418;456946;517059;563120;934;
2024-05-02T17:58:41.596;537866927271249984;456862;516942;563063;877;
2024-05-02T17:58:41.614;537866927289416550;456805;516959;563037;868;
2024-05-02T17:58:41.632;537866927307583116;456729;516949;562988;892;
2024-05-02T17:58:41.650;537866927325749682;456721;516960;562944;943;
2024-05-02T17:58:41.668;537866927343916248;456732;517007;562968;912;
2024-05-02T17:58:41.686;537866927362082814;456660;516869;562862;851;
2024-05-02T17:58:41.705;537866927380249380;456643;516876;562946;936;
2024-05-02T17:58:41.723;537866927398415946;456665;516938;562966;892;
2024-05-02T17:58:41.741;537866927416582512;456620;516930;563012;854;
2024-05-02T17:58:41.759;537866927434749078;456652;517025;563075;905;
2024-05-02T17:58:41.777;537866927452915644;456619;517014;563158;898;
2024-05-02T17:58:41.795;537866927471082210;456708;517102;563244;883;
2024-05-02T17:58:41.814;537866927489248776;456759;517165;563246;866;
2024-05-02T17:58:41.832;537866927507415342;456869;517347;563359;948;
2024-05-02T17:58:41.850;537866927525581908;456840;517391;563417;880;
2024-05-02T17:58:41.868;537866927543748474;456991;517486;563593;889;
2024-05-02T17:58:41.886;537866927561915040;457012;517559;563664;917;
2024-05-02T17:58:41.904;537866927580081606;457123;517705;563775;963;
2024-05-02T17:58:41.923;537866927598248172;457164;517759;563870;912;
2024-05-02T17:58:41.941;537866927616414738;457224;517881;564045;891;
2024-05-02T17:58:41.959;537866927634581304;457280;517970;564165;939;
2024-05-02T17:58:41.977;537866927652747870;457366;518047;564291;908;
2024-05-02T17:58:41.995;537866927670914436;457440;518218;564340;927;
2024-05-02T17:58:42.013;537866927689081002;457500;518297;564476;911;
2024-05-02T17:58:42.032;537866927707247568;457637;518410;564666;901;
2024-05-02T17:58:42.050;537866927725414134;457792;518514;564760;908;
2024-05-02T17:58:42.068;537866927743580700;457865;518721;564927;932;
2024-05-02T17:58:42.086;537866927761747266;457945;518815;565055;885;
2024-05-02T17:58:42.104;537866927779913832;458006;518891;565236;904;
2024-05-02T17:58:42.122;537866927798080398;458135;519008;565386;938;
2024-05-02T17:58:42.141;537866927816246964;458236;519197;565592;915;
2024-05-02T17:58:42.159;537866927834413530;458350;519317;565688;917;
2024-05-02T17:58:42.177;537866927852580096;458507;519465;565806;891;
2024-05-02T17:58:42.195;537866927870746662;458597;519591;566074;918;
2024-05-02T17:58:42.213;537866927888913228;458657;519690;566180;972;
2024-05-02T17:58:42.231;537866927907079794;458617;519681;566329;945;
2024-05-02T17:58:42.250;537866927925246360;458494;519536;566163;916;
2024-05-02T17:58:42.268;537866927943412926;458141;519200;565879;899;
2024-05-02T17:58:42.286;537866927961579492;457792;518862;565556;922;
2024-05-02T17:58:42.304;537866927979746058;457439;518521;565247;895;
2024-05-02T17:58:42.322;537866927997912624;457114;518203;564905;946;
2024-05-02T17:58:42.340;537866928016080223;456922;517921;564667;997;
2024-05-02T17:58:42.359;537866928034247806;456651;517821;564524;945;
2024-05-02T17:58:42.377;537866928052415389;456559;517688;564367;914;
2024-05-02T17:58:42.395;537866928070582972;456426;517586;564325;956;
2024-05-02T17:58:42.413;537866928088750555;456299;517493;564195;894;
2024-05-02T17:58:42.431;537866928106918138;456118;517376;564063;963;
2024-05-02T17:58:42.449;537866928125085721;456034;517319;563988;929;
2024-05-02T17:58:42.468;537866928143253304;455955;517338;563926;947;
2024-05-02T17:58:42.486;537866928161420887;455871;517229;563803;922;
2024-05-02T17:58:42.504;537866928179588470;455713;517160;563701;944;
2024-05-02T17:58:42.522;537866928197756053;455609;517155;563730;923;
2024-05-02T17:58:42.540;537866928215923636;455535;517083;563695;949;
2024-05-02T17:58:42.558;537866928234091219;455401;516959;563560;905;
2024-05-02T17:58:42.577;537866928252258802;455215;516878;563468;898;
2024-05-02T17:58:42.595;537866928270426385;455251;516885;563444;911;
2024-05-02T17:58:42.613;537866928288593968;455033;516757;563394;914;
2024-05-02T17:58:42.631;537866928306761551;454998;516742;563338;892;
2024-05-02T17:58:42.649;537866928324929134;454962;516677;563358;927;
2024-05-02T17:58:42.667;537866928343096717;454932;516716;563273;906;
2024-05-02T17:58:42.686;537866928361264300;454899;516800;563309;922;
2024-05-02T17:58:42.704;537866928379431883;454926;516755;563264;966;
2024-05-02T17:58:42.722;537866928397599466;454846;516792;563326;915;
2024-05-02T17:58:42.740;537866928415767049;454860;516864;563372;910;
2024-05-02T17:58:42.758;537866928433934632;454948;516895;563468;1001;
2024-05-02T17:58:42.776;537866928452102215;454933;516893;563560;948;
2024-05-02T17:58:42.795;537866928470269798;454884;516977;563632;929;
2024-05-02T17:58:42.813;537866928488437381;454994;517063;563677;1003;
2024-05-02T17:58:42.831;537866928506604964;454914;517117;563682;968;
2024-05-02T17:58:42.849;537866928524772547;455084;517218;563765;962;
2024-05-02T17:58:42.867;537866928542940130;455099;517308;563867;930;
2024-05-02T17:58:42.886;537866928561107713;455120;517348;563903;946;
2024-05-02T17:58:42.904;537866928579275296;455155;517468;564042;951;
2024-05-02T17:58:42.922;537866928597442879;455169;517481;564097;914;
2024-05-02T17:58:42.940;537866928615610462;455272;517636;564242;945;
2024-05-02T17:58:42.958;537866928633778045;455272;517715;564228;910;
2024-05-02T17:58:42.976;537866928651945628;455332;517837;564393;936;
2024-05-02T17:58:42.995;537866928670113211;455393;517910;564493;940;
2024-05-02T17:58:43.013;537866928688280794;455432;517959;564524;952;
2024-05-02T17:58:43.031;537866928706448377;455473;518027;564660;1004;
2024-05-02T17:58:43.049;537866928724615960;455555;518195;564798;956;
2024-05-02T17:58:43.067;537866928742783543;455610;518319;564917;929;
