Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2024-05-03T10:10:07.699;537925213268939426;278543;302699;266543;2227;
2024-05-03T10:10:07.717;537925213287107518;278704;302843;266710;2244;
2024-05-03T10:10:07.735;537925213305275610;278838;303023;266902;2201;
2024-05-03T10:10:07.753;537925213323443702;278981;303126;266986;2163;
2024-05-03T10:10:07.771;537925213341611794;279062;303303;267065;2141;
2024-05-03T10:10:07.789;537925213359779886;279166;303382;267109;2060;
2024-05-03T10:10:07.808;537925213377947978;279259;303563;267259;2064;
2024-05-03T10:10:07.826;537925213396116070;279379;303671;267360;2010;
2024-05-03T10:10:07.844;537925213414284162;279494;303803;267449;1972;
2024-05-03T10:10:07.862;537925213432452254;279616;303968;267559;1905;
2024-05-03T10:10:07.880;537925213450620346;279798;304124;267748;1922;
2024-05-03T10:10:07.898;537925213468788438;279916;304290;267920;1846;
2024-05-03T10:10:07.917;537925213486956530;280101;304495;268041;1821;
2024-05-03T10:10:07.935;537925213505124622;280244;304665;268240;1833;
2024-05-03T10:10:07.953;537925213523292714;280375;304804;268359;1808;
2024-05-03T10:10:07.971;537925213541460806;280603;305052;268608;1806;
2024-05-03T10:10:07.989;537925213559628898;280673;305139;268751;1835;
2024-05-03T10:10:08.007;537925213577796990;280678;305098;268703;1830;
2024-05-03T10:10:08.026;537925213595965082;280606;305033;268634;1838;
2024-05-03T10:10:08.044;537925213614133174;280433;304870;268470;1879;
2024-05-03T10:10:08.062;537925213632301266;280271;304673;268248;1908;
2024-05-03T10:10:08.080;537925213650469358;280184;304507;268154;1838;
2024-05-03T10:10:08.098;537925213668637450;280026;304429;268083;1842;
2024-05-03T10:10:08.116;537925213686805542;280002;304377;267974;1856;
2024-05-03T10:10:08.135;537925213704973634;279939;304265;267943;1933;
2024-05-03T10:10:08.153;537925213723141726;279979;304301;267943;1976;
2024-05-03T10:10:08.171;537925213741309818;279899;304219;267942;1951;
2024-05-03T10:10:08.189;537925213759477910;279861;304193;267868;1945;
2024-05-03T10:10:08.207;537925213777646002;279906;304114;267928;1952;
2024-05-03T10:10:08.225;537925213795814094;279896;304094;267889;1917;
2024-05-03T10:10:08.244;537925213813982186;279870;304020;267782;1951;
2024-05-03T10:10:08.262;537925213832150278;279878;304084;267810;1911;
2024-05-03T10:10:08.280;537925213850318370;279793;304041;267821;1885;
2024-05-03T10:10:08.298;537925213868486462;279894;304060;267875;1891;
2024-05-03T10:10:08.316;537925213886654554;279866;304060;267857;1879;
2024-05-03T10:10:08.334;537925213904822646;279949;304046;267951;1836;
2024-05-03T10:10:08.353;537925213922990738;279988;304057;267995;1873;
2024-05-03T10:10:08.371;537925213941158830;279962;304098;267998;1885;
2024-05-03T10:10:08.389;537925213959326922;280052;304212;268034;1917;
2024-05-03T10:10:08.407;537925213977495014;280012;304259;268132;1913;
2024-05-03T10:10:08.425;537925213995663106;280184;304292;268210;1907;
2024-05-03T10:10:08.443;537925214013831198;280238;304336;268303;1925;
2024-05-03T10:10:08.462;537925214031999290;280330;304449;268379;1970;
2024-05-03T10:10:08.480;537925214050167382;280417;304576;268478;1897;
2024-05-03T10:10:08.498;537925214068335474;280567;304675;268531;1902;
2024-05-03T10:10:08.516;537925214086503566;280673;304857;268670;1893;
2024-05-03T10:10:08.534;537925214104671658;280749;304921;268765;1914;
2024-05-03T10:10:08.552;537925214122839750;280886;305023;268864;1861;
2024-05-03T10:10:08.571;537925214141007842;280999;305175;268979;1823;
2024-05-03T10:10:08.589;537925214159175934;281158;305358;269213;1856;
2024-05-03T10:10:08.607;537925214177344026;281319;305498;269308;1855;
2024-05-03T10:10:08.625;537925214195512118;281403;305612;269365;1878;
2024-05-03T10:10:08.643;537925214213680210;281522;305740;269515;1871;
2024-05-03T10:10:08.661;537925214231848302;281685;305836;269631;1854;
2024-05-03T10:10:08.680;537925214250016394;281797;306026;269827;1850;
2024-05-03T10:10:08.698;537925214268184486;281917;306131;269911;1817;
2024-05-03T10:10:08.716;537925214286352578;282100;306336;270114;1850;
2024-05-03T10:10:08.734;537925214304520670;282242;306482;270277;1830;
2024-05-03T10:10:08.752;537925214322688762;282368;306594;270374;1847;
2024-05-03T10:10:08.770;537925214340856854;282531;306864;270564;1873;
2024-05-03T10:10:08.789;537925214359024946;282623;307013;270696;1819;
2024-05-03T10:10:08.807;537925214377193038;282795;307217;270862;1808;
2024-05-03T10:10:08.825;537925214395361130;282964;307368;271045;1867;
2024-05-03T10:10:08.843;537925214413529222;283153;307510;271225;1844;
2024-05-03T10:10:08.861;537925214431697314;283345;307705;271356;1845;
2024-05-03T10:10:08.879;537925214449865406;283521;307846;271473;1834;
2024-05-03T10:10:08.898;537925214468033498;283601;307910;271517;1882;
2024-05-03T10:10:08.916;537925214486201590;283447;307811;271431;1878;
2024-05-03T10:10:08.934;537925214504369682;283350;307702;271303;1832;
2024-05-03T10:10:08.952;537925214522537774;283171;307537;271167;1808;
2024-05-03T10:10:08.970;537925214540705866;283081;307434;271054;1870;
2024-05-03T10:10:08.988;537925214558873958;282968;307285;270940;1845;
2024-05-03T10:10:09.007;537925214577042050;282924;307142;270867;1888;
2024-05-03T10:10:09.025;537925214595210142;282891;307071;270830;1809;
2024-05-03T10:10:09.043;537925214613378234;282815;307035;270838;1842;
2024-05-03T10:10:09.061;537925214631546326;282851;307095;270937;1911;
2024-05-03T10:10:09.079;537925214649714418;282796;307075;270916;1869;
