Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2024-05-21T21:00:59.421;539519476464168800;452123;523799;373533;-1285;
2024-05-21T21:00:59.439;539519476482323086;451683;523394;373166;-1280;
2024-05-21T21:00:59.457;539519476500477372;451411;523003;373000;-1278;
2024-05-21T21:00:59.475;539519476518631658;451434;523011;373050;-1258;
2024-05-21T21:00:59.493;539519476536785944;451597;523156;373095;-1279;
2024-05-21T21:00:59.511;539519476554940230;451951;523518;373363;-1306;
2024-05-21T21:00:59.529;539519476573094516;452345;523990;373719;-1288;
2024-05-21T21:00:59.548;539519476591248802;452876;524539;374142;-1269;
2024-05-21T21:00:59.566;539519476609403088;453367;525034;374459;-1253;
2024-05-21T21:00:59.584;539519476627557374;453850;525543;374805;-1297;
2024-05-21T21:00:59.602;539519476645711660;454221;525906;375145;-1294;
2024-05-21T21:00:59.620;539519476663865946;454584;526299;375385;-1265;
2024-05-21T21:00:59.638;539519476682020232;454939;526568;375611;-1324;
2024-05-21T21:00:59.657;539519476700174518;455173;526864;375806;-1273;
2024-05-21T21:00:59.675;539519476718328804;455271;526978;375946;-1289;
2024-05-21T21:00:59.693;539519476736483090;455444;527132;376063;-1280;
2024-05-21T21:00:59.711;539519476754637376;455553;527168;376129;-1269;
2024-05-21T21:00:59.729;539519476772791662;455525;527180;376136;-1294;
2024-05-21T21:00:59.747;539519476790945948;455541;527183;376139;-1259;
2024-05-21T21:00:59.765;539519476809100234;455575;527216;376191;-1258;
2024-05-21T21:00:59.784;539519476827254520;455654;527252;376182;-1240;
2024-05-21T21:00:59.802;539519476845408806;455752;527299;376270;-1266;
2024-05-21T21:00:59.820;539519476863563092;455780;527436;376351;-1311;
2024-05-21T21:00:59.838;539519476881717378;455958;527517;376475;-1257;
2024-05-21T21:00:59.856;539519476899871664;456161;527695;376617;-1280;
2024-05-21T21:00:59.874;539519476918025950;456265;527928;376734;-1297;
2024-05-21T21:00:59.893;539519476936180236;456426;528204;376851;-1299;
2024-05-21T21:00:59.911;539519476954334522;456621;528349;376969;-1308;
2024-05-21T21:00:59.929;539519476972488808;456538;528175;376799;-1273;
2024-05-21T21:00:59.947;539519476990643094;455991;527581;376398;-1288;
2024-05-21T21:00:59.965;539519477008797380;455236;526714;375825;-1296;
2024-05-21T21:00:59.983;539519477026951666;454190;525642;375021;-1297;
2024-05-21T21:01:00.001;539519477045105952;453195;524549;374237;-1317;
2024-05-21T21:01:00.020;539519477063260238;452301;523599;373557;-1331;
2024-05-21T21:01:00.038;539519477081414524;451637;522882;373072;-1335;
2024-05-21T21:01:00.056;539519477099568820;451258;522500;372705;-1286;
2024-05-21T21:01:00.074;539519477117723106;451000;522188;372597;-1314;
2024-05-21T21:01:00.092;539519477135877392;451087;522235;372710;-1249;
2024-05-21T21:01:00.110;539519477154031678;451244;522527;372873;-1261;
2024-05-21T21:01:00.129;539519477172185964;451612;522866;373110;-1292;
2024-05-21T21:01:00.147;539519477190340250;452182;523316;373427;-1292;
2024-05-21T21:01:00.165;539519477208494536;452688;523852;373806;-1334;
2024-05-21T21:01:00.183;539519477226648822;453266;524489;374270;-1306;
2024-05-21T21:01:00.201;539519477244803108;453830;525053;374654;-1283;
2024-05-21T21:01:00.219;539519477262957394;454263;525493;374975;-1300;
2024-05-21T21:01:00.237;539519477281111680;454607;525952;375228;-1356;
2024-05-21T21:01:00.256;539519477299265966;454961;526254;375511;-1280;
2024-05-21T21:01:00.274;539519477317420252;455261;526597;375780;-1259;
2024-05-21T21:01:00.292;539519477335574538;455459;526788;375929;-1261;
2024-05-21T21:01:00.310;539519477353728824;455629;526918;376007;-1259;
2024-05-21T21:01:00.328;539519477371883110;455741;527038;376159;-1241;
2024-05-21T21:01:00.346;539519477390037396;455914;527123;376129;-1252;
2024-05-21T21:01:00.365;539519477408191682;455919;527188;376267;-1293;
2024-05-21T21:01:00.383;539519477426345968;456021;527313;376314;-1275;
2024-05-21T21:01:00.401;539519477444500254;456105;527371;376320;-1276;
2024-05-21T21:01:00.419;539519477462654540;456234;527436;376390;-1297;
2024-05-21T21:01:00.437;539519477480808826;456277;527668;376615;-1275;
2024-05-21T21:01:00.455;539519477498963112;456414;527763;376659;-1311;
2024-05-21T21:01:00.473;539519477517117398;456635;527881;376830;-1248;
2024-05-21T21:01:00.492;539519477535271684;456842;528097;376945;-1287;
2024-05-21T21:01:00.510;539519477553425970;456992;528336;377078;-1255;
2024-05-21T21:01:00.528;539519477571580256;456912;528216;376972;-1278;
2024-05-21T21:01:00.546;539519477589734542;456453;527775;376624;-1250;
2024-05-21T21:01:00.564;539519477607888828;455816;527017;375979;-1334;
2024-05-21T21:01:00.582;539519477626043114;454874;526014;375325;-1301;
2024-05-21T21:01:00.601;539519477644197400;453838;524922;374556;-1310;
2024-05-21T21:01:00.619;539519477662351686;452913;523878;373861;-1256;
2024-05-21T21:01:00.637;539519477680505972;452154;523097;373293;-1293;
2024-05-21T21:01:00.655;539519477698660258;451682;522600;372936;-1302;
2024-05-21T21:01:00.673;539519477716814544;451408;522285;372652;-1299;
2024-05-21T21:01:00.691;539519477734972756;451297;522171;372610;-1286;
2024-05-21T21:01:00.709;539519477753130966;451463;522270;372723;-1329;
2024-05-21T21:01:00.728;539519477771289176;451717;522614;372918;-1320;
2024-05-21T21:01:00.746;539519477789447386;452125;523003;373263;-1310;
2024-05-21T21:01:00.764;539519477807605596;452619;523513;373575;-1270;
2024-05-21T21:01:00.782;539519477825763806;452983;523884;373914;-1284;
2024-05-21T21:01:00.800;539519477843922016;453395;524226;374176;-1301;
2024-05-21T21:01:00.818;539519477862080226;453791;524655;374475;-1309;
2024-05-21T21:01:00.837;539519477880238436;454045;524948;374646;-1333;
2024-05-21T21:01:00.855;539519477898396646;454286;525187;374833;-1316;
2024-05-21T21:01:00.873;539519477916554856;454477;525402;374971;-1267;
2024-05-21T21:01:00.891;539519477934713066;454673;525544;375062;-1318;
2024-05-21T21:01:00.909;539519477952871276;454764;525600;375194;-1283;
2024-05-21T21:01:00.927;539519477971029486;454806;525684;375170;-1289;
2024-05-21T21:01:00.946;539519477989187696;454955;525823;375272;-1278;
2024-05-21T21:01:00.964;539519478007345906;455042;525944;375308;-1261;
2024-05-21T21:01:00.982;539519478025504116;454988;525960;375346;-1295;
2024-05-21T21:01:01.000;539519478043662326;455052;526006;375377;-1269;
2024-05-21T21:01:01.018;539519478061820536;455125;526054;375402;-1306;
2024-05-21T21:01:01.036;539519478079978746;455256;526255;375494;-1286;
2024-05-21T21:01:01.054;539519478098136956;455372;526345;375626;-1292;
2024-05-21T21:01:01.073;539519478116295166;455561;526566;375776;-1268;
2024-05-21T21:01:01.091;539519478134453376;455657;526646;375812;-1291;
2024-05-21T21:01:01.109;539519478152611586;455538;526449;375668;-1285;
2024-05-21T21:01:01.127;539519478170769796;455002;525906;375258;-1336;
2024-05-21T21:01:01.145;539519478188928006;454287;525128;374631;-1320;
2024-05-21T21:01:01.163;539519478207086216;453333;524163;373947;-1311;
2024-05-21T21:01:01.182;539519478225244426;452441;523192;373194;-1330;
2024-05-21T21:01:01.200;539519478243402636;451557;522361;372612;-1337;
2024-05-21T21:01:01.218;539519478261560846;451008;521710;372184;-1348;
2024-05-21T21:01:01.236;539519478279719056;450626;521348;371836;-1312;
2024-05-21T21:01:01.254;539519478297877266;450491;521160;371732;-1369;
2024-05-21T21:01:01.272;539519478316035476;450532;521270;371765;-1358;
2024-05-21T21:01:01.291;539519478334193686;450814;521501;371979;-1342;
2024-05-21T21:01:01.309;539519478352351896;451186;521828;372240;-1362;
2024-05-21T21:01:01.327;539519478370510106;451621;522317;372568;-1338;
2024-05-21T21:01:01.345;539519478388668316;452175;522891;372926;-1280;
2024-05-21T21:01:01.363;539519478406826526;452621;523294;373303;-1341;
2024-05-21T21:01:01.381;539519478424984945;452998;523773;373594;-1288;
2024-05-21T21:01:01.399;539519478443143361;453311;524036;373786;-1353;
2024-05-21T21:01:01.418;539519478461301777;453539;524306;373965;-1370;
2024-05-21T21:01:01.436;539519478479460193;453805;524454;374116;-1319;
2024-05-21T21:01:01.454;539519478497618609;453894;524667;374228;-1304;
2024-05-21T21:01:01.472;539519478515777025;453897;524713;374298;-1290;
2024-05-21T21:01:01.490;539519478533935441;453899;524681;374262;-1302;
2024-05-21T21:01:01.508;539519478552093857;454005;524752;374266;-1292;
2024-05-21T21:01:01.527;539519478570252273;453987;524760;374267;-1268;
2024-05-21T21:01:01.545;539519478588410689;454024;524735;374285;-1301;
2024-05-21T21:01:01.563;539519478606569105;454135;524763;374380;-1293;
2024-05-21T21:01:01.581;539519478624727521;454222;524806;374430;-1263;
2024-05-21T21:01:01.599;539519478642885937;454248;524804;374448;-1263;
2024-05-21T21:01:01.617;539519478661044353;454239;524922;374504;-1337;
