Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2024-05-17T13:12:38.581;539145772021024770;434042;446485;494219;173328;
2024-05-17T13:12:38.599;539145772039186540;433909;446306;494020;173290;
2024-05-17T13:12:38.617;539145772057348310;433700;446141;493831;173271;
2024-05-17T13:12:38.635;539145772075510080;433409;445911;493478;173260;
2024-05-17T13:12:38.653;539145772093671850;433099;445584;493200;173298;
2024-05-17T13:12:38.671;539145772111833620;432741;445240;492772;173326;
2024-05-17T13:12:38.689;539145772129995390;432438;444863;492413;173272;
2024-05-17T13:12:38.708;539145772148157160;432084;444583;492079;173286;
2024-05-17T13:12:38.726;539145772166318930;431862;444370;491827;173230;
2024-05-17T13:12:38.744;539145772184480700;431679;444217;491638;173276;
2024-05-17T13:12:38.762;539145772202642470;431568;444086;491503;173237;
2024-05-17T13:12:38.780;539145772220804240;431519;444027;491437;173317;
2024-05-17T13:12:38.798;539145772238966010;431574;444062;491469;173293;
2024-05-17T13:12:38.817;539145772257127780;431580;444139;491486;173245;
2024-05-17T13:12:38.835;539145772275289550;431626;444132;491530;173245;
2024-05-17T13:12:38.853;539145772293451320;431655;444206;491599;173248;
2024-05-17T13:12:38.871;539145772311613090;431768;444198;491560;173270;
2024-05-17T13:12:38.889;539145772329774860;431810;444285;491636;173296;
2024-05-17T13:12:38.907;539145772347936630;431858;444298;491692;173305;
2024-05-17T13:12:38.926;539145772366098400;431780;444212;491629;173246;
2024-05-17T13:12:38.944;539145772384260170;431842;444288;491673;173298;
2024-05-17T13:12:38.962;539145772402421940;431861;444286;491686;173300;
2024-05-17T13:12:38.980;539145772420583710;431834;444356;491716;173264;
2024-05-17T13:12:38.998;539145772438745480;431938;444402;491818;173303;
2024-05-17T13:12:39.016;539145772456907250;431973;444444;491855;173292;
2024-05-17T13:12:39.035;539145772475069020;432080;444567;491989;173295;
2024-05-17T13:12:39.053;539145772493230790;432139;444628;492053;173308;
2024-05-17T13:12:39.071;539145772511392560;432290;444722;492256;173244;
2024-05-17T13:12:39.089;539145772529554330;432295;444773;492271;173226;
2024-05-17T13:12:39.107;539145772547716100;432223;444705;492198;173254;
2024-05-17T13:12:39.125;539145772565877870;432091;444547;492022;173283;
2024-05-17T13:12:39.144;539145772584039640;431878;444418;491743;173250;
2024-05-17T13:12:39.162;539145772602201410;431584;444212;491497;173256;
2024-05-17T13:12:39.180;539145772620363180;431336;444017;491220;173231;
2024-05-17T13:12:39.198;539145772638524950;431104;443792;491007;173230;
2024-05-17T13:12:39.216;539145772656686720;430923;443614;490813;173283;
2024-05-17T13:12:39.234;539145772674848490;430856;443549;490776;173255;
2024-05-17T13:12:39.252;539145772693010260;430787;443508;490643;173273;
2024-05-17T13:12:39.271;539145772711172030;430749;443493;490660;173261;
2024-05-17T13:12:39.289;539145772729333800;430843;443577;490775;173290;
2024-05-17T13:12:39.307;539145772747495570;430925;443617;490841;173342;
2024-05-17T13:12:39.325;539145772765657340;430981;443720;490901;173255;
2024-05-17T13:12:39.343;539145772783819130;431079;443808;490959;173284;
2024-05-17T13:12:39.361;539145772801980900;431201;443832;491010;173311;
2024-05-17T13:12:39.380;539145772820142670;431277;443928;491087;173272;
2024-05-17T13:12:39.398;539145772838304440;431314;444015;491209;173297;
2024-05-17T13:12:39.416;539145772856466210;431377;444082;491369;173282;
2024-05-17T13:12:39.434;539145772874627980;431473;444159;491434;173255;
2024-05-17T13:12:39.452;539145772892789750;431588;444262;491480;173236;
2024-05-17T13:12:39.470;539145772910951520;431636;444333;491541;173237;
2024-05-17T13:12:39.489;539145772929113290;431695;444406;491604;173235;
2024-05-17T13:12:39.507;539145772947275060;431837;444510;491709;173269;
2024-05-17T13:12:39.525;539145772965436830;431929;444611;491874;173228;
2024-05-17T13:12:39.543;539145772983598600;432018;444704;492001;173263;
2024-05-17T13:12:39.561;539145773001760370;432129;444809;492144;173267;
2024-05-17T13:12:39.579;539145773019922140;432264;444956;492240;173269;
2024-05-17T13:12:39.598;539145773038083910;432356;445110;492395;173230;
2024-05-17T13:12:39.616;539145773056245680;432366;445174;492413;173247;
2024-05-17T13:12:39.634;539145773074407450;432388;445132;492353;173270;
2024-05-17T13:12:39.652;539145773092569220;432289;445062;492288;173289;
2024-05-17T13:12:39.670;539145773110730990;432142;444963;492111;173313;
2024-05-17T13:12:39.688;539145773128892760;432010;444865;492009;173282;
2024-05-17T13:12:39.707;539145773147054530;431817;444720;491839;173191;
