Phone timestamp;HR [bpm];HRV [ms];
2024-05-22T19:48:08.448;89
2024-05-22T19:48:09.441;90
2024-05-22T19:48:10.429;92
2024-05-22T19:48:11.467;95
2024-05-22T19:48:12.458;96;7,7
2024-05-22T19:48:13.434;96;8,6
2024-05-22T19:48:14.479;95;7,6
2024-05-22T19:48:15.463;95;7,1
2024-05-22T19:48:16.447;95;6,5
2024-05-22T19:48:17.458;95;6,2
2024-05-22T19:48:18.439;94;6,6
2024-05-22T19:48:19.446;93;7,4
2024-05-22T19:48:20.467;91;7,5
2024-05-22T19:48:21.446;91;7,3
2024-05-22T19:48:22.437;90;7,0
2024-05-22T19:48:23.472;93;11,6
2024-05-22T19:48:24.459;97;14,9
2024-05-22T19:48:25.446;99;14,6
2024-05-22T19:48:26.458;101;14,2
2024-05-22T19:48:27.446;100;14,2
2024-05-22T19:48:28.451;98;16,0
2024-05-22T19:48:29.469;96;16,2
2024-05-22T19:48:30.445;94;15,9
2024-05-22T19:48:31.432;94;15,9
2024-05-22T19:48:32.468;94;16,0
2024-05-22T19:48:33.446;94;16,2
2024-05-22T19:48:34.449;95;16,2
2024-05-22T19:48:35.449;95;16,2
2024-05-22T19:48:36.444;95;16,4
2024-05-22T19:48:37.450;94;17,0
2024-05-22T19:48:38.455;92;16,8
2024-05-22T19:48:39.458;91;16,9
2024-05-22T19:48:40.437;89;17,0
2024-05-22T19:48:41.457;89;17,0
2024-05-22T19:48:42.440;89;15,3
2024-05-22T19:48:43.449;90;12,5
2024-05-22T19:48:44.468;90;12,8
2024-05-22T19:48:45.445;91;12,8
2024-05-22T19:48:46.436;91;12,3
2024-05-22T19:48:47.503;91;9,9
2024-05-22T19:48:48.459;91;9,6
2024-05-22T19:48:49.437;91;9,7
2024-05-22T19:48:50.453;91;9,7
2024-05-22T19:48:51.459;93;10,1
2024-05-22T19:48:52.447;93;10,1
2024-05-22T19:48:53.471;94;10,2
2024-05-22T19:48:54.450;93;10,2
2024-05-22T19:48:55.431;93;9,9
2024-05-22T19:48:56.467;94;9,1
2024-05-22T19:48:57.459;95;8,8
2024-05-22T19:48:58.437;96;8,7
2024-05-22T19:48:59.453;97;8,7
2024-05-22T19:49:00.464;97;8,2
2024-05-22T19:49:01.447;96;9,7
2024-05-22T19:49:02.469;92;15,3
2024-05-22T19:49:03.439;90;15,1
2024-05-22T19:49:04.431;89;15,6
2024-05-22T19:49:05.468;89;16,1
2024-05-22T19:49:06.451;90;16,4
2024-05-22T19:49:07.432;92;17,6
2024-05-22T19:49:08.462;97;18,8
2024-05-22T19:49:09.459;99;18,5
2024-05-22T19:49:10.437;100;18,3
2024-05-22T19:49:11.456;100;18,7
2024-05-22T19:49:12.443;89;31,2
2024-05-22T19:49:13.429;87;31,2
2024-05-22T19:49:14.461;85;31,2
2024-05-22T19:49:15.458;84;31,1
2024-05-22T19:49:16.439;84;31,7
2024-05-22T19:49:17.457;84;31,8
2024-05-22T19:49:18.501;85;31,9
2024-05-22T19:49:19.447;86;32,0
2024-05-22T19:49:20.482;88;31,7
2024-05-22T19:49:21.447;88;30,5
2024-05-22T19:49:22.430;89;29,6
2024-05-22T19:49:23.457;89;29,6
2024-05-22T19:49:24.460;89;29,1
2024-05-22T19:49:25.448;89;29,0
2024-05-22T19:49:26.459;89;28,7
2024-05-22T19:49:27.445;89;28,0
2024-05-22T19:49:28.448;88;27,7
2024-05-22T19:49:29.470;88;27,2
2024-05-22T19:49:30.447;88;27,3
2024-05-22T19:49:31.435;88;22,9
2024-05-22T19:49:32.468;88;10,0
2024-05-22T19:49:33.460;88;10,1
2024-05-22T19:49:34.440;88;10,1
