Phone timestamp;HR [bpm];HRV [ms];
2024-05-20T22:27:12.547;158
2024-05-20T22:27:13.539;157;0,5
2024-05-20T22:27:14.560;155;2,1
2024-05-20T22:27:15.568;153;1,9
2024-05-20T22:27:16.553;152;1,9
2024-05-20T22:27:17.569;151;1,8
2024-05-20T22:27:18.553;150;1,7
2024-05-20T22:27:19.551;149;1,7
2024-05-20T22:27:20.577;149;1,7
2024-05-20T22:27:21.567;149;1,7
2024-05-20T22:27:22.547;148;1,8
2024-05-20T22:27:23.560;147;1,8
2024-05-20T22:27:24.555;146;1,8
2024-05-20T22:27:25.556;146;1,8
2024-05-20T22:27:26.579;146;1,5
2024-05-20T22:27:27.556;146;1,6
2024-05-20T22:27:28.548;144;2,0
2024-05-20T22:27:29.577;143;2,1
2024-05-20T22:27:30.568;139;2,6
2024-05-20T22:27:31.545;138;2,5
2024-05-20T22:27:32.596;136;2,8
2024-05-20T22:27:33.598;134;2,9
2024-05-20T22:27:34.558;133;2,9
2024-05-20T22:27:35.568;131;2,9
2024-05-20T22:27:36.549;130;2,9
2024-05-20T22:27:37.536;130;2,9
2024-05-20T22:27:38.573;128;3,8
2024-05-20T22:27:39.585;127;3,8
2024-05-20T22:27:40.537;125;3,9
2024-05-20T22:27:41.563;123;5,9
2024-05-20T22:27:42.570;119;6,0
2024-05-20T22:27:43.543;117;6,0
2024-05-20T22:27:44.576;117;6,1
2024-05-20T22:27:45.555;117;6,1
2024-05-20T22:27:46.537;117;6,1
2024-05-20T22:27:47.564;118;6,0
2024-05-20T22:27:48.567;118;6,0
2024-05-20T22:27:49.554;118;6,4
2024-05-20T22:27:50.565;117;6,3
2024-05-20T22:27:51.555;116;6,3
2024-05-20T22:27:52.542;118;7,2
2024-05-20T22:27:53.575;120;7,4
2024-05-20T22:27:54.556;121;7,5
2024-05-20T22:27:55.537;121;7,5
2024-05-20T22:27:56.566;121;5,8
2024-05-20T22:27:57.570;120;6,0
2024-05-20T22:27:58.538;120;6,0
2024-05-20T22:27:59.565;120;5,6
2024-05-20T22:28:00.547;118;5,9
2024-05-20T22:28:01.558;118;5,9
2024-05-20T22:28:02.580;116;5,9
2024-05-20T22:28:03.557;115;5,9
2024-05-20T22:28:04.538;116;5,5
2024-05-20T22:28:05.607;116;5,5
2024-05-20T22:28:06.597;117;5,6
2024-05-20T22:28:07.546;118;4,6
2024-05-20T22:28:08.569;117;4,1
2024-05-20T22:28:09.547;116;4,1
2024-05-20T22:28:10.558;115;4,0
2024-05-20T22:28:11.570;113;4,6
2024-05-20T22:28:12.567;112;4,7
2024-05-20T22:28:13.541;112;4,9
2024-05-20T22:28:14.578;113;5,4
2024-05-20T22:28:15.556;115;6,4
2024-05-20T22:28:16.545;118;6,4
2024-05-20T22:28:17.564;119;6,4
2024-05-20T22:28:18.547;120;6,4
2024-05-20T22:28:19.547;118;7,1
2024-05-20T22:28:20.579;116;8,0
2024-05-20T22:28:21.547;113;8,3
2024-05-20T22:28:22.546;112;8,7
2024-05-20T22:28:23.559;112;8,6
2024-05-20T22:28:24.567;113;8,5
2024-05-20T22:28:25.540;114;8,5
2024-05-20T22:28:26.560;114;8,2
2024-05-20T22:28:27.545;114;8,1
2024-05-20T22:28:28.557;114;8,2
2024-05-20T22:28:29.562;113;7,7
2024-05-20T22:28:30.568;111;8,5
2024-05-20T22:28:31.542;110;7,5
2024-05-20T22:28:32.557;108;7,5
2024-05-20T22:28:33.584;107;7,5
2024-05-20T22:28:34.560;107;7,4
2024-05-20T22:28:35.567;107;6,5
2024-05-20T22:28:36.558;108;6,5
2024-05-20T22:28:37.558;109;6,5
2024-05-20T22:28:38.609;109;5,8
2024-05-20T22:28:39.596;109;5,8
2024-05-20T22:28:40.546;109;5,8
2024-05-20T22:28:41.557;106;6,3
2024-05-20T22:28:42.567;105;6,9
2024-05-20T22:28:43.557;104;7,1
2024-05-20T22:28:44.566;104;7,1
2024-05-20T22:28:45.546;104;7,8
2024-05-20T22:28:46.561;103;8,2
2024-05-20T22:28:47.576;103;7,9
2024-05-20T22:28:48.568;104;8,0
2024-05-20T22:28:49.539;103;8,2
2024-05-20T22:28:50.560;104;8,1
2024-05-20T22:28:51.564;103;8,1
