Phone timestamp;HR [bpm];HRV [ms];
2024-05-21T20:58:56.553;113
2024-05-21T20:58:57.549;113
2024-05-21T20:58:58.537;113
2024-05-21T20:58:59.550;112;5,7
2024-05-21T20:59:00.548;111;4,8
2024-05-21T20:59:01.542;111;5,0
2024-05-21T20:59:02.556;111;4,7
2024-05-21T20:59:03.547;113;6,2
2024-05-21T20:59:04.544;114;5,8
2024-05-21T20:59:05.601;115;5,5
2024-05-21T20:59:06.547;116;5,6
2024-05-21T20:59:07.540;116;5,7
2024-05-21T20:59:08.552;115;6,0
2024-05-21T20:59:09.546;114;6,2
2024-05-21T20:59:10.540;111;5,9
2024-05-21T20:59:11.551;110;6,5
2024-05-21T20:59:12.551;109;6,1
2024-05-21T20:59:13.543;108;6,1
2024-05-21T20:59:14.571;107;6,5
2024-05-21T20:59:15.542;106;6,3
2024-05-21T20:59:16.540;105;6,3
2024-05-21T20:59:17.559;105;6,3
2024-05-21T20:59:18.553;105;6,3
2024-05-21T20:59:19.543;106;5,7
2024-05-21T20:59:20.567;107;6,0
2024-05-21T20:59:21.546;107;6,0
2024-05-21T20:59:22.534;108;5,8
2024-05-21T20:59:23.558;107;5,9
2024-05-21T20:59:24.548;106;5,5
2024-05-21T20:59:25.540;106;5,4
2024-05-21T20:59:26.561;105;5,2
2024-05-21T20:59:27.548;106;4,6
2024-05-21T20:59:28.540;106;4,7
2024-05-21T20:59:29.573;107;4,7
2024-05-21T20:59:30.549;107;4,1
2024-05-21T20:59:31.532;107;4,2
2024-05-21T20:59:32.560;107;4,3
2024-05-21T20:59:33.549;106;4,1
2024-05-21T20:59:34.535;106;4,0
2024-05-21T20:59:35.560;106;3,9
2024-05-21T20:59:36.544;106;3,8
2024-05-21T20:59:37.542;106;3,3
2024-05-21T20:59:38.600;106;3,5
2024-05-21T20:59:39.591;106;3,5
2024-05-21T20:59:40.539;106;2,9
2024-05-21T20:59:41.572;105;3,7
2024-05-21T20:59:42.542;105;4,5
2024-05-21T20:59:43.536;103;4,2
2024-05-21T20:59:44.582;102;4,1
2024-05-21T20:59:45.545;102;4,2
2024-05-21T20:59:46.543;102;4,2
2024-05-21T20:59:47.556;104;5,1
2024-05-21T20:59:48.550;104;5,1
2024-05-21T20:59:49.538;105;5,0
2024-05-21T20:59:50.560;106;5,0
2024-05-21T20:59:51.547;108;5,9
2024-05-21T20:59:52.543;109;5,9
2024-05-21T20:59:53.561;108;6,8
2024-05-21T20:59:54.552;107;6,9
2024-05-21T20:59:55.537;106;7,0
2024-05-21T20:59:56.560;104;7,2
2024-05-21T20:59:57.549;104;7,2
2024-05-21T20:59:58.544;102;6,8
2024-05-21T20:59:59.560;102;6,3
2024-05-21T21:00:00.543;102;6,3
2024-05-21T21:00:01.540;101;6,3
2024-05-21T21:00:02.555;100;6,5
2024-05-21T21:00:03.546;100;6,5
2024-05-21T21:00:04.543;98;6,2
2024-05-21T21:00:05.580;98;6,2
2024-05-21T21:00:06.550;97;6,4
2024-05-21T21:00:07.537;97;6,4
2024-05-21T21:00:08.559;97;5,6
2024-05-21T21:00:09.550;97;5,7
2024-05-21T21:00:10.544;96;6,9
2024-05-21T21:00:11.590;96;6,3
2024-05-21T21:00:12.581;95;7,2
2024-05-21T21:00:13.542;96;7,2
2024-05-21T21:00:14.582;96;7,3
2024-05-21T21:00:15.549;95;7,2
2024-05-21T21:00:16.532;95;9,5
2024-05-21T21:00:17.560;94;9,5
2024-05-21T21:00:18.550;92;9,5
2024-05-21T21:00:19.542;92;9,6
2024-05-21T21:00:20.553;92;9,4
2024-05-21T21:00:21.550;92;9,6
2024-05-21T21:00:22.542;93;9,6
2024-05-21T21:00:23.575;93;9,9
2024-05-21T21:00:24.541;93;9,9
2024-05-21T21:00:25.540;94;9,8
2024-05-21T21:00:26.555;95;9,8
