Phone timestamp;HR [bpm];HRV [ms];
2024-05-26T22:30:12.721;87
2024-05-26T22:30:13.707;85
2024-05-26T22:30:14.748;85
2024-05-26T22:30:15.728;85;9,8
2024-05-26T22:30:16.717;86;12,5
2024-05-26T22:30:17.737;87;11,7
2024-05-26T22:30:18.743;89;11,8
2024-05-26T22:30:19.729;92;13,8
2024-05-26T22:30:20.748;94;13,2
2024-05-26T22:30:21.759;94;13,2
2024-05-26T22:30:22.742;94;14,3
2024-05-26T22:30:23.748;94;13,6
2024-05-26T22:30:24.743;93;13,6
2024-05-26T22:30:25.712;92;12,9
2024-05-26T22:30:26.732;92;12,6
2024-05-26T22:30:27.729;92;12,3
2024-05-26T22:30:28.731;91;12,5
2024-05-26T22:30:29.735;90;12,3
2024-05-26T22:30:30.730;89;12,0
2024-05-26T22:30:31.716;88;11,8
2024-05-26T22:30:32.768;87;11,7
2024-05-26T22:30:33.722;87;11,5
2024-05-26T22:30:34.728;86;11,3
2024-05-26T22:30:35.736;85;13,5
2024-05-26T22:30:36.730;84;13,0
2024-05-26T22:30:37.731;83;13,0
2024-05-26T22:30:38.751;82;12,9
2024-05-26T22:30:39.728;81;12,2
2024-05-26T22:30:40.712;81;11,7
2024-05-26T22:30:41.748;81;11,7
2024-05-26T22:30:42.742;81;11,7
2024-05-26T22:30:43.730;81;10,1
2024-05-26T22:30:44.739;81;11,5
2024-05-26T22:30:45.721;80;11,7
2024-05-26T22:30:46.734;79;11,5
2024-05-26T22:30:47.749;79;11,5
2024-05-26T22:30:48.738;79;11,5
2024-05-26T22:30:49.717;79;12,5
2024-05-26T22:30:50.750;79;11,9
2024-05-26T22:30:51.740;81;14,6
2024-05-26T22:30:52.716;82;14,6
2024-05-26T22:30:53.737;82;14,6
2024-05-26T22:30:54.750;82;16,2
2024-05-26T22:30:55.761;82;16,8
2024-05-26T22:30:56.750;81;17,0
2024-05-26T22:30:57.739;80;15,1
2024-05-26T22:30:58.718;80;14,9
2024-05-26T22:30:59.729;80;14,9
2024-05-26T22:31:00.736;80;15,9
2024-05-26T22:31:01.712;80;15,8
2024-05-26T22:31:02.739;81;16,2
2024-05-26T22:31:03.719;81;16,2
2024-05-26T22:31:04.730;82;16,2
2024-05-26T22:31:05.736;82;15,3
2024-05-26T22:31:06.726;83;15,2
2024-05-26T22:31:07.719;83;15,2
2024-05-26T22:31:08.733;83;15,2
2024-05-26T22:31:09.724;83;15,4
2024-05-26T22:31:10.729;82;14,9
2024-05-26T22:31:11.734;83;14,5
2024-05-26T22:31:12.724;82;11,8
2024-05-26T22:31:13.713;82;12,0
2024-05-26T22:31:14.738;82;12,8
2024-05-26T22:31:15.740;83;10,8
2024-05-26T22:31:16.719;84;9,9
2024-05-26T22:31:17.729;85;10,0
2024-05-26T22:31:18.729;85;10,0
2024-05-26T22:31:19.730;85;10,4
2024-05-26T22:31:20.740;86;10,3
2024-05-26T22:31:21.758;85;9,5
2024-05-26T22:31:22.717;85;10,0
2024-05-26T22:31:23.753;84;9,5
2024-05-26T22:31:24.729;83;9,5
2024-05-26T22:31:25.717;83;9,5
2024-05-26T22:31:26.733;83;9,4
2024-05-26T22:31:27.770;83;9,6
2024-05-26T22:31:28.761;83;9,6
2024-05-26T22:31:29.750;83;9,5
2024-05-26T22:31:30.721;83;9,3
2024-05-26T22:31:31.729;82;9,3
2024-05-26T22:31:32.750;82;9,3
2024-05-26T22:31:33.722;83;9,2
2024-05-26T22:31:34.720;82;8,8
2024-05-26T22:31:35.733;82;7,6
2024-05-26T22:31:36.729;82;8,0
2024-05-26T22:31:37.733;82;8,1
2024-05-26T22:31:38.751;82;7,7
2024-05-26T22:31:39.729;81;7,8
2024-05-26T22:31:40.720;81;7,6
2024-05-26T22:31:41.750;81;7,8
2024-05-26T22:31:42.719;81;7,8
2024-05-26T22:31:43.720;80;6,9
2024-05-26T22:31:44.738;80;6,6
2024-05-26T22:31:45.731;79;6,1
2024-05-26T22:31:46.730;79;6,3
2024-05-26T22:31:47.753;79;7,8
2024-05-26T22:31:48.723;80;7,7
2024-05-26T22:31:49.710;80;7,5
2024-05-26T22:31:50.754;80;8,0
2024-05-26T22:31:51.741;80;7,9
2024-05-26T22:31:52.717;80;8,1
2024-05-26T22:31:53.742;79;8,5
2024-05-26T22:31:54.722;79;8,6
2024-05-26T22:31:55.728;78;8,6
2024-05-26T22:31:56.750;78;9,0
