Phone timestamp;HR [bpm];HRV [ms];
2024-05-16T23:14:43.311;151
2024-05-16T23:14:44.299;150;0,5
2024-05-16T23:14:45.310;150;0,4
2024-05-16T23:14:46.320;150;0,3
2024-05-16T23:14:47.310;150;0,7
2024-05-16T23:14:48.295;149;0,8
2024-05-16T23:14:49.363;148;1,0
2024-05-16T23:14:50.338;147;0,9
2024-05-16T23:14:51.328;147;0,9
2024-05-16T23:14:52.319;146;1,0
2024-05-16T23:14:53.298;146;1,0
2024-05-16T23:14:54.301;147;1,0
2024-05-16T23:14:55.317;147;1,0
2024-05-16T23:14:56.321;149;1,3
2024-05-16T23:14:57.291;150;1,5
2024-05-16T23:14:58.318;152;1,4
2024-05-16T23:14:59.305;152;1,4
2024-05-16T23:15:00.311;151;1,6
2024-05-16T23:15:01.318;150;1,6
2024-05-16T23:15:02.305;149;1,7
2024-05-16T23:15:03.312;147;1,8
2024-05-16T23:15:04.397;147;1,7
2024-05-16T23:15:05.319;146;1,7
2024-05-16T23:15:06.295;146;1,7
2024-05-16T23:15:07.331;146;1,6
2024-05-16T23:15:08.321;145;1,5
2024-05-16T23:15:09.309;144;1,5
2024-05-16T23:15:10.318;143;1,6
2024-05-16T23:15:11.313;143;1,7
2024-05-16T23:15:12.309;142;1,7
2024-05-16T23:15:13.329;142;1,4
2024-05-16T23:15:14.318;141;1,3
2024-05-16T23:15:15.296;141;1,1
2024-05-16T23:15:16.309;140;1,2
2024-05-16T23:15:17.318;139;1,5
2024-05-16T23:15:18.298;138;1,5
2024-05-16T23:15:19.329;138;1,5
2024-05-16T23:15:20.304;137;1,5
2024-05-16T23:15:21.309;137;1,3
2024-05-16T23:15:22.344;136;1,3
2024-05-16T23:15:23.348;136;1,2
2024-05-16T23:15:24.320;136;1,1
2024-05-16T23:15:25.312;136;1,1
2024-05-16T23:15:26.320;135;1,2
2024-05-16T23:15:27.300;134;1,4
2024-05-16T23:15:28.318;133;1,4
2024-05-16T23:15:29.309;132;1,4
2024-05-16T23:15:30.309;132;1,2
2024-05-16T23:15:31.316;131;1,2
2024-05-16T23:15:32.318;131;1,2
2024-05-16T23:15:33.299;131;1,2
2024-05-16T23:15:34.310;130;1,2
2024-05-16T23:15:35.307;130;1,2
2024-05-16T23:15:36.310;129;1,2
2024-05-16T23:15:37.316;129;1,2
2024-05-16T23:15:38.312;130;1,4
2024-05-16T23:15:39.311;131;2,3
2024-05-16T23:15:40.312;132;2,2
2024-05-16T23:15:41.318;132;2,3
2024-05-16T23:15:42.300;131;2,4
2024-05-16T23:15:43.319;130;3,0
2024-05-16T23:15:44.318;129;3,0
2024-05-16T23:15:45.318;129;3,0
2024-05-16T23:15:46.329;128;3,0
2024-05-16T23:15:47.309;128;3,0
2024-05-16T23:15:48.312;128;3,0
2024-05-16T23:15:49.320;128;3,0
2024-05-16T23:15:50.318;128;3,1
2024-05-16T23:15:51.297;127;3,3
2024-05-16T23:15:52.320;126;2,6
2024-05-16T23:15:53.319;125;2,6
2024-05-16T23:15:54.310;125;2,6
2024-05-16T23:15:55.361;125;2,6
2024-05-16T23:15:56.334;125;2,4
