Phone timestamp;HR [bpm];HRV [ms];
2024-05-25T23:12:56.943;103
2024-05-25T23:12:57.934;102
2024-05-25T23:12:58.931;103
2024-05-25T23:12:59.961;104;6,7
2024-05-25T23:13:00.934;105;6,3
2024-05-25T23:13:01.932;106;6,0
2024-05-25T23:13:02.994;107;5,3
2024-05-25T23:13:03.953;107;5,1
2024-05-25T23:13:04.924;104;10,7
2024-05-25T23:13:05.951;100;11,4
2024-05-25T23:13:06.933;99;11,0
2024-05-25T23:13:07.943;99;10,4
2024-05-25T23:13:08.949;98;9,9
2024-05-25T23:13:09.953;98;9,6
2024-05-25T23:13:10.930;98;9,9
2024-05-25T23:13:11.964;98;9,7
2024-05-25T23:13:12.941;98;9,4
2024-05-25T23:13:13.944;98;9,2
2024-05-25T23:13:14.951;97;9,1
2024-05-25T23:13:15.936;96;8,9
2024-05-25T23:13:16.960;96;8,8
2024-05-25T23:13:17.963;96;8,7
2024-05-25T23:13:18.953;96;8,7
2024-05-25T23:13:19.934;95;8,7
2024-05-25T23:13:20.960;94;8,7
2024-05-25T23:13:21.950;94;8,8
2024-05-25T23:13:22.931;96;6,5
2024-05-25T23:13:23.954;98;7,0
2024-05-25T23:13:24.937;102;7,9
2024-05-25T23:13:25.946;105;7,9
2024-05-25T23:13:26.956;105;8,0
2024-05-25T23:13:27.944;104;8,1
2024-05-25T23:13:28.931;102;10,7
2024-05-25T23:13:29.948;99;11,4
2024-05-25T23:13:30.953;98;11,4
2024-05-25T23:13:31.933;96;11,2
2024-05-25T23:13:32.952;96;11,3
2024-05-25T23:13:33.947;96;11,2
2024-05-25T23:13:34.944;95;11,2
2024-05-25T23:13:35.993;95;11,2
2024-05-25T23:13:36.942;95;11,4
2024-05-25T23:13:37.932;96;11,7
2024-05-25T23:13:38.948;97;11,7
2024-05-25T23:13:39.957;98;11,5
2024-05-25T23:13:40.926;101;11,6
2024-05-25T23:13:41.947;102;11,1
2024-05-25T23:13:42.943;103;10,6
2024-05-25T23:13:43.948;100;12,4
2024-05-25T23:13:44.952;99;12,4
2024-05-25T23:13:45.944;98;11,9
2024-05-25T23:13:46.933;97;8,8
2024-05-25T23:13:47.945;97;8,8
2024-05-25T23:13:48.944;98;9,5
2024-05-25T23:13:49.945;98;9,5
2024-05-25T23:13:50.965;98;9,4
2024-05-25T23:13:51.945;98;9,5
2024-05-25T23:13:52.934;98;9,6
2024-05-25T23:13:53.964;96;10,4
2024-05-25T23:13:54.954;95;10,1
2024-05-25T23:13:55.927;95;10,1
2024-05-25T23:13:56.953;96;10,4
2024-05-25T23:13:57.958;97;10,4
2024-05-25T23:13:58.945;98;10,0
2024-05-25T23:13:59.965;100;10,0
2024-05-25T23:14:00.943;100;10,0
2024-05-25T23:14:01.926;100;7,7
2024-05-25T23:14:02.963;99;7,7
2024-05-25T23:14:03.957;98;8,0
2024-05-25T23:14:04.931;97;8,0
2024-05-25T23:14:05.949;97;8,0
2024-05-25T23:14:06.955;97;7,3
2024-05-25T23:14:07.945;98;7,3
2024-05-25T23:14:08.996;100;8,6
2024-05-25T23:14:09.969;101;8,6
2024-05-25T23:14:10.924;101;8,5
2024-05-25T23:14:11.994;101;7,8
2024-05-25T23:14:12.942;101;7,9
2024-05-25T23:14:13.923;100;7,7
2024-05-25T23:14:14.954;97;10,3
2024-05-25T23:14:15.958;95;10,1
2024-05-25T23:14:16.944;94;10,0
2024-05-25T23:14:17.957;94;10,1
2024-05-25T23:14:18.944;96;11,3
2024-05-25T23:14:19.926;97;11,5
2024-05-25T23:14:20.954;99;11,3
2024-05-25T23:14:21.937;100;11,2
2024-05-25T23:14:22.944;100;11,2
2024-05-25T23:14:23.954;99;11,2
2024-05-25T23:14:24.955;97;13,0
2024-05-25T23:14:25.924;94;15,2
2024-05-25T23:14:26.962;92;14,4
2024-05-25T23:14:27.946;92;15,3
