Phone timestamp;HR [bpm];HRV [ms];
2024-05-03T17:23:47.194;94
2024-05-03T17:23:48.186;94
2024-05-03T17:23:49.208;91
2024-05-03T17:23:50.199;91;19,3
2024-05-03T17:23:51.182;91;19,2
2024-05-03T17:23:52.205;92;17,5
2024-05-03T17:23:53.198;93;19,1
2024-05-03T17:23:54.183;94;17,3
2024-05-03T17:23:55.209;94;17,3
2024-05-03T17:23:56.197;92;19,2
2024-05-03T17:23:57.185;92;18,6
2024-05-03T17:23:58.209;92;18,6
2024-05-03T17:23:59.202;92;18,1
2024-05-03T17:24:00.192;91;18,0
2024-05-03T17:24:01.209;90;17,6
2024-05-03T17:24:02.197;92;17,1
2024-05-03T17:24:03.185;92;16,7
2024-05-03T17:24:04.212;92;16,4
2024-05-03T17:24:05.195;88;20,8
2024-05-03T17:24:06.188;87;20,1
2024-05-03T17:24:07.207;87;23,8
2024-05-03T17:24:08.204;89;25,3
2024-05-03T17:24:09.188;91;24,8
2024-05-03T17:24:10.207;90;24,0
2024-05-03T17:24:11.198;89;28,2
2024-05-03T17:24:12.188;84;32,7
2024-05-03T17:24:13.237;84;32,2
2024-05-03T17:24:14.237;85;37,7
2024-05-03T17:24:15.216;85;37,6
2024-05-03T17:24:16.206;86;37,3
2024-05-03T17:24:17.194;85;37,3
2024-05-03T17:24:18.185;86;36,9
2024-05-03T17:24:19.203;87;37,7
2024-05-03T17:24:20.200;88;37,6
2024-05-03T17:24:21.188;90;37,6
2024-05-03T17:24:22.211;89;38,6
2024-05-03T17:24:23.204;85;41,8
2024-05-03T17:24:24.184;84;41,8
2024-05-03T17:24:25.212;85;40,5
2024-05-03T17:24:26.202;86;41,8
2024-05-03T17:24:27.192;89;40,1
2024-05-03T17:24:28.212;90;39,3
2024-05-03T17:24:29.200;90;40,0
2024-05-03T17:24:30.186;89;40,0
2024-05-03T17:24:31.242;88;32,9
2024-05-03T17:24:32.196;89;33,0
2024-05-03T17:24:33.188;89;29,0
2024-05-03T17:24:34.209;89;26,7
2024-05-03T17:24:35.200;89;26,7
2024-05-03T17:24:36.189;90;26,9
2024-05-03T17:24:37.209;93;27,2
2024-05-03T17:24:38.200;93;27,2
2024-05-03T17:24:39.186;92;27,0
2024-05-03T17:24:40.206;91;27,1
2024-05-03T17:24:41.199;90;25,6
2024-05-03T17:24:42.186;91;20,2
2024-05-03T17:24:43.208;91;20,2
2024-05-03T17:24:44.199;91;19,8
2024-05-03T17:24:45.189;90;19,9
2024-05-03T17:24:46.244;87;17,1
2024-05-03T17:24:47.236;86;17,7
2024-05-03T17:24:48.217;87;18,5
