Phone timestamp;HR [bpm];HRV [ms];
2024-05-06T14:42:56.367;0
2024-05-06T14:42:57.369;0
2024-05-06T14:42:58.381;0
2024-05-06T14:42:59.371;0
2024-05-06T14:43:00.353;0;422,9
2024-05-06T14:43:01.379;0;378,3
2024-05-06T14:43:02.372;66;347,4
2024-05-06T14:43:03.372;66;321,6
2024-05-06T14:43:04.384;67;285,0
2024-05-06T14:43:05.361;68;270,4
2024-05-06T14:43:06.352;69;257,8
2024-05-06T14:43:07.383;69;246,8
2024-05-06T14:43:08.372;69;237,1
2024-05-06T14:43:09.361;69;228,6
2024-05-06T14:43:10.377;70;213,9
2024-05-06T14:43:11.376;70;207,5
2024-05-06T14:43:12.372;70;201,6
2024-05-06T14:43:13.412;70;196,2
2024-05-06T14:43:14.393;70;186,7
2024-05-06T14:43:15.392;71;182,4
2024-05-06T14:43:16.389;71;178,4
2024-05-06T14:43:17.372;71;174,6
2024-05-06T14:43:18.360;72;171,1
2024-05-06T14:43:19.372;71;167,8
2024-05-06T14:43:20.382;71;164,7
2024-05-06T14:43:21.363;71;162,1
2024-05-06T14:43:22.402;70;132,4
2024-05-06T14:43:23.362;70;98,4
2024-05-06T14:43:24.374;69;69,5
2024-05-06T14:43:25.391;69;27,1
2024-05-06T14:43:26.371;69;27,1
2024-05-06T14:43:27.362;69;20,9
2024-05-06T14:43:28.372;69;20,9
2024-05-06T14:43:29.372;68;14,4
2024-05-06T14:43:30.373;68;17,6
2024-05-06T14:43:31.391;67;17,5
2024-05-06T14:43:32.370;67;17,5
2024-05-06T14:43:33.364;66;17,7
2024-05-06T14:43:34.390;67;19,9
2024-05-06T14:43:35.375;67;20,1
2024-05-06T14:43:36.360;67;20,0
2024-05-06T14:43:37.373;67;20,1
2024-05-06T14:43:38.411;67;20,2
2024-05-06T14:43:39.369;67;20,2
2024-05-06T14:43:40.381;68;20,2
2024-05-06T14:43:41.366;68;20,3
2024-05-06T14:43:42.361;69;20,3
2024-05-06T14:43:43.390;69;20,3
2024-05-06T14:43:44.385;70;21,1
2024-05-06T14:43:45.360;71;21,0
2024-05-06T14:43:46.344;71;17,8
2024-05-06T14:43:47.411;71;17,8
2024-05-06T14:43:48.401;71;19,4
2024-05-06T14:43:49.363;71;19,2
2024-05-06T14:43:50.372;71;18,8
2024-05-06T14:43:51.373;70;21,4
2024-05-06T14:43:52.366;70;21,4
2024-05-06T14:43:53.369;69;21,5
2024-05-06T14:43:54.361;69;21,4
2024-05-06T14:43:55.342;68;21,7
2024-05-06T14:43:56.383;67;19,5
2024-05-06T14:43:57.374;66;19,5
2024-05-06T14:43:58.361;65;19,5
2024-05-06T14:43:59.367;66;21,1
2024-05-06T14:44:00.373;66;18,7
2024-05-06T14:44:01.364;66;18,7
2024-05-06T14:44:02.371;66;18,7
2024-05-06T14:44:03.358;66;18,5
2024-05-06T14:44:04.344;66;18,4
2024-05-06T14:44:05.383;66;18,4
2024-05-06T14:44:06.366;66;18,2
2024-05-06T14:44:07.363;66;18,2
2024-05-06T14:44:08.370;66;18,2
2024-05-06T14:44:09.352;66;18,4
2024-05-06T14:44:10.363;66;18,4
2024-05-06T14:44:11.366;67;17,6
2024-05-06T14:44:12.363;66;17,6
2024-05-06T14:44:13.347;66;20,1
2024-05-06T14:44:14.372;65;20,3
2024-05-06T14:44:15.373;65;18,7
2024-05-06T14:44:16.368;65;18,8
2024-05-06T14:44:17.372;65;17,8
2024-05-06T14:44:18.353;65;17,8
2024-05-06T14:44:19.344;65;17,7
2024-05-06T14:44:20.412;65;17,8
2024-05-06T14:44:21.400;65;17,4
2024-05-06T14:44:22.351;65;17,1
2024-05-06T14:44:23.365;66;17,1
2024-05-06T14:44:24.374;65;17,2
2024-05-06T14:44:25.367;65;17,2
2024-05-06T14:44:26.373;65;15,5
2024-05-06T14:44:27.352;65;17,0
2024-05-06T14:44:28.364;64;16,8
2024-05-06T14:44:29.382;64;18,4
2024-05-06T14:44:30.375;64;18,4
2024-05-06T14:44:31.351;64;19,8
2024-05-06T14:44:32.362;64;19,8
2024-05-06T14:44:33.369;64;22,0
2024-05-06T14:44:34.351;64;22,5
2024-05-06T14:44:35.376;64;23,0
2024-05-06T14:44:36.352;63;23,4
2024-05-06T14:44:37.362;63;23,1
2024-05-06T14:44:38.382;63;23,3
2024-05-06T14:44:39.360;63;23,2
2024-05-06T14:44:40.381;63;23,2
2024-05-06T14:44:41.362;63;21,1
2024-05-06T14:44:42.360;62;21,8
2024-05-06T14:44:43.363;62;23,1
2024-05-06T14:44:44.370;62;24,1
2024-05-06T14:44:45.357;62;22,5
2024-05-06T14:44:46.352;62;23,7
2024-05-06T14:44:47.381;62;23,6
2024-05-06T14:44:48.361;62;24,0
