Phone timestamp;HR [bpm];HRV [ms];
2024-05-03T10:10:04.249;70
2024-05-03T10:10:05.269;70
2024-05-03T10:10:06.230;70
2024-05-03T10:10:07.239;69
2024-05-03T10:10:08.255;68;21,2
2024-05-03T10:10:09.234;67;19,0
2024-05-03T10:10:10.225;67;17,5
2024-05-03T10:10:11.241;67;25,5
2024-05-03T10:10:12.250;68;23,8
2024-05-03T10:10:13.224;68;24,7
2024-05-03T10:10:14.259;68;25,3
2024-05-03T10:10:15.236;68;24,2
2024-05-03T10:10:16.233;68;23,2
2024-05-03T10:10:17.259;68;22,4
2024-05-03T10:10:18.229;68;22,7
2024-05-03T10:10:19.228;67;23,2
2024-05-03T10:10:20.247;67;22,5
2024-05-03T10:10:21.249;68;21,9
2024-05-03T10:10:22.261;68;20,7
2024-05-03T10:10:23.259;68;20,8
2024-05-03T10:10:24.237;67;20,3
2024-05-03T10:10:25.231;68;19,9
2024-05-03T10:10:26.242;68;19,5
2024-05-03T10:10:27.250;67;19,1
2024-05-03T10:10:28.228;67;18,7
2024-05-03T10:10:29.248;67;18,4
2024-05-03T10:10:30.250;67;18,1
2024-05-03T10:10:31.272;67;17,8
2024-05-03T10:10:32.260;67;18,7
2024-05-03T10:10:33.240;67;18,3
2024-05-03T10:10:34.223;67;18,1
2024-05-03T10:10:35.261;67;18,1
2024-05-03T10:10:36.251;67;18,2
2024-05-03T10:10:37.230;66;15,4
2024-05-03T10:10:38.249;66;15,6
2024-05-03T10:10:39.238;67;14,6
2024-05-03T10:10:40.244;67;14,6
2024-05-03T10:10:41.259;67;12,7
2024-05-03T10:10:42.240;66;12,9
2024-05-03T10:10:43.219;66;16,6
2024-05-03T10:10:44.260;65;15,9
2024-05-03T10:10:45.250;65;15,1
2024-05-03T10:10:46.226;65;15,1
2024-05-03T10:10:47.247;65;17,5
2024-05-03T10:10:48.250;65;17,5
2024-05-03T10:10:49.244;65;17,6
2024-05-03T10:10:50.245;65;17,1
2024-05-03T10:10:51.241;66;17,2
2024-05-03T10:10:52.220;66;17,7
2024-05-03T10:10:53.261;65;17,7
2024-05-03T10:10:54.236;65;17,7
2024-05-03T10:10:55.241;65;17,7
2024-05-03T10:10:56.246;65;17,8
2024-05-03T10:10:57.229;65;19,0
2024-05-03T10:10:58.233;64;17,8
2024-05-03T10:10:59.260;65;17,0
2024-05-03T10:11:00.238;65;17,0
2024-05-03T10:11:01.222;65;17,0
2024-05-03T10:11:02.249;65;18,4
2024-05-03T10:11:03.251;65;18,3
2024-05-03T10:11:04.271;65;19,5
2024-05-03T10:11:05.248;65;19,3
2024-05-03T10:11:06.254;65;19,2
2024-05-03T10:11:07.241;65;19,2
2024-05-03T10:11:08.265;65;19,2
2024-05-03T10:11:09.238;65;19,1
2024-05-03T10:11:10.221;65;16,0
2024-05-03T10:11:11.247;65;16,1
2024-05-03T10:11:12.251;64;16,1
2024-05-03T10:11:13.230;64;16,1
2024-05-03T10:11:14.250;64;13,4
2024-05-03T10:11:15.229;64;13,7
