Phone timestamp;HR [bpm];HRV [ms];
2024-05-21T21:05:30.543;178
2024-05-21T21:05:31.534;176;1,3
2024-05-21T21:05:32.528;173;1,9
2024-05-21T21:05:33.554;171;1,8
2024-05-21T21:05:34.539;171;1,8
2024-05-21T21:05:35.529;170;1,8
2024-05-21T21:05:36.554;169;1,9
2024-05-21T21:05:37.540;167;1,9
2024-05-21T21:05:38.533;165;1,9
2024-05-21T21:05:39.545;162;2,3
2024-05-21T21:05:40.544;159;2,5
2024-05-21T21:05:41.534;158;2,6
2024-05-21T21:05:42.595;159;3,0
2024-05-21T21:05:43.575;160;2,9
2024-05-21T21:05:44.536;161;2,9
2024-05-21T21:05:45.544;162;2,8
2024-05-21T21:05:46.545;160;2,9
2024-05-21T21:05:47.533;160;2,8
2024-05-21T21:05:48.550;159;2,7
2024-05-21T21:05:49.543;158;2,6
2024-05-21T21:05:50.534;157;2,5
2024-05-21T21:05:51.557;155;2,2
2024-05-21T21:05:52.542;153;2,2
2024-05-21T21:05:53.546;152;2,2
2024-05-21T21:05:54.554;150;1,7
2024-05-21T21:05:55.543;149;1,8
2024-05-21T21:05:56.537;148;1,8
2024-05-21T21:05:57.553;148;1,7
2024-05-21T21:05:58.565;147;1,6
2024-05-21T21:05:59.535;147;1,6
2024-05-21T21:06:00.558;146;1,7
2024-05-21T21:06:01.545;145;1,7
2024-05-21T21:06:02.534;146;1,5
2024-05-21T21:06:03.551;145;1,3
2024-05-21T21:06:04.547;145;1,2
2024-05-21T21:06:05.524;143;1,7
2024-05-21T21:06:06.551;142;1,6
2024-05-21T21:06:07.546;142;1,7
2024-05-21T21:06:08.536;143;1,9
2024-05-21T21:06:09.554;144;2,0
2024-05-21T21:06:10.544;144;2,0
2024-05-21T21:06:11.534;143;2,1
2024-05-21T21:06:12.556;142;2,6
2024-05-21T21:06:13.542;140;2,7
2024-05-21T21:06:14.532;139;2,7
2024-05-21T21:06:15.583;136;3,0
2024-05-21T21:06:16.572;135;3,0
2024-05-21T21:06:17.525;135;2,8
2024-05-21T21:06:18.550;134;2,7
2024-05-21T21:06:19.544;134;2,7
2024-05-21T21:06:20.536;134;2,7
2024-05-21T21:06:21.551;134;2,6
2024-05-21T21:06:22.544;133;2,6
2024-05-21T21:06:23.533;132;2,7
2024-05-21T21:06:24.554;130;4,1
2024-05-21T21:06:25.544;128;4,0
2024-05-21T21:06:26.548;127;3,7
2024-05-21T21:06:27.555;126;3,7
2024-05-21T21:06:28.546;127;3,5
2024-05-21T21:06:29.525;127;3,5
2024-05-21T21:06:30.546;129;3,8
2024-05-21T21:06:31.543;129;3,8
2024-05-21T21:06:32.532;129;3,8
2024-05-21T21:06:33.551;129;3,8
2024-05-21T21:06:34.548;128;3,9
2024-05-21T21:06:35.536;128;3,9
2024-05-21T21:06:36.554;128;3,8
2024-05-21T21:06:37.537;128;3,8
2024-05-21T21:06:38.524;128;2,1
2024-05-21T21:06:39.554;128;2,1
2024-05-21T21:06:40.545;127;2,2
2024-05-21T21:06:41.534;127;2,0
2024-05-21T21:06:42.550;127;1,9
2024-05-21T21:06:43.535;127;1,3
2024-05-21T21:06:44.533;127;1,6
2024-05-21T21:06:45.557;126;1,6
2024-05-21T21:06:46.544;126;1,5
2024-05-21T21:06:47.527;125;1,7
2024-05-21T21:06:48.582;125;1,6
2024-05-21T21:06:49.572;124;1,4
2024-05-21T21:06:50.535;123;2,0
2024-05-21T21:06:51.555;122;2,0
2024-05-21T21:06:52.535;121;2,0
2024-05-21T21:06:53.531;121;2,0
2024-05-21T21:06:54.574;121;2,0
2024-05-21T21:06:55.549;121;2,0
2024-05-21T21:06:56.534;121;2,0
2024-05-21T21:06:57.555;121;2,0
2024-05-21T21:06:58.544;120;2,7
2024-05-21T21:06:59.530;119;2,5
2024-05-21T21:07:00.557;118;2,5
2024-05-21T21:07:01.536;118;2,5
2024-05-21T21:07:02.534;117;2,4
2024-05-21T21:07:03.552;117;2,4
2024-05-21T21:07:04.547;117;2,6
2024-05-21T21:07:05.527;116;2,1
2024-05-21T21:07:06.554;116;2,1
2024-05-21T21:07:07.544;116;2,2
2024-05-21T21:07:08.531;116;2,2
