Phone timestamp;HR [bpm];HRV [ms];
2024-05-17T13:18:26.950;171
2024-05-17T13:18:27.939;170;0,7
2024-05-17T13:18:28.963;168;1,6
2024-05-17T13:18:29.954;167;1,4
2024-05-17T13:18:30.944;167;1,4
2024-05-17T13:18:31.972;167;1,3
2024-05-17T13:18:32.968;168;1,4
2024-05-17T13:18:33.945;168;1,4
2024-05-17T13:18:35.007;168;1,4
2024-05-17T13:18:35.967;167;1,3
2024-05-17T13:18:36.958;165;1,4
2024-05-17T13:18:37.964;164;1,5
2024-05-17T13:18:38.946;162;1,6
2024-05-17T13:18:39.942;161;1,6
2024-05-17T13:18:40.977;159;1,6
2024-05-17T13:18:41.968;158;1,6
2024-05-17T13:18:42.945;157;1,6
2024-05-17T13:18:43.955;157;1,5
2024-05-17T13:18:44.955;156;1,7
2024-05-17T13:18:45.954;155;1,6
2024-05-17T13:18:46.966;154;1,8
2024-05-17T13:18:47.950;152;1,7
2024-05-17T13:18:48.960;151;1,7
2024-05-17T13:18:49.966;151;1,6
2024-05-17T13:18:50.964;151;1,4
2024-05-17T13:18:51.942;150;1,3
2024-05-17T13:18:52.970;150;1,5
2024-05-17T13:18:53.967;147;2,0
2024-05-17T13:18:54.942;145;2,3
2024-05-17T13:18:55.975;144;2,4
2024-05-17T13:18:56.958;141;2,4
2024-05-17T13:18:57.955;141;2,4
2024-05-17T13:18:58.963;140;2,3
2024-05-17T13:18:59.968;141;2,3
2024-05-17T13:19:00.942;141;2,3
2024-05-17T13:19:01.960;142;2,3
2024-05-17T13:19:02.956;142;3,1
2024-05-17T13:19:03.936;141;3,4
2024-05-17T13:19:04.959;139;3,4
2024-05-17T13:19:05.956;137;3,3
2024-05-17T13:19:06.954;136;3,0
2024-05-17T13:19:07.995;136;2,8
2024-05-17T13:19:08.965;136;2,7
2024-05-17T13:19:09.947;137;2,8
2024-05-17T13:19:10.963;138;2,8
2024-05-17T13:19:11.967;139;2,9
2024-05-17T13:19:12.955;140;3,0
2024-05-17T13:19:13.975;140;3,1
2024-05-17T13:19:14.957;140;3,3
2024-05-17T13:19:15.960;137;3,0
2024-05-17T13:19:16.959;136;2,8
2024-05-17T13:19:17.955;136;2,8
2024-05-17T13:19:18.942;136;2,8
2024-05-17T13:19:19.962;137;3,0
2024-05-17T13:19:20.965;137;3,0
2024-05-17T13:19:21.945;136;2,9
2024-05-17T13:19:22.976;136;2,9
2024-05-17T13:19:23.954;134;3,2
2024-05-17T13:19:24.960;134;2,9
2024-05-17T13:19:25.972;133;2,9
2024-05-17T13:19:26.956;133;2,8
2024-05-17T13:19:27.936;134;2,7
2024-05-17T13:19:28.960;135;2,3
2024-05-17T13:19:29.967;136;2,3
2024-05-17T13:19:30.945;136;2,4
2024-05-17T13:19:31.974;135;2,7
2024-05-17T13:19:32.949;133;2,7
2024-05-17T13:19:33.934;131;3,4
2024-05-17T13:19:34.965;129;3,4
2024-05-17T13:19:35.967;127;3,4
2024-05-17T13:19:36.959;127;3,2
2024-05-17T13:19:37.965;127;3,3
2024-05-17T13:19:38.966;127;3,3
2024-05-17T13:19:39.945;128;3,7
2024-05-17T13:19:41.005;129;3,6
2024-05-17T13:19:41.958;129;3,6
2024-05-17T13:19:42.935;127;4,0
2024-05-17T13:19:43.964;126;4,0
2024-05-17T13:19:44.969;125;3,9
2024-05-17T13:19:45.956;124;3,8
2024-05-17T13:19:46.968;124;3,3
2024-05-17T13:19:47.969;124;3,0
2024-05-17T13:19:48.986;125;3,2
2024-05-17T13:19:49.974;126;3,2
2024-05-17T13:19:50.995;127;3,2
2024-05-17T13:19:51.936;127;3,1
2024-05-17T13:19:52.958;125;4,0
2024-05-17T13:19:53.966;124;3,9
2024-05-17T13:19:54.956;123;3,8
2024-05-17T13:19:55.965;122;3,9
2024-05-17T13:19:56.946;122;3,9
2024-05-17T13:19:57.953;124;3,6
