Phone timestamp;HR [bpm];HRV [ms];
2024-05-22T19:41:21.469;147
2024-05-22T19:41:22.459;146;0,0
2024-05-22T19:41:23.459;147;1,2
2024-05-22T19:41:24.459;148;1,9
2024-05-22T19:41:25.477;149;1,8
2024-05-22T19:41:26.456;148;1,9
2024-05-22T19:41:27.440;148;1,8
2024-05-22T19:41:28.462;147;1,8
2024-05-22T19:41:29.471;146;1,7
2024-05-22T19:41:30.455;146;1,6
2024-05-22T19:41:31.467;145;1,6
2024-05-22T19:41:32.471;145;1,6
2024-05-22T19:41:33.459;143;1,8
2024-05-22T19:41:34.475;142;2,0
2024-05-22T19:41:35.457;140;2,1
2024-05-22T19:41:36.442;138;2,1
2024-05-22T19:41:37.467;137;2,2
2024-05-22T19:41:38.467;135;2,1
2024-05-22T19:41:39.457;134;2,1
2024-05-22T19:41:40.469;134;2,1
2024-05-22T19:41:41.446;133;2,1
2024-05-22T19:41:42.459;133;2,1
2024-05-22T19:41:43.477;132;2,2
2024-05-22T19:41:44.453;130;2,5
2024-05-22T19:41:45.442;130;2,5
2024-05-22T19:41:46.477;129;2,7
2024-05-22T19:41:47.458;127;2,5
2024-05-22T19:41:48.457;127;2,4
2024-05-22T19:41:49.467;126;2,2
2024-05-22T19:41:50.449;126;2,2
2024-05-22T19:41:51.457;127;2,2
2024-05-22T19:41:52.478;127;2,2
2024-05-22T19:41:53.456;129;3,0
2024-05-22T19:41:54.475;129;3,0
2024-05-22T19:41:55.477;129;3,3
2024-05-22T19:41:56.449;128;3,4
2024-05-22T19:41:57.457;125;5,4
2024-05-22T19:41:58.467;122;5,6
2024-05-22T19:41:59.484;120;5,6
2024-05-22T19:42:00.457;119;5,5
2024-05-22T19:42:01.481;119;5,8
2024-05-22T19:42:02.468;119;5,8
2024-05-22T19:42:03.448;119;5,8
2024-05-22T19:42:04.456;120;5,7
2024-05-22T19:42:05.453;119;5,8
2024-05-22T19:42:06.459;116;6,7
2024-05-22T19:42:07.464;115;6,3
2024-05-22T19:42:08.448;114;6,3
2024-05-22T19:42:09.440;115;6,2
2024-05-22T19:42:10.479;117;8,3
2024-05-22T19:42:11.470;119;8,2
2024-05-22T19:42:12.445;119;7,3
2024-05-22T19:42:13.456;119;7,0
2024-05-22T19:42:14.467;119;7,0
2024-05-22T19:42:15.446;116;7,3
2024-05-22T19:42:16.465;115;7,1
2024-05-22T19:42:17.456;115;7,1
2024-05-22T19:42:18.457;115;7,1
2024-05-22T19:42:19.477;115;7,1
2024-05-22T19:42:20.468;114;7,0
2024-05-22T19:42:21.439;114;6,4
2024-05-22T19:42:22.458;114;6,4
2024-05-22T19:42:23.466;113;6,4
2024-05-22T19:42:24.457;112;6,6
2024-05-22T19:42:25.459;110;5,0
2024-05-22T19:42:26.485;109;4,1
2024-05-22T19:42:27.456;109;4,1
2024-05-22T19:42:28.470;108;3,8
2024-05-22T19:42:29.469;109;3,8
2024-05-22T19:42:30.445;109;3,6
2024-05-22T19:42:31.457;109;3,5
2024-05-22T19:42:32.486;109;3,6
2024-05-22T19:42:33.457;109;4,0
2024-05-22T19:42:34.477;108;4,0
2024-05-22T19:42:35.451;108;4,0
2024-05-22T19:42:36.458;107;4,0
2024-05-22T19:42:37.477;107;3,9
2024-05-22T19:42:38.468;106;3,9
2024-05-22T19:42:39.451;104;5,7
2024-05-22T19:42:40.456;104;5,5
2024-05-22T19:42:41.450;104;5,5
2024-05-22T19:42:42.457;103;5,2
2024-05-22T19:42:43.506;103;6,2
2024-05-22T19:42:44.455;102;6,1
2024-05-22T19:42:45.438;100;6,2
2024-05-22T19:42:46.476;95;12,6
2024-05-22T19:42:47.467;94;12,6
2024-05-22T19:42:48.441;95;13,6
2024-05-22T19:42:49.457;96;14,2
2024-05-22T19:42:50.468;98;14,1
2024-05-22T19:42:51.490;98;14,1
2024-05-22T19:42:52.476;99;14,1
2024-05-22T19:42:53.454;100;14,1
2024-05-22T19:42:54.437;99;14,2
2024-05-22T19:42:55.478;99;14,2
2024-05-22T19:42:56.468;101;14,1
2024-05-22T19:42:57.445;101;14,1
2024-05-22T19:42:58.465;103;14,2
2024-05-22T19:42:59.468;104;14,2
2024-05-22T19:43:00.457;104;13,8
2024-05-22T19:43:01.457;104;13,8
2024-05-22T19:43:02.457;105;13,8
2024-05-22T19:43:03.439;104;8,4
