Phone timestamp;HR [bpm];HRV [ms];
2024-05-25T23:15:02.946;108
2024-05-25T23:15:03.939;110
2024-05-25T23:15:04.926;112;6,0
2024-05-25T23:15:05.953;113;5,5
2024-05-25T23:15:06.934;115;4,7
2024-05-25T23:15:07.948;114;5,5
2024-05-25T23:15:08.959;111;10,8
2024-05-25T23:15:09.940;110;10,0
2024-05-25T23:15:10.934;110;10,1
2024-05-25T23:15:11.945;111;9,5
2024-05-25T23:15:12.984;110;9,4
2024-05-25T23:15:13.936;108;9,5
2024-05-25T23:15:14.993;107;9,3
2024-05-25T23:15:15.941;106;8,9
2024-05-25T23:15:16.945;103;9,3
2024-05-25T23:15:17.963;102;9,1
2024-05-25T23:15:18.943;102;9,7
2024-05-25T23:15:19.934;103;9,7
2024-05-25T23:15:20.937;103;9,6
2024-05-25T23:15:21.953;102;9,9
2024-05-25T23:15:22.928;96;15,3
2024-05-25T23:15:23.925;94;15,3
2024-05-25T23:15:24.942;94;15,8
2024-05-25T23:15:25.948;94;14,6
2024-05-25T23:15:26.935;94;14,7
2024-05-25T23:15:27.954;96;14,8
2024-05-25T23:15:28.935;96;14,6
2024-05-25T23:15:29.924;95;14,9
2024-05-25T23:15:30.945;95;14,8
2024-05-25T23:15:31.949;96;14,8
2024-05-25T23:15:32.963;97;15,5
2024-05-25T23:15:33.943;99;15,5
2024-05-25T23:15:34.924;100;15,2
2024-05-25T23:15:35.934;100;15,2
2024-05-25T23:15:36.955;99;15,0
2024-05-25T23:15:37.934;98;15,5
2024-05-25T23:15:38.914;97;15,5
2024-05-25T23:15:39.934;97;15,3
2024-05-25T23:15:40.945;95;9,7
2024-05-25T23:15:41.924;96;9,8
2024-05-25T23:15:42.943;96;9,0
2024-05-25T23:15:43.949;96;8,7
2024-05-25T23:15:44.933;97;8,5
2024-05-25T23:15:45.954;97;8,5
2024-05-25T23:15:46.934;97;8,5
2024-05-25T23:15:47.914;99;9,1
2024-05-25T23:15:48.987;101;9,2
2024-05-25T23:15:49.936;102;8,9
2024-05-25T23:15:50.921;103;7,4
2024-05-25T23:15:51.936;102;7,9
2024-05-25T23:15:52.924;100;8,6
2024-05-25T23:15:53.924;99;8,4
2024-05-25T23:15:54.954;99;8,8
2024-05-25T23:15:55.938;100;8,5
2024-05-25T23:15:56.915;101;8,5
2024-05-25T23:15:57.953;101;8,7
2024-05-25T23:15:58.934;100;8,9
2024-05-25T23:15:59.936;99;8,8
2024-05-25T23:16:00.944;100;8,8
2024-05-25T23:16:01.955;99;8,8
2024-05-25T23:16:02.942;96;10,4
2024-05-25T23:16:03.969;94;16,5
2024-05-25T23:16:04.936;92;16,5
2024-05-25T23:16:05.925;88;17,1
2024-05-25T23:16:06.954;86;17,1
2024-05-25T23:16:07.926;85;17,1
2024-05-25T23:16:08.934;84;18,3
2024-05-25T23:16:09.947;84;18,4
2024-05-25T23:16:10.926;85;19,5
2024-05-25T23:16:11.935;86;19,2
2024-05-25T23:16:12.958;87;19,1
2024-05-25T23:16:13.935;88;19,0
2024-05-25T23:16:14.923;89;19,0
2024-05-25T23:16:15.955;89;18,8
2024-05-25T23:16:16.949;90;18,8
2024-05-25T23:16:17.934;90;19,3
2024-05-25T23:16:18.945;89;19,2
2024-05-25T23:16:19.925;90;19,3
2024-05-25T23:16:20.937;92;20,4
2024-05-25T23:16:21.985;94;21,0
2024-05-25T23:16:22.938;97;15,8
2024-05-25T23:16:23.923;98;15,7
2024-05-25T23:16:24.957;97;16,5
2024-05-25T23:16:25.944;94;19,7
2024-05-25T23:16:26.923;86;22,5
2024-05-25T23:16:27.942;84;22,7
2024-05-25T23:16:28.925;83;21,7
2024-05-25T23:16:29.928;81;20,5
2024-05-25T23:16:30.955;81;20,9
2024-05-25T23:16:31.926;82;23,3
2024-05-25T23:16:32.922;82;23,4
2024-05-25T23:16:33.954;83;23,4
2024-05-25T23:16:34.946;84;23,4
2024-05-25T23:16:35.917;85;23,3
2024-05-25T23:16:36.957;85;23,4
2024-05-25T23:16:37.926;85;22,9
2024-05-25T23:16:38.925;85;22,9
2024-05-25T23:16:39.940;85;22,9
