Phone timestamp;HR [bpm];HRV [ms];
2024-05-27T22:45:33.891;170
2024-05-27T22:45:34.933;170;0,4
2024-05-27T22:45:35.920;169;1,2
2024-05-27T22:45:36.915;168;1,1
2024-05-27T22:45:37.911;168;1,0
2024-05-27T22:45:38.910;167;0,9
2024-05-27T22:45:39.911;167;0,8
2024-05-27T22:45:40.935;167;1,0
2024-05-27T22:45:41.904;167;0,9
2024-05-27T22:45:42.901;167;0,9
2024-05-27T22:45:43.913;166;0,9
2024-05-27T22:45:44.913;166;1,0
2024-05-27T22:45:45.914;164;1,4
2024-05-27T22:45:46.932;163;1,4
2024-05-27T22:45:47.910;162;1,4
2024-05-27T22:45:48.933;162;1,4
2024-05-27T22:45:49.933;161;1,4
2024-05-27T22:45:50.921;161;1,5
2024-05-27T22:45:51.904;160;1,4
2024-05-27T22:45:52.918;160;1,4
2024-05-27T22:45:53.908;158;1,6
2024-05-27T22:45:54.914;157;1,7
2024-05-27T22:45:55.933;156;1,8
2024-05-27T22:45:56.911;155;1,8
2024-05-27T22:45:57.894;152;1,8
2024-05-27T22:45:58.935;151;1,8
2024-05-27T22:45:59.925;149;1,8
2024-05-27T22:46:00.901;148;1,8
2024-05-27T22:46:01.914;147;1,8
2024-05-27T22:46:02.924;146;1,9
2024-05-27T22:46:03.915;146;1,9
2024-05-27T22:46:04.924;144;2,2
2024-05-27T22:46:05.910;143;2,2
2024-05-27T22:46:06.918;142;2,2
2024-05-27T22:46:07.934;140;2,1
2024-05-27T22:46:08.923;141;2,2
2024-05-27T22:46:09.912;142;2,3
2024-05-27T22:46:10.913;142;2,3
2024-05-27T22:46:11.926;140;2,8
2024-05-27T22:46:12.903;139;2,8
2024-05-27T22:46:13.934;138;2,9
2024-05-27T22:46:14.901;134;3,5
2024-05-27T22:46:15.915;134;3,5
2024-05-27T22:46:16.924;133;3,5
2024-05-27T22:46:17.924;132;3,3
2024-05-27T22:46:18.902;132;3,2
2024-05-27T22:46:19.921;132;3,2
2024-05-27T22:46:20.908;130;3,5
2024-05-27T22:46:21.942;130;3,4
2024-05-27T22:46:22.913;128;3,6
2024-05-27T22:46:23.914;127;3,6
2024-05-27T22:46:24.912;127;3,3
2024-05-27T22:46:25.919;127;3,2
2024-05-27T22:46:26.922;126;3,1
2024-05-27T22:46:27.896;127;2,4
2024-05-27T22:46:28.914;126;2,3
2024-05-27T22:46:29.908;125;2,5
2024-05-27T22:46:30.916;125;2,6
2024-05-27T22:46:31.933;124;2,6
2024-05-27T22:46:32.912;122;2,7
2024-05-27T22:46:33.894;123;3,0
2024-05-27T22:46:34.933;123;2,7
2024-05-27T22:46:35.927;124;2,8
2024-05-27T22:46:36.902;125;2,3
2024-05-27T22:46:37.919;125;2,4
2024-05-27T22:46:38.901;124;2,4
2024-05-27T22:46:39.914;124;2,4
2024-05-27T22:46:40.934;124;2,4
2024-05-27T22:46:41.910;123;2,4
2024-05-27T22:46:42.892;124;2,4
2024-05-27T22:46:43.933;124;2,2
2024-05-27T22:46:44.923;123;2,4
2024-05-27T22:46:45.903;123;2,7
2024-05-27T22:46:46.917;122;2,6
2024-05-27T22:46:47.924;121;2,6
2024-05-27T22:46:48.895;120;2,5
2024-05-27T22:46:49.933;122;3,5
2024-05-27T22:46:50.904;122;3,4
2024-05-27T22:46:51.895;121;3,8
2024-05-27T22:46:52.934;122;3,7
2024-05-27T22:46:53.924;122;3,7
2024-05-27T22:46:54.925;121;3,7
2024-05-27T22:46:55.925;120;3,7
2024-05-27T22:46:56.955;121;3,7
2024-05-27T22:46:57.915;119;4,4
2024-05-27T22:46:58.917;118;4,4
2024-05-27T22:46:59.922;118;4,2
2024-05-27T22:47:00.902;116;4,5
2024-05-27T22:47:01.918;115;4,3
2024-05-27T22:47:02.922;115;4,5
2024-05-27T22:47:03.903;115;3,8
2024-05-27T22:47:04.921;116;4,3
2024-05-27T22:47:05.904;116;4,3
