Phone timestamp;HR [bpm];HRV [ms];
2024-05-24T23:31:44.410;70
2024-05-24T23:31:45.465;70
2024-05-24T23:31:46.467;70
2024-05-24T23:31:47.459;71;13,1
2024-05-24T23:31:48.437;72;17,1
2024-05-24T23:31:49.437;72;16,0
2024-05-24T23:31:50.432;74;21,0
2024-05-24T23:31:51.449;76;19,9
2024-05-24T23:31:52.428;76;19,0
2024-05-24T23:31:53.408;76;21,2
2024-05-24T23:31:54.448;75;30,2
2024-05-24T23:31:55.438;74;29,2
2024-05-24T23:31:56.418;74;28,2
2024-05-24T23:31:57.437;75;29,4
2024-05-24T23:31:58.441;76;31,1
2024-05-24T23:31:59.427;76;30,3
2024-05-24T23:32:00.449;76;31,5
2024-05-24T23:32:01.422;75;31,1
2024-05-24T23:32:02.409;75;30,4
2024-05-24T23:32:03.449;75;30,0
2024-05-24T23:32:04.441;73;29,3
2024-05-24T23:32:05.418;73;28,7
2024-05-24T23:32:06.436;73;28,2
2024-05-24T23:32:07.444;73;27,7
2024-05-24T23:32:08.419;72;27,7
2024-05-24T23:32:09.445;72;27,9
2024-05-24T23:32:10.427;72;27,9
2024-05-24T23:32:11.415;73;29,5
2024-05-24T23:32:12.439;74;29,0
2024-05-24T23:32:13.439;74;29,0
2024-05-24T23:32:14.429;73;30,2
2024-05-24T23:32:15.438;72;32,1
2024-05-24T23:32:16.446;71;32,9
2024-05-24T23:32:17.412;70;32,2
2024-05-24T23:32:18.459;69;28,7
2024-05-24T23:32:19.467;69;28,7
2024-05-24T23:32:20.414;70;29,9
2024-05-24T23:32:21.438;70;30,0
2024-05-24T23:32:22.439;70;28,9
2024-05-24T23:32:23.430;70;26,6
2024-05-24T23:32:24.440;70;26,6
2024-05-24T23:32:25.432;69;27,7
2024-05-24T23:32:26.429;69;27,5
2024-05-24T23:32:27.450;68;27,5
2024-05-24T23:32:28.441;68;27,7
2024-05-24T23:32:29.416;69;29,5
2024-05-24T23:32:30.450;70;29,6
2024-05-24T23:32:31.440;70;29,6
2024-05-24T23:32:32.420;71;29,6
2024-05-24T23:32:33.441;71;29,6
2024-05-24T23:32:34.421;71;30,2
2024-05-24T23:32:35.430;71;30,2
2024-05-24T23:32:36.450;71;28,2
2024-05-24T23:32:37.439;71;28,2
2024-05-24T23:32:38.410;71;28,2
2024-05-24T23:32:39.452;71;23,3
2024-05-24T23:32:40.468;71;22,2
2024-05-24T23:32:41.421;71;22,2
2024-05-24T23:32:42.440;72;22,2
2024-05-24T23:32:43.421;72;21,5
2024-05-24T23:32:44.429;71;24,5
2024-05-24T23:32:45.439;70;23,0
2024-05-24T23:32:46.438;70;23,7
2024-05-24T23:32:47.419;69;23,7
2024-05-24T23:32:48.432;69;23,7
2024-05-24T23:32:49.441;68;23,8
2024-05-24T23:32:50.433;68;22,2
2024-05-24T23:32:51.480;68;22,2
2024-05-24T23:32:52.458;69;22,2
2024-05-24T23:32:53.431;68;21,7
2024-05-24T23:32:54.430;68;20,8
2024-05-24T23:32:55.440;68;19,1
2024-05-24T23:32:56.418;68;19,3
2024-05-24T23:32:57.429;67;19,7
2024-05-24T23:32:58.420;67;19,8
2024-05-24T23:32:59.429;66;19,9
2024-05-24T23:33:00.442;66;19,7
2024-05-24T23:33:01.426;66;18,8
2024-05-24T23:33:02.413;66;19,0
2024-05-24T23:33:03.451;65;20,4
2024-05-24T23:33:04.441;65;20,4
2024-05-24T23:33:05.418;65;20,4
2024-05-24T23:33:06.429;65;20,1
2024-05-24T23:33:07.439;65;20,3
2024-05-24T23:33:08.430;65;20,3
2024-05-24T23:33:09.438;66;20,7
2024-05-24T23:33:10.426;66;20,6
2024-05-24T23:33:11.430;66;17,2
2024-05-24T23:33:12.450;66;17,6
2024-05-24T23:33:13.441;65;16,5
2024-05-24T23:33:14.419;65;16,6
2024-05-24T23:33:15.433;65;17,0
2024-05-24T23:33:16.439;65;15,0
2024-05-24T23:33:17.430;65;14,9
