Phone timestamp;HR [bpm];HRV [ms];
2024-05-18T15:04:12.546;77
2024-05-18T15:04:13.533;78
2024-05-18T15:04:14.554;78
2024-05-18T15:04:15.550;78;15,2
2024-05-18T15:04:16.533;78;23,6
2024-05-18T15:04:17.563;77;21,5
2024-05-18T15:04:18.560;76;35,6
2024-05-18T15:04:19.544;74;32,4
2024-05-18T15:04:20.592;73;30,7
2024-05-18T15:04:21.546;73;29,4
2024-05-18T15:04:22.553;72;28,5
2024-05-18T15:04:23.573;72;32,8
2024-05-18T15:04:24.593;72;31,6
2024-05-18T15:04:25.572;72;29,6
2024-05-18T15:04:26.574;72;28,9
2024-05-18T15:04:27.563;72;28,1
2024-05-18T15:04:28.545;72;27,3
2024-05-18T15:04:29.563;72;26,7
2024-05-18T15:04:30.543;72;25,5
2024-05-18T15:04:31.550;72;25,0
2024-05-18T15:04:32.564;72;25,0
2024-05-18T15:04:33.555;73;25,1
2024-05-18T15:04:34.538;75;24,2
2024-05-18T15:04:35.577;75;23,8
2024-05-18T15:04:36.563;75;23,8
2024-05-18T15:04:37.541;74;25,4
2024-05-18T15:04:38.560;74;25,2
2024-05-18T15:04:39.543;74;24,9
2024-05-18T15:04:40.554;74;25,6
2024-05-18T15:04:41.564;75;21,2
2024-05-18T15:04:42.545;75;20,7
2024-05-18T15:04:43.539;75;20,7
2024-05-18T15:04:44.581;76;20,8
2024-05-18T15:04:45.553;76;20,5
2024-05-18T15:04:46.534;76;16,6
2024-05-18T15:04:47.563;76;16,6
2024-05-18T15:04:48.547;76;16,9
2024-05-18T15:04:49.554;76;16,9
2024-05-18T15:04:50.557;75;19,0
2024-05-18T15:04:51.564;74;19,0
2024-05-18T15:04:52.545;74;19,0
2024-05-18T15:04:53.561;73;18,9
2024-05-18T15:04:54.563;73;19,0
2024-05-18T15:04:55.555;72;18,6
2024-05-18T15:04:56.563;72;18,7
2024-05-18T15:04:57.581;72;17,4
2024-05-18T15:04:58.585;73;18,5
2024-05-18T15:04:59.575;73;18,5
2024-05-18T15:05:00.564;73;18,5
2024-05-18T15:05:01.544;73;18,6
2024-05-18T15:05:02.554;72;18,9
2024-05-18T15:05:03.565;71;18,9
2024-05-18T15:05:04.543;71;16,0
2024-05-18T15:05:05.571;71;16,3
2024-05-18T15:05:06.547;71;16,3
2024-05-18T15:05:07.551;71;16,3
2024-05-18T15:05:08.574;71;16,2
2024-05-18T15:05:09.556;71;16,2
2024-05-18T15:05:10.565;71;16,2
2024-05-18T15:05:11.554;71;16,5
2024-05-18T15:05:12.567;70;16,2
2024-05-18T15:05:13.543;70;16,2
2024-05-18T15:05:14.574;71;16,2
2024-05-18T15:05:15.553;72;20,5
2024-05-18T15:05:16.552;73;20,5
2024-05-18T15:05:17.566;73;20,5
2024-05-18T15:05:18.565;73;21,7
2024-05-18T15:05:19.541;73;21,8
2024-05-18T15:05:20.553;73;21,7
2024-05-18T15:05:21.563;73;21,7
2024-05-18T15:05:22.551;73;21,7
2024-05-18T15:05:23.573;73;21,7
2024-05-18T15:05:24.550;73;22,1
2024-05-18T15:05:25.546;73;23,5
2024-05-18T15:05:26.576;73;23,5
2024-05-18T15:05:27.563;73;23,5
2024-05-18T15:05:28.545;74;21,5
2024-05-18T15:05:29.559;76;24,6
2024-05-18T15:05:30.577;79;25,9
2024-05-18T15:05:31.568;78;26,4
2024-05-18T15:05:32.575;77;26,4
2024-05-18T15:05:33.553;77;26,4
2024-05-18T15:05:34.560;76;26,5
2024-05-18T15:05:35.563;75;27,1
2024-05-18T15:05:36.570;74;27,1
2024-05-18T15:05:37.542;74;27,0
2024-05-18T15:05:38.559;74;27,3
2024-05-18T15:05:39.546;74;27,3
2024-05-18T15:05:40.555;74;27,2
2024-05-18T15:05:41.574;74;22,6
2024-05-18T15:05:42.552;74;22,7
2024-05-18T15:05:43.557;74;22,7
2024-05-18T15:05:44.575;74;22,7
2024-05-18T15:05:45.569;75;21,5
2024-05-18T15:05:46.542;75;21,2
2024-05-18T15:05:47.565;74;23,3
2024-05-18T15:05:48.564;74;22,9
2024-05-18T15:05:49.542;73;21,1
2024-05-18T15:05:50.575;73;21,1
2024-05-18T15:05:51.543;73;21,1
2024-05-18T15:05:52.535;73;21,2
2024-05-18T15:05:53.568;73;17,4
2024-05-18T15:05:54.564;73;15,5
2024-05-18T15:05:55.533;73;15,5
2024-05-18T15:05:56.562;72;18,7
2024-05-18T15:05:57.564;72;18,7
2024-05-18T15:05:58.554;71;18,7
2024-05-18T15:05:59.557;70;17,7
2024-05-18T15:06:00.554;70;17,7
2024-05-18T15:06:01.534;70;19,2
2024-05-18T15:06:02.566;70;18,9
2024-05-18T15:06:03.564;70;18,9
2024-05-18T15:06:04.585;70;18,9
2024-05-18T15:06:05.561;70;18,9
2024-05-18T15:06:06.545;70;19,1
2024-05-18T15:06:07.555;70;19,1
2024-05-18T15:06:08.574;70;19,3
2024-05-18T15:06:09.554;69;19,3
2024-05-18T15:06:10.537;69;19,4
2024-05-18T15:06:11.554;69;19,7
2024-05-18T15:06:12.565;69;17,2
2024-05-18T15:06:13.555;69;17,2
2024-05-18T15:06:14.563;69;17,3
2024-05-18T15:06:15.544;69;16,7
2024-05-18T15:06:16.538;69;16,8
2024-05-18T15:06:17.575;69;16,8
2024-05-18T15:06:18.552;68;18,8
2024-05-18T15:06:19.541;67;18,6
2024-05-18T15:06:20.559;67;18,6
