Phone timestamp;HR [bpm];HRV [ms];
2024-05-02T10:10:04.776;64
2024-05-02T10:10:05.790;64
2024-05-02T10:10:06.769;64
2024-05-02T10:10:07.789;64
2024-05-02T10:10:08.763;64
2024-05-02T10:10:09.818;65
2024-05-02T10:10:10.759;65;30,5
2024-05-02T10:10:11.774;66;32,4
2024-05-02T10:10:12.789;66;30,6
2024-05-02T10:10:13.808;64;28,3
2024-05-02T10:10:14.796;64;26,0
2024-05-02T10:10:15.774;64;32,5
2024-05-02T10:10:16.780;65;40,8
2024-05-02T10:10:17.760;67;39,1
2024-05-02T10:10:18.775;67;37,5
2024-05-02T10:10:19.793;68;34,9
2024-05-02T10:10:20.771;69;34,7
2024-05-02T10:10:21.788;69;33,7
2024-05-02T10:10:22.804;69;32,7
2024-05-02T10:10:23.823;69;32,0
2024-05-02T10:10:24.759;70;31,3
2024-05-02T10:10:25.779;71;30,7
2024-05-02T10:10:26.791;73;30,3
2024-05-02T10:10:27.769;73;29,7
2024-05-02T10:10:28.821;74;29,1
2024-05-02T10:10:29.765;74;30,2
2024-05-02T10:10:30.781;74;29,2
2024-05-02T10:10:31.796;74;28,6
2024-05-02T10:10:32.773;74;28,1
2024-05-02T10:10:33.791;74;27,5
2024-05-02T10:10:34.770;74;26,0
2024-05-02T10:10:35.784;75;26,2
2024-05-02T10:10:36.770;75;26,4
2024-05-02T10:10:37.782;76;26,2
2024-05-02T10:10:38.759;77;26,1
2024-05-02T10:10:39.775;76;23,2
2024-05-02T10:10:40.795;74;36,9
2024-05-02T10:10:41.771;73;37,4
2024-05-02T10:10:42.785;72;37,4
2024-05-02T10:10:43.768;70;37,4
2024-05-02T10:10:44.780;69;36,9
2024-05-02T10:10:45.760;69;37,9
2024-05-02T10:10:46.774;71;43,4
2024-05-02T10:10:47.790;72;43,1
2024-05-02T10:10:48.772;73;43,3
2024-05-02T10:10:49.789;74;43,2
2024-05-02T10:10:50.765;75;42,7
2024-05-02T10:10:51.779;74;45,2
2024-05-02T10:10:52.761;73;49,0
2024-05-02T10:10:53.813;72;49,1
2024-05-02T10:10:54.796;71;48,2
2024-05-02T10:10:55.768;70;48,3
2024-05-02T10:10:56.785;70;48,3
2024-05-02T10:10:57.765;70;48,9
2024-05-02T10:10:58.781;70;49,0
2024-05-02T10:10:59.763;70;49,0
2024-05-02T10:11:00.774;71;48,7
2024-05-02T10:11:01.831;71;49,3
2024-05-02T10:11:02.805;72;49,3
2024-05-02T10:11:03.793;72;49,3
2024-05-02T10:11:04.765;72;50,5
2024-05-02T10:11:05.788;71;39,6
2024-05-02T10:11:06.759;70;40,3
2024-05-02T10:11:07.778;69;40,3
2024-05-02T10:11:08.800;68;40,5
2024-05-02T10:11:09.771;68;41,6
2024-05-02T10:11:10.789;68;40,8
2024-05-02T10:11:11.766;69;35,8
2024-05-02T10:11:12.784;69;34,9
2024-05-02T10:11:13.803;70;35,0
2024-05-02T10:11:14.782;70;34,7
2024-05-02T10:11:15.798;70;34,7
2024-05-02T10:11:16.776;69;34,1
2024-05-02T10:11:17.828;68;29,0
2024-05-02T10:11:18.766;68;28,8
2024-05-02T10:11:19.783;67;28,9
2024-05-02T10:11:20.761;67;29,2
2024-05-02T10:11:21.780;67;29,1
2024-05-02T10:11:22.795;67;29,9
2024-05-02T10:11:23.776;68;29,5
2024-05-02T10:11:24.793;68;29,5
2024-05-02T10:11:25.767;68;29,9
2024-05-02T10:11:26.782;68;30,7
2024-05-02T10:11:27.761;67;30,4
2024-05-02T10:11:28.776;67;30,4
2024-05-02T10:11:29.793;66;31,0
2024-05-02T10:11:30.771;66;29,0
2024-05-02T10:11:31.787;65;27,0
2024-05-02T10:11:32.770;65;25,3
2024-05-02T10:11:33.784;64;25,5
2024-05-02T10:11:34.759;64;27,6
2024-05-02T10:11:35.818;65;27,5
2024-05-02T10:11:36.798;65;25,8
2024-05-02T10:11:37.772;65;25,6
2024-05-02T10:11:38.792;65;25,6
2024-05-02T10:11:39.765;66;25,6
2024-05-02T10:11:40.781;65;26,1
2024-05-02T10:11:41.764;64;28,6
2024-05-02T10:11:42.781;64;28,7
2024-05-02T10:11:43.794;63;26,0
2024-05-02T10:11:44.772;63;25,6
2024-05-02T10:11:45.786;63;26,4
2024-05-02T10:11:46.770;63;27,0
2024-05-02T10:11:47.783;63;26,8
2024-05-02T10:11:48.759;64;26,8
2024-05-02T10:11:49.777;64;25,8
2024-05-02T10:11:50.794;64;25,0
2024-05-02T10:11:51.776;64;26,2
2024-05-02T10:11:52.789;63;26,5
2024-05-02T10:11:53.766;63;26,1
2024-05-02T10:11:54.783;63;25,0
2024-05-02T10:11:55.775;63;24,1
2024-05-02T10:11:56.780;63;24,2
2024-05-02T10:11:57.794;63;23,5
2024-05-02T10:11:58.774;63;23,4
2024-05-02T10:11:59.789;64;23,4
2024-05-02T10:12:00.772;63;23,5
2024-05-02T10:12:01.789;63;23,3
2024-05-02T10:12:02.766;63;21,1
2024-05-02T10:12:03.777;63;21,0
2024-05-02T10:12:04.799;63;21,1
2024-05-02T10:12:05.812;63;22,1
2024-05-02T10:12:06.794;63;22,1
2024-05-02T10:12:07.765;64;21,2
2024-05-02T10:12:08.824;64;17,6
