Phone timestamp;HR [bpm];HRV [ms];
2024-05-27T22:39:43.909;80
2024-05-27T22:39:44.936;80
2024-05-27T22:39:45.925;80
2024-05-27T22:39:46.916;79;105,8
2024-05-27T22:39:47.907;79;94,6
2024-05-27T22:39:48.889;78;80,1
2024-05-27T22:39:49.929;79;75,0
2024-05-27T22:39:50.922;79;71,6
2024-05-27T22:39:51.896;80;64,9
2024-05-27T22:39:52.909;81;62,2
2024-05-27T22:39:53.898;82;57,7
2024-05-27T22:39:54.910;82;56,2
2024-05-27T22:39:55.919;82;54,4
2024-05-27T22:39:56.909;83;51,6
2024-05-27T22:39:57.893;82;50,3
2024-05-27T22:39:58.928;82;48,1
2024-05-27T22:39:59.909;82;47,0
2024-05-27T22:40:00.910;82;45,1
2024-05-27T22:40:01.949;83;44,8
2024-05-27T22:40:02.899;86;43,8
2024-05-27T22:40:03.910;87;43,1
2024-05-27T22:40:04.934;90;16,6
2024-05-27T22:40:05.918;91;16,5
2024-05-27T22:40:06.893;90;16,2
2024-05-27T22:40:07.918;90;16,3
2024-05-27T22:40:08.921;90;16,7
2024-05-27T22:40:09.908;89;16,6
2024-05-27T22:40:10.923;89;15,4
2024-05-27T22:40:11.900;90;15,1
2024-05-27T22:40:12.897;90;15,1
2024-05-27T22:40:13.928;88;15,8
2024-05-27T22:40:14.908;87;15,4
2024-05-27T22:40:15.894;86;15,6
2024-05-27T22:40:16.916;84;16,4
2024-05-27T22:40:17.938;82;16,4
2024-05-27T22:40:18.943;81;18,2
2024-05-27T22:40:19.918;80;17,7
2024-05-27T22:40:20.902;79;17,7
2024-05-27T22:40:21.910;78;17,8
2024-05-27T22:40:22.930;77;16,3
2024-05-27T22:40:23.909;77;15,0
2024-05-27T22:40:24.891;77;15,0
2024-05-27T22:40:25.911;77;14,7
2024-05-27T22:40:26.918;77;14,8
2024-05-27T22:40:27.915;76;15,3
2024-05-27T22:40:28.915;75;16,1
2024-05-27T22:40:29.905;75;15,9
2024-05-27T22:40:30.911;74;15,7
2024-05-27T22:40:31.920;75;17,5
2024-05-27T22:40:32.919;75;17,6
2024-05-27T22:40:33.898;75;17,8
2024-05-27T22:40:34.909;75;17,9
2024-05-27T22:40:35.925;76;17,9
2024-05-27T22:40:36.896;76;18,8
2024-05-27T22:40:37.930;76;18,0
2024-05-27T22:40:38.904;75;17,8
2024-05-27T22:40:39.912;75;18,2
2024-05-27T22:40:40.913;74;16,8
2024-05-27T22:40:41.920;74;15,4
2024-05-27T22:40:42.901;74;15,5
2024-05-27T22:40:43.909;75;17,7
2024-05-27T22:40:44.907;76;17,5
2024-05-27T22:40:45.910;78;21,5
2024-05-27T22:40:46.930;79;21,5
2024-05-27T22:40:47.909;81;21,3
2024-05-27T22:40:48.912;80;26,7
2024-05-27T22:40:49.931;80;26,6
2024-05-27T22:40:50.953;80;26,5
2024-05-27T22:40:51.930;79;25,9
2024-05-27T22:40:52.909;79;25,9
2024-05-27T22:40:53.949;79;24,5
2024-05-27T22:40:54.912;79;25,0
2024-05-27T22:40:55.959;79;24,9
2024-05-27T22:40:56.906;79;25,3
2024-05-27T22:40:57.890;79;25,3
2024-05-27T22:40:58.935;78;24,8
2024-05-27T22:40:59.922;78;25,0
2024-05-27T22:41:00.893;78;25,1
2024-05-27T22:41:01.911;77;24,7
2024-05-27T22:41:02.920;77;24,8
2024-05-27T22:41:03.905;76;24,5
2024-05-27T22:41:04.914;76;24,4
2024-05-27T22:41:05.899;76;24,4
2024-05-27T22:41:06.892;77;23,4
2024-05-27T22:41:07.929;77;23,4
2024-05-27T22:41:08.920;76;22,1
2024-05-27T22:41:09.899;76;22,1
2024-05-27T22:41:10.917;75;22,2
2024-05-27T22:41:11.917;75;15,4
