Phone timestamp;HR [bpm];HRV [ms];
2024-05-20T22:29:11.615;106
2024-05-20T22:29:12.584;105
2024-05-20T22:29:13.574;103;6,4
2024-05-20T22:29:14.557;103;5,4
2024-05-20T22:29:15.567;103;5,2
2024-05-20T22:29:16.558;103;5,0
2024-05-20T22:29:17.556;105;6,1
2024-05-20T22:29:18.557;107;7,7
2024-05-20T22:29:19.556;108;8,0
2024-05-20T22:29:20.565;108;7,8
2024-05-20T22:29:21.568;107;7,6
2024-05-20T22:29:22.538;105;8,6
2024-05-20T22:29:23.563;104;8,5
2024-05-20T22:29:24.568;102;8,6
2024-05-20T22:29:25.543;101;8,3
2024-05-20T22:29:26.576;101;8,1
2024-05-20T22:29:27.556;101;8,7
2024-05-20T22:29:28.539;102;8,3
2024-05-20T22:29:29.575;103;8,3
2024-05-20T22:29:30.567;103;8,3
2024-05-20T22:29:31.546;103;8,3
2024-05-20T22:29:32.560;103;8,3
2024-05-20T22:29:33.555;102;8,2
2024-05-20T22:29:34.562;103;7,9
2024-05-20T22:29:35.576;103;7,1
2024-05-20T22:29:36.552;104;6,6
2024-05-20T22:29:37.539;104;6,6
2024-05-20T22:29:38.577;103;7,0
2024-05-20T22:29:39.571;102;5,9
2024-05-20T22:29:40.547;102;5,8
2024-05-20T22:29:41.566;101;5,3
2024-05-20T22:29:42.548;101;5,4
2024-05-20T22:29:43.559;99;5,6
2024-05-20T22:29:44.608;98;4,9
2024-05-20T22:29:45.586;98;4,9
2024-05-20T22:29:46.572;97;4,7
2024-05-20T22:29:47.578;98;5,6
2024-05-20T22:29:48.577;98;5,6
2024-05-20T22:29:49.547;98;5,5
2024-05-20T22:29:50.564;98;5,5
2024-05-20T22:29:51.547;96;7,9
2024-05-20T22:29:52.543;95;7,9
2024-05-20T22:29:53.567;94;8,1
2024-05-20T22:29:54.547;92;8,1
2024-05-20T22:29:55.543;91;8,1
2024-05-20T22:29:56.579;90;8,2
2024-05-20T22:29:57.558;90;7,9
2024-05-20T22:29:58.556;91;9,3
2024-05-20T22:29:59.623;92;9,3
2024-05-20T22:30:00.547;93;9,3
2024-05-20T22:30:01.548;93;9,1
2024-05-20T22:30:02.579;93;9,1
2024-05-20T22:30:03.558;93;8,8
2024-05-20T22:30:04.545;93;8,9
2024-05-20T22:30:05.583;93;8,9
2024-05-20T22:30:06.549;95;10,4
2024-05-20T22:30:07.559;97;10,6
2024-05-20T22:30:08.568;99;10,6
2024-05-20T22:30:09.547;100;9,5
2024-05-20T22:30:10.559;101;9,0
2024-05-20T22:30:11.583;101;8,8
2024-05-20T22:30:12.551;101;8,9
2024-05-20T22:30:13.544;100;9,2
2024-05-20T22:30:14.561;99;9,2
2024-05-20T22:30:15.568;99;9,0
2024-05-20T22:30:16.559;99;7,5
2024-05-20T22:30:17.599;98;7,5
2024-05-20T22:30:18.587;97;7,6
2024-05-20T22:30:19.574;97;8,0
2024-05-20T22:30:20.547;96;8,0
2024-05-20T22:30:21.565;96;7,9
2024-05-20T22:30:22.544;96;7,9
2024-05-20T22:30:23.551;95;5,1
2024-05-20T22:30:24.566;95;5,3
2024-05-20T22:30:25.545;94;5,1
2024-05-20T22:30:26.534;94;4,9
2024-05-20T22:30:27.551;94;5,5
2024-05-20T22:30:28.558;95;5,6
2024-05-20T22:30:29.544;95;5,5
2024-05-20T22:30:30.552;96;5,3
2024-05-20T22:30:31.543;96;5,3
2024-05-20T22:30:32.526;96;4,8
2024-05-20T22:30:33.566;95;5,4
2024-05-20T22:30:34.546;94;5,9
2024-05-20T22:30:35.537;94;6,7
2024-05-20T22:30:36.549;94;6,8
2024-05-20T22:30:37.548;95;6,3
2024-05-20T22:30:38.528;96;7,0
