Phone timestamp;HR [bpm];HRV [ms];
2024-05-27T22:41:27.887;88
2024-05-27T22:41:28.915;90
2024-05-27T22:41:29.903;92
2024-05-27T22:41:30.909;93
2024-05-27T22:41:31.916;94;64,0
2024-05-27T22:41:32.902;94;57,2
2024-05-27T22:41:33.907;95;53,5
2024-05-27T22:41:34.931;95;50,5
2024-05-27T22:41:35.916;94;45,6
2024-05-27T22:41:36.897;93;43,7
2024-05-27T22:41:37.930;92;41,4
2024-05-27T22:41:38.918;91;40,4
2024-05-27T22:41:39.908;90;39,1
2024-05-27T22:41:40.915;90;38,0
2024-05-27T22:41:41.907;91;36,3
2024-05-27T22:41:42.908;92;35,4
2024-05-27T22:41:43.957;92;35,5
2024-05-27T22:41:44.918;92;34,7
2024-05-27T22:41:45.896;92;34,0
2024-05-27T22:41:46.910;90;33,4
2024-05-27T22:41:47.921;82;41,5
2024-05-27T22:41:48.914;81;40,8
2024-05-27T22:41:49.920;80;38,5
2024-05-27T22:41:50.907;81;36,0
2024-05-27T22:41:51.910;86;36,5
2024-05-27T22:41:52.917;89;35,7
2024-05-27T22:41:53.921;90;35,7
2024-05-27T22:41:54.896;90;36,5
2024-05-27T22:41:55.913;90;36,5
2024-05-27T22:41:56.938;89;37,1
2024-05-27T22:41:57.937;83;40,7
2024-05-27T22:41:58.910;80;43,2
2024-05-27T22:41:59.905;79;42,9
2024-05-27T22:42:00.899;78;42,8
2024-05-27T22:42:01.928;78;45,0
2024-05-27T22:42:02.908;79;44,9
2024-05-27T22:42:03.903;79;44,9
2024-05-27T22:42:04.911;79;44,9
2024-05-27T22:42:05.922;78;45,6
2024-05-27T22:42:06.910;77;45,7
2024-05-27T22:42:07.929;77;45,7
2024-05-27T22:42:08.905;76;45,6
2024-05-27T22:42:09.893;76;37,7
2024-05-27T22:42:10.919;76;38,2
2024-05-27T22:42:11.920;76;38,2
2024-05-27T22:42:12.895;76;36,6
2024-05-27T22:42:13.916;76;35,0
2024-05-27T22:42:14.919;76;33,0
2024-05-27T22:42:15.910;76;32,8
2024-05-27T22:42:16.933;77;32,8
2024-05-27T22:42:17.907;77;31,9
2024-05-27T22:42:18.898;78;32,0
2024-05-27T22:42:19.930;79;27,8
2024-05-27T22:42:20.918;80;23,0
2024-05-27T22:42:21.901;80;23,0
2024-05-27T22:42:22.913;81;23,1
2024-05-27T22:42:23.919;80;22,3
2024-05-27T22:42:24.898;80;20,2
2024-05-27T22:42:25.929;78;20,4
2024-05-27T22:42:26.911;78;20,4
2024-05-27T22:42:27.891;78;18,0
2024-05-27T22:42:28.927;79;19,9
2024-05-27T22:42:29.923;81;20,4
2024-05-27T22:42:30.941;82;20,4
2024-05-27T22:42:31.916;83;20,4
2024-05-27T22:42:32.920;84;19,6
2024-05-27T22:42:33.942;84;20,5
2024-05-27T22:42:34.940;83;21,9
2024-05-27T22:42:35.910;82;21,8
2024-05-27T22:42:36.889;81;21,6
2024-05-27T22:42:37.917;81;21,6
2024-05-27T22:42:38.904;81;21,8
2024-05-27T22:42:39.900;81;21,9
2024-05-27T22:42:40.917;81;20,9
2024-05-27T22:42:41.914;81;20,3
2024-05-27T22:42:42.898;81;20,3
2024-05-27T22:42:43.928;80;20,4
2024-05-27T22:42:44.919;80;20,8
2024-05-27T22:42:45.890;79;20,6
2024-05-27T22:42:46.928;78;18,6
2024-05-27T22:42:47.918;78;18,6
2024-05-27T22:42:48.900;78;20,0
2024-05-27T22:42:49.923;78;18,2
2024-05-27T22:42:50.922;78;16,3
2024-05-27T22:42:51.910;78;15,8
2024-05-27T22:42:52.928;78;15,9
2024-05-27T22:42:53.908;77;16,0
2024-05-27T22:42:54.896;76;16,1
2024-05-27T22:42:55.920;76;16,1
2024-05-27T22:42:56.918;76;15,0
2024-05-27T22:42:57.919;76;14,3
2024-05-27T22:42:58.916;76;14,2
2024-05-27T22:42:59.921;77;14,1
2024-05-27T22:43:00.908;77;14,1
2024-05-27T22:43:01.930;77;14,0
2024-05-27T22:43:02.908;76;13,9
2024-05-27T22:43:03.926;76;13,6
2024-05-27T22:43:04.930;76;14,0
2024-05-27T22:43:05.918;76;14,4
2024-05-27T22:43:06.898;76;14,3
2024-05-27T22:43:07.920;76;13,0
2024-05-27T22:43:08.900;77;12,8
2024-05-27T22:43:09.900;77;13,5
2024-05-27T22:43:10.932;77;13,5
2024-05-27T22:43:11.901;78;11,4
2024-05-27T22:43:12.894;78;11,4
2024-05-27T22:43:13.918;78;11,5
2024-05-27T22:43:14.919;78;12,9
2024-05-27T22:43:15.899;77;13,3
2024-05-27T22:43:16.919;76;13,1
2024-05-27T22:43:17.900;76;13,1
