Phone timestamp;HR [bpm];HRV [ms];
2024-05-17T13:20:15.936;124
2024-05-17T13:20:16.960;124;1,5
2024-05-17T13:20:17.950;124;1,2
2024-05-17T13:20:18.938;124;1,0
2024-05-17T13:20:19.978;125;1,3
2024-05-17T13:20:20.950;125;1,2
2024-05-17T13:20:21.957;125;1,2
2024-05-17T13:20:22.974;125;1,5
2024-05-17T13:20:23.966;124;1,5
2024-05-17T13:20:24.938;124;1,5
2024-05-17T13:20:25.966;123;1,5
2024-05-17T13:20:26.966;123;1,4
2024-05-17T13:20:27.945;123;1,4
2024-05-17T13:20:28.975;123;1,4
2024-05-17T13:20:29.952;124;1,4
2024-05-17T13:20:30.946;125;1,8
2024-05-17T13:20:31.995;125;1,8
2024-05-17T13:20:32.965;125;2,1
2024-05-17T13:20:33.947;124;2,2
2024-05-17T13:20:34.959;123;2,2
2024-05-17T13:20:35.965;123;2,2
2024-05-17T13:20:36.942;122;2,1
2024-05-17T13:20:37.976;122;2,1
2024-05-17T13:20:38.957;122;2,1
2024-05-17T13:20:39.956;121;2,3
2024-05-17T13:20:40.964;120;2,3
2024-05-17T13:20:41.966;119;2,4
2024-05-17T13:20:42.954;118;3,4
2024-05-17T13:20:43.963;117;3,4
2024-05-17T13:20:44.969;115;3,8
2024-05-17T13:20:45.955;115;4,1
2024-05-17T13:20:47.007;115;4,1
2024-05-17T13:20:47.956;116;4,4
2024-05-17T13:20:48.936;118;4,5
2024-05-17T13:20:49.960;119;4,5
2024-05-17T13:20:50.966;120;4,8
2024-05-17T13:20:51.955;122;4,9
2024-05-17T13:20:52.965;122;5,1
2024-05-17T13:20:53.952;121;5,5
2024-05-17T13:20:54.959;119;5,7
2024-05-17T13:20:55.977;117;6,0
2024-05-17T13:20:56.955;116;6,0
2024-05-17T13:20:57.937;115;5,5
2024-05-17T13:20:58.975;115;5,3
2024-05-17T13:20:59.970;115;5,3
2024-05-17T13:21:00.944;115;5,0
2024-05-17T13:21:01.967;114;5,2
2024-05-17T13:21:02.945;113;5,1
2024-05-17T13:21:03.946;111;5,0
2024-05-17T13:21:04.978;111;5,2
2024-05-17T13:21:05.955;113;5,0
2024-05-17T13:21:06.936;115;5,5
2024-05-17T13:21:07.977;116;5,4
2024-05-17T13:21:08.967;118;5,1
2024-05-17T13:21:09.940;120;5,2
2024-05-17T13:21:10.968;121;4,8
2024-05-17T13:21:11.946;120;5,4
2024-05-17T13:21:12.956;119;5,7
2024-05-17T13:21:13.958;118;5,6
2024-05-17T13:21:14.959;117;5,6
2024-05-17T13:21:15.940;117;5,5
2024-05-17T13:21:16.966;116;5,3
2024-05-17T13:21:17.968;116;5,1
2024-05-17T13:21:18.958;116;5,2
2024-05-17T13:21:20.007;116;5,0
2024-05-17T13:21:20.961;115;4,9
2024-05-17T13:21:21.957;115;4,1
2024-05-17T13:21:22.976;114;4,0
2024-05-17T13:21:23.995;114;4,0
2024-05-17T13:21:24.940;114;3,4
2024-05-17T13:21:25.978;115;3,6
2024-05-17T13:21:26.966;116;2,8
2024-05-17T13:21:27.956;116;2,1
2024-05-17T13:21:28.966;117;2,0
2024-05-17T13:21:29.948;117;2,1
2024-05-17T13:21:30.958;117;2,2
2024-05-17T13:21:31.974;116;2,4
2024-05-17T13:21:32.967;115;2,4
2024-05-17T13:21:33.942;115;2,4
2024-05-17T13:21:34.977;116;2,7
2024-05-17T13:21:35.970;116;2,5
2024-05-17T13:21:36.946;117;2,7
2024-05-17T13:21:37.965;118;3,0
2024-05-17T13:21:38.951;119;3,0
2024-05-17T13:21:39.955;119;3,0
2024-05-17T13:21:40.969;118;3,4
2024-05-17T13:21:41.966;115;6,0
2024-05-17T13:21:42.945;114;6,0
2024-05-17T13:21:43.977;111;6,1
2024-05-17T13:21:44.968;111;6,6
2024-05-17T13:21:45.939;111;6,8
2024-05-17T13:21:46.974;113;7,0
