Phone timestamp;HR [bpm];HRV [ms];
2024-05-17T13:10:01.960;148
2024-05-17T13:10:02.980;148;0,4
2024-05-17T13:10:03.979;147;1,8
2024-05-17T13:10:04.972;146;1,6
2024-05-17T13:10:05.941;146;1,5
2024-05-17T13:10:06.979;145;1,4
2024-05-17T13:10:07.969;145;1,3
2024-05-17T13:10:08.941;145;1,2
2024-05-17T13:10:09.973;145;1,2
2024-05-17T13:10:10.964;146;1,6
2024-05-17T13:10:11.962;147;1,6
2024-05-17T13:10:12.964;148;1,6
2024-05-17T13:10:13.975;148;1,6
2024-05-17T13:10:14.948;148;1,6
2024-05-17T13:10:16.044;147;1,4
2024-05-17T13:10:16.971;147;1,4
2024-05-17T13:10:17.959;147;1,3
2024-05-17T13:10:18.972;147;1,3
2024-05-17T13:10:19.953;147;1,3
2024-05-17T13:10:20.962;147;1,4
2024-05-17T13:10:21.980;147;1,4
2024-05-17T13:10:22.972;147;1,0
2024-05-17T13:10:23.949;146;1,0
2024-05-17T13:10:24.965;145;1,3
2024-05-17T13:10:25.974;144;1,2
2024-05-17T13:10:26.948;144;1,3
2024-05-17T13:10:27.971;143;1,3
2024-05-17T13:10:28.953;143;1,3
2024-05-17T13:10:29.965;143;1,4
2024-05-17T13:10:30.981;142;1,4
2024-05-17T13:10:31.960;143;1,8
2024-05-17T13:10:32.947;144;1,8
2024-05-17T13:10:33.964;145;1,7
2024-05-17T13:10:34.973;144;1,8
2024-05-17T13:10:35.980;142;2,6
2024-05-17T13:10:36.972;140;2,7
2024-05-17T13:10:37.956;138;2,8
2024-05-17T13:10:38.964;136;2,8
2024-05-17T13:10:39.972;135;2,8
2024-05-17T13:10:40.954;135;2,8
2024-05-17T13:10:41.949;135;2,8
2024-05-17T13:10:42.964;135;2,8
2024-05-17T13:10:43.972;135;2,8
2024-05-17T13:10:44.946;135;2,6
2024-05-17T13:10:45.973;134;2,6
2024-05-17T13:10:46.959;135;3,1
2024-05-17T13:10:47.964;136;3,0
2024-05-17T13:10:48.964;136;2,4
2024-05-17T13:10:49.972;135;2,6
2024-05-17T13:10:50.947;134;2,5
2024-05-17T13:10:51.966;133;2,5
2024-05-17T13:10:52.957;132;2,5
2024-05-17T13:10:53.962;132;2,5
2024-05-17T13:10:54.978;132;2,5
2024-05-17T13:10:55.957;132;2,5
2024-05-17T13:10:56.966;131;2,6
2024-05-17T13:10:57.980;130;2,6
2024-05-17T13:10:59.000;129;2,9
2024-05-17T13:10:59.948;129;2,9
2024-05-17T13:11:00.967;128;2,5
2024-05-17T13:11:01.959;128;2,5
2024-05-17T13:11:02.964;128;2,2
2024-05-17T13:11:03.981;128;2,2
2024-05-17T13:11:04.961;127;2,2
2024-05-17T13:11:05.965;127;2,2
2024-05-17T13:11:06.980;127;2,2
2024-05-17T13:11:07.974;126;2,1
2024-05-17T13:11:08.979;127;2,3
2024-05-17T13:11:09.988;127;2,3
2024-05-17T13:11:10.974;125;2,5
2024-05-17T13:11:11.964;124;2,6
2024-05-17T13:11:12.999;124;2,2
2024-05-17T13:11:13.960;124;2,2
2024-05-17T13:11:14.941;124;2,2
2024-05-17T13:11:15.982;124;2,2
2024-05-17T13:11:16.961;125;2,3
2024-05-17T13:11:17.952;126;2,3
2024-05-17T13:11:18.969;126;2,1
2024-05-17T13:11:19.961;125;2,3
2024-05-17T13:11:20.945;125;2,3
2024-05-17T13:11:21.981;124;2,4
2024-05-17T13:11:22.961;124;2,2
2024-05-17T13:11:23.942;123;2,3
2024-05-17T13:11:24.983;124;1,8
2024-05-17T13:11:25.974;124;1,7
2024-05-17T13:11:26.962;124;1,9
