Phone timestamp;sensor timestamp [ns];channel 0;channel 1;channel 2;ambient
2024-04-25T22:28:54.948;537278336241580826;-406341;-416469;-393213;-530272
2024-04-25T22:28:54.966;537278336259738145;-406289;-416543;-393237;-530358
2024-04-25T22:28:54.984;537278336277895464;-406306;-416436;-393221;-530385
2024-04-25T22:28:55.002;537278336296052783;-406285;-416406;-393206;-530305
2024-04-25T22:28:55.021;537278336314210102;-406274;-416389;-393192;-530358
2024-04-25T22:28:55.039;537278336332367421;-406227;-416364;-393138;-530353
2024-04-25T22:28:55.057;537278336350524740;-406162;-416311;-393045;-530334
2024-04-25T22:28:55.075;537278336368682059;-406150;-416288;-393102;-530322
2024-04-25T22:28:55.093;537278336386839378;-406271;-416328;-393125;-530365
2024-04-25T22:28:55.111;537278336404996697;-406335;-416424;-393197;-530364
2024-04-25T22:28:55.130;537278336423154016;-406400;-416485;-393319;-530311
2024-04-25T22:28:55.148;537278336441311335;-406552;-416574;-393443;-530395
2024-04-25T22:28:55.166;537278336459468654;-406620;-416672;-393491;-530331
2024-04-25T22:28:55.184;537278336477625973;-406722;-416730;-393660;-530394
2024-04-25T22:28:55.202;537278336495783292;-406792;-416800;-393747;-530388
2024-04-25T22:28:55.220;537278336513940611;-406818;-416825;-393817;-530368
2024-04-25T22:28:55.238;537278336532097930;-406865;-416848;-393793;-530332
2024-04-25T22:28:55.257;537278336550255249;-406884;-416883;-393894;-530316
2024-04-25T22:28:55.275;537278336568412568;-406912;-416879;-393899;-530332
2024-04-25T22:28:55.293;537278336586569887;-406977;-416932;-393928;-530397
2024-04-25T22:28:55.311;537278336604727206;-406963;-416809;-393876;-530327
2024-04-25T22:28:55.329;537278336622884525;-406902;-416805;-393843;-530298
2024-04-25T22:28:55.347;537278336641041844;-406941;-416817;-393881;-530329
2024-04-25T22:28:55.366;537278336659199163;-406953;-416819;-393912;-530330
2024-04-25T22:28:55.384;537278336677356482;-406969;-416822;-393927;-530404
2024-04-25T22:28:55.402;537278336695513801;-406972;-416843;-393882;-530346
2024-04-25T22:28:55.420;537278336713671120;-407036;-416880;-393982;-530393
2024-04-25T22:28:55.438;537278336731828439;-407046;-416882;-394000;-530388
2024-04-25T22:28:55.456;537278336749985758;-407070;-416856;-394052;-530313
2024-04-25T22:28:55.475;537278336768143077;-407126;-416925;-394090;-530259
2024-04-25T22:28:55.493;537278336786300396;-407158;-416949;-394132;-530310
2024-04-25T22:28:55.511;537278336804457690;-407228;-416955;-394146;-530364
2024-04-25T22:28:55.529;537278336822614978;-407160;-416961;-394174;-530360
2024-04-25T22:28:55.547;537278336840772266;-407248;-416919;-394215;-530387
2024-04-25T22:28:55.565;537278336858929554;-407241;-416912;-394173;-530347
2024-04-25T22:28:55.583;537278336877086842;-407218;-416889;-394153;-530344
2024-04-25T22:28:55.602;537278336895244130;-407205;-416869;-394180;-530351
2024-04-25T22:28:55.620;537278336913401418;-407212;-416842;-394152;-530333
2024-04-25T22:28:55.638;537278336931558706;-407207;-416859;-394194;-530387
2024-04-25T22:28:55.656;537278336949715994;-407191;-416809;-394122;-530336
2024-04-25T22:28:55.674;537278336967873282;-407196;-416807;-394121;-530371
2024-04-25T22:28:55.692;537278336986030570;-407217;-416815;-394142;-530371
2024-04-25T22:28:55.711;537278337004187858;-407139;-416785;-394090;-530373
2024-04-25T22:28:55.729;537278337022345146;-407162;-416791;-394141;-530356
2024-04-25T22:28:55.747;537278337040502434;-407115;-416751;-394066;-530360
2024-04-25T22:28:55.765;537278337058659722;-407123;-416675;-394066;-530360
2024-04-25T22:28:55.783;537278337076817010;-407124;-416728;-394100;-530386
2024-04-25T22:28:55.801;537278337094974298;-407086;-416700;-394069;-530393
2024-04-25T22:28:55.819;537278337113131586;-407081;-416613;-394004;-530347
2024-04-25T22:28:55.838;537278337131288874;-407101;-416574;-394028;-530371
2024-04-25T22:28:55.856;537278337149446162;-407073;-416697;-394033;-530362
2024-04-25T22:28:55.874;537278337167603450;-407129;-416739;-394056;-530336
2024-04-25T22:28:55.892;537278337185760738;-407226;-416834;-394203;-530376
2024-04-25T22:28:55.910;537278337203918026;-407275;-416828;-394317;-530356
2024-04-25T22:28:55.928;537278337222075314;-407424;-416943;-394438;-530343
2024-04-25T22:28:55.947;537278337240232602;-407530;-417041;-394524;-530348
2024-04-25T22:28:55.965;537278337258389890;-407643;-417130;-394682;-530360
2024-04-25T22:28:55.983;537278337276547178;-407666;-417178;-394755;-530333
2024-04-25T22:28:56.001;537278337294704466;-407791;-417220;-394876;-530426
2024-04-25T22:28:56.019;537278337312861754;-407779;-417270;-394904;-530390
2024-04-25T22:28:56.037;537278337331019042;-407828;-417308;-394946;-530394
2024-04-25T22:28:56.056;537278337349176330;-407856;-417296;-394893;-530370
2024-04-25T22:28:56.074;537278337367333618;-407873;-417291;-394914;-530371
2024-04-25T22:28:56.092;537278337385490906;-407860;-417241;-394925;-530391
2024-04-25T22:28:56.110;537278337403648194;-407903;-417242;-394937;-530396
2024-04-25T22:28:56.128;537278337421805482;-407926;-417281;-394935;-530403
2024-04-25T22:28:56.146;537278337439962770;-407929;-417275;-394996;-530359
2024-04-25T22:28:56.164;537278337458120058;-407931;-417293;-394978;-530363
2024-04-25T22:28:56.183;537278337476277346;-407993;-417332;-395048;-530351
2024-04-25T22:28:56.201;537278337494434634;-408039;-417388;-395068;-530339
2024-04-25T22:28:56.219;537278337512591922;-408033;-417318;-395126;-530348
2024-04-25T22:28:56.237;537278337530749210;-408138;-417362;-395173;-530374
2024-04-25T22:28:56.255;537278337548906498;-408151;-417364;-395246;-530385
2024-04-25T22:28:56.273;537278337567063786;-408164;-417345;-395272;-530327
2024-04-25T22:28:56.292;537278337585221074;-408163;-417354;-395261;-530366
2024-04-25T22:28:56.310;537278337603378362;-408167;-417348;-395232;-530313
2024-04-25T22:28:56.328;537278337621535650;-408185;-417382;-395238;-530326
2024-04-25T22:28:56.346;537278337639692938;-408152;-417325;-395218;-530402
2024-04-25T22:28:56.364;537278337657850226;-408180;-417336;-395188;-530398
2024-04-25T22:28:56.382;537278337676009303;-408173;-417237;-395177;-530371
2024-04-25T22:28:56.401;537278337694168371;-408075;-417229;-395125;-530326
2024-04-25T22:28:56.419;537278337712327439;-408070;-417187;-395155;-530398
2024-04-25T22:28:56.437;537278337730486507;-408014;-417147;-395060;-530318
2024-04-25T22:28:56.455;537278337748645575;-408014;-417154;-395072;-530373
2024-04-25T22:28:56.473;537278337766804643;-407992;-417138;-395039;-530325
2024-04-25T22:28:56.491;537278337784963711;-407916;-417053;-395040;-530337
2024-04-25T22:28:56.509;537278337803122779;-407963;-417024;-394988;-530366
2024-04-25T22:28:56.528;537278337821281847;-407927;-417054;-395019;-530370
2024-04-25T22:28:56.546;537278337839440915;-407921;-416979;-395009;-530347
2024-04-25T22:28:56.564;537278337857599983;-407887;-417023;-394971;-530328
2024-04-25T22:28:56.582;537278337875759051;-407937;-417006;-394969;-530346
2024-04-25T22:28:56.600;537278337893918119;-407974;-417035;-395000;-530318
2024-04-25T22:28:56.618;537278337912077187;-408038;-417085;-395045;-530314
2024-04-25T22:28:56.637;537278337930236255;-408110;-417193;-395182;-530332
2024-04-25T22:28:56.655;537278337948395323;-408231;-417359;-395321;-530359
2024-04-25T22:28:56.673;537278337966554391;-408340;-417399;-395473;-530396
2024-04-25T22:28:56.691;537278337984713459;-408438;-417426;-395556;-530364
2024-04-25T22:28:56.709;537278338002872527;-408531;-417478;-395651;-530393
2024-04-25T22:28:56.727;537278338021031595;-408555;-417517;-395665;-530322
2024-04-25T22:28:56.746;537278338039190663;-408623;-417529;-395776;-530334
2024-04-25T22:28:56.764;537278338057349731;-408668;-417558;-395806;-530356
2024-04-25T22:28:56.782;537278338075508799;-408733;-417564;-395788;-530367
2024-04-25T22:28:56.800;537278338093667867;-408754;-417576;-395880;-530394
2024-04-25T22:28:56.818;537278338111826935;-408782;-417593;-395887;-530398
2024-04-25T22:28:56.836;537278338129986003;-408805;-417607;-395898;-530407
2024-04-25T22:28:56.855;537278338148145071;-408776;-417568;-395913;-530395
2024-04-25T22:28:56.873;537278338166304139;-408759;-417563;-395926;-530356
2024-04-25T22:28:56.891;537278338184463207;-408822;-417595;-395986;-530385
2024-04-25T22:28:56.909;537278338202622275;-408833;-417607;-396010;-530376
2024-04-25T22:28:56.927;537278338220781343;-408865;-417590;-396031;-530356
2024-04-25T22:28:56.945;537278338238940411;-408946;-417642;-396081;-530368
2024-04-25T22:28:56.963;537278338257099479;-408961;-417646;-396097;-530348
2024-04-25T22:28:56.982;537278338275258547;-408993;-417645;-396126;-530354
2024-04-25T22:28:57.000;537278338293417615;-409027;-417706;-396144;-530341
2024-04-25T22:28:57.018;537278338311576683;-408992;-417670;-396098;-530363
2024-04-25T22:28:57.036;537278338329735751;-408967;-417659;-396147;-530373
2024-04-25T22:28:57.054;537278338347894819;-408967;-417631;-396174;-530374
2024-04-25T22:28:57.072;537278338366053887;-408939;-417624;-396122;-530324
2024-04-25T22:28:57.091;537278338384212955;-408871;-417566;-396071;-530284
2024-04-25T22:28:57.109;537278338402372023;-408911;-417543;-396074;-530341
2024-04-25T22:28:57.127;537278338420531091;-408922;-417547;-396065;-530307
2024-04-25T22:28:57.145;537278338438690159;-408913;-417468;-396035;-530307
2024-04-25T22:28:57.163;537278338456849227;-408877;-417486;-395982;-530341
2024-04-25T22:28:57.181;537278338475008295;-408837;-417417;-395955;-530336
2024-04-25T22:28:57.200;537278338493167363;-408790;-417353;-395884;-530356
2024-04-25T22:28:57.218;537278338511326431;-408754;-417342;-395858;-530345
2024-04-25T22:28:57.236;537278338529485499;-408792;-417335;-395897;-530363
2024-04-25T22:28:57.254;537278338547644430;-408714;-417312;-395797;-530346
2024-04-25T22:28:57.272;537278338565803352;-408702;-417283;-395842;-530364
2024-04-25T22:28:57.290;537278338583962274;-408674;-417251;-395824;-530358
2024-04-25T22:28:57.308;537278338602121196;-408611;-417150;-395751;-530357
2024-04-25T22:28:57.327;537278338620280118;-408598;-417108;-395683;-530308
2024-04-25T22:28:57.345;537278338638439040;-408592;-417186;-395717;-530386
2024-04-25T22:28:57.363;537278338656597962;-408589;-417117;-395699;-530329
2024-04-25T22:28:57.381;537278338674756884;-408611;-417157;-395776;-530343
2024-04-25T22:28:57.399;537278338692915806;-408667;-417228;-395847;-530322
2024-04-25T22:28:57.417;537278338711074728;-408817;-417342;-395955;-530313
2024-04-25T22:28:57.436;537278338729233650;-408899;-417347;-396014;-530385
2024-04-25T22:28:57.454;537278338747392572;-408926;-417366;-396041;-530387
2024-04-25T22:28:57.472;537278338765551494;-408950;-417382;-396084;-530348
2024-04-25T22:28:57.490;537278338783710416;-408997;-417391;-396137;-530331
2024-04-25T22:28:57.508;537278338801869338;-409023;-417463;-396160;-530350
2024-04-25T22:28:57.526;537278338820028260;-409004;-417500;-396191;-530339
2024-04-25T22:28:57.545;537278338838187182;-409073;-417477;-396205;-530358
2024-04-25T22:28:57.563;537278338856346104;-409060;-417473;-396194;-530350
2024-04-25T22:28:57.581;537278338874505026;-409010;-417471;-396206;-530339
2024-04-25T22:28:57.599;537278338892663948;-409006;-417428;-396236;-530366
2024-04-25T22:28:57.617;537278338910822870;-409042;-417474;-396201;-530337
2024-04-25T22:28:57.635;537278338928981792;-409063;-417403;-396238;-530383
2024-04-25T22:28:57.653;537278338947140714;-409071;-417430;-396275;-530308
2024-04-25T22:28:57.672;537278338965299636;-409088;-417457;-396283;-530344
2024-04-25T22:28:57.690;537278338983458558;-409059;-417375;-396264;-530375
2024-04-25T22:28:57.708;537278339001617480;-409025;-417388;-396240;-530306
2024-04-25T22:28:57.726;537278339019776402;-409073;-417370;-396167;-530326
2024-04-25T22:28:57.744;537278339037935324;-409031;-417376;-396170;-530350
2024-04-25T22:28:57.762;537278339056094246;-408985;-417366;-396182;-530349
2024-04-25T22:28:57.781;537278339074253168;-409033;-417391;-396202;-530401
2024-04-25T22:28:57.799;537278339092412090;-409025;-417288;-396114;-530345
2024-04-25T22:28:57.817;537278339110571012;-408950;-417259;-396096;-530267
2024-04-25T22:28:57.835;537278339128729934;-408963;-417266;-396080;-530332
2024-04-25T22:28:57.853;537278339146888856;-408894;-417218;-396071;-530312
2024-04-25T22:28:57.871;537278339165047778;-408839;-417185;-395976;-530373
2024-04-25T22:28:57.890;537278339183206700;-408815;-417165;-396008;-530316
2024-04-25T22:28:57.908;537278339201365622;-408850;-417079;-395938;-530328
2024-04-25T22:28:57.926;537278339219524544;-408748;-416998;-395878;-530312
2024-04-25T22:28:57.944;537278339237683466;-408747;-416983;-395782;-530381
2024-04-25T22:28:57.962;537278339255842388;-408687;-416988;-395789;-530370
2024-04-25T22:28:57.980;537278339274001310;-408624;-416938;-395788;-530343
2024-04-25T22:28:57.999;537278339292160232;-408552;-416903;-395782;-530315
2024-04-25T22:28:58.017;537278339310319154;-408453;-416846;-395634;-530309
2024-04-25T22:28:58.035;537278339328478076;-408488;-416840;-395655;-530379
2024-04-25T22:28:58.053;537278339346636998;-408490;-416775;-395629;-530350
2024-04-25T22:28:58.071;537278339364793688;-408439;-416711;-395538;-530310
2024-04-25T22:28:58.089;537278339382950372;-408305;-416664;-395469;-530288
2024-04-25T22:28:58.107;537278339401107056;-408288;-416655;-395472;-530345
2024-04-25T22:28:58.126;537278339419263740;-408241;-416559;-395369;-530354
2024-04-25T22:28:58.144;537278339437420424;-408209;-416510;-395325;-530318
2024-04-25T22:28:58.162;537278339455577108;-408141;-416475;-395312;-530362
2024-04-25T22:28:58.180;537278339473733792;-408096;-416404;-395229;-530319
2024-04-25T22:28:58.198;537278339491890476;-408063;-416365;-395087;-530327
2024-04-25T22:28:58.216;537278339510047160;-408019;-416347;-395057;-530353
2024-04-25T22:28:58.235;537278339528203844;-407923;-416298;-395016;-530322
2024-04-25T22:28:58.253;537278339546360528;-407867;-416240;-394977;-530362
2024-04-25T22:28:58.271;537278339564517212;-407818;-416222;-394954;-530366
2024-04-25T22:28:58.289;537278339582673896;-407740;-416095;-394833;-530295
2024-04-25T22:28:58.307;537278339600830580;-407684;-416026;-394756;-530267
2024-04-25T22:28:58.325;537278339618987264;-407734;-416101;-394842;-530325
2024-04-25T22:28:58.344;537278339637143948;-407788;-416102;-394866;-530349
2024-04-25T22:28:58.362;537278339655300632;-407857;-416177;-394934;-530363
2024-04-25T22:28:58.380;537278339673457316;-407917;-416178;-394966;-530368
2024-04-25T22:28:58.398;537278339691614000;-407925;-416226;-394960;-530318
2024-04-25T22:28:58.416;537278339709770684;-407986;-416295;-395016;-530329
2024-04-25T22:28:58.434;537278339727927368;-407970;-416262;-395053;-530324
2024-04-25T22:28:58.452;537278339746084052;-407995;-416264;-395039;-530350
2024-04-25T22:28:58.471;537278339764240736;-407962;-416276;-395009;-530325
2024-04-25T22:28:58.489;537278339782397420;-407920;-416215;-395014;-530305
2024-04-25T22:28:58.507;537278339800554104;-407934;-416268;-394995;-530295
2024-04-25T22:28:58.525;537278339818710788;-407920;-416254;-395028;-530359
2024-04-25T22:28:58.543;537278339836867472;-407842;-416167;-394948;-530325
2024-04-25T22:28:58.561;537278339855024156;-407876;-416228;-394941;-530348
2024-04-25T22:28:58.580;537278339873180840;-407870;-416188;-394934;-530274
2024-04-25T22:28:58.598;537278339891337524;-407883;-416219;-395019;-530335
2024-04-25T22:28:58.616;537278339909494208;-407883;-416203;-394949;-530354
2024-04-25T22:28:58.634;537278339927650892;-407857;-416213;-394959;-530286
2024-04-25T22:28:58.652;537278339945807576;-407878;-416150;-394949;-530362
2024-04-25T22:28:58.670;537278339963964260;-407851;-416166;-394880;-530368
2024-04-25T22:28:58.688;537278339982120944;-407876;-416150;-394881;-530375
2024-04-25T22:28:58.707;537278340000277628;-407855;-416102;-394846;-530351
2024-04-25T22:28:58.725;537278340018434312;-407787;-416138;-394867;-530384
2024-04-25T22:28:58.743;537278340036590996;-407758;-416051;-394772;-530347
2024-04-25T22:28:58.761;537278340054747680;-407750;-416046;-394784;-530392
2024-04-25T22:28:58.779;537278340072904364;-407690;-415981;-394740;-530348
2024-04-25T22:28:58.797;537278340091061048;-407619;-415941;-394671;-530357
2024-04-25T22:28:58.816;537278340109217732;-407566;-415933;-394660;-530367
2024-04-25T22:28:58.834;537278340127374416;-407540;-415908;-394594;-530358
2024-04-25T22:28:58.852;537278340145531100;-407469;-415848;-394588;-530347
2024-04-25T22:28:58.870;537278340163687784;-407416;-415811;-394536;-530334
2024-04-25T22:28:58.888;537278340181844468;-407408;-415792;-394500;-530352
2024-04-25T22:28:58.906;537278340200001152;-407353;-415698;-394464;-530366
2024-04-25T22:28:58.925;537278340218157836;-407305;-415698;-394395;-530316
2024-04-25T22:28:58.943;537278340236315285;-407313;-415663;-394361;-530339
2024-04-25T22:28:58.961;537278340254472732;-407220;-415650;-394240;-530323
2024-04-25T22:28:58.979;537278340272630179;-407245;-415626;-394289;-530384
2024-04-25T22:28:58.997;537278340290787626;-407220;-415591;-394243;-530347
2024-04-25T22:28:59.015;537278340308945073;-407180;-415631;-394190;-530353
2024-04-25T22:28:59.033;537278340327102520;-407150;-415574;-394142;-530346
2024-04-25T22:28:59.052;537278340345259967;-407089;-415472;-394170;-530327
2024-04-25T22:28:59.070;537278340363417414;-407001;-415455;-394067;-530319
2024-04-25T22:28:59.088;537278340381574861;-406953;-415424;-394048;-530365
2024-04-25T22:28:59.106;537278340399732308;-406866;-415412;-393912;-530276
2024-04-25T22:28:59.124;537278340417889755;-406863;-415394;-393898;-530332
2024-04-25T22:28:59.142;537278340436047202;-406817;-415256;-393814;-530349
2024-04-25T22:28:59.161;537278340454204649;-406790;-415265;-393806;-530331
2024-04-25T22:28:59.179;537278340472362096;-406755;-415190;-393734;-530368
2024-04-25T22:28:59.197;537278340490519543;-406679;-415219;-393723;-530357
2024-04-25T22:28:59.215;537278340508676990;-406625;-415142;-393606;-530359
2024-04-25T22:28:59.233;537278340526834437;-406599;-415129;-393588;-530359
2024-04-25T22:28:59.251;537278340544991884;-406520;-415077;-393512;-530336
2024-04-25T22:28:59.270;537278340563149331;-406502;-415075;-393530;-530308
2024-04-25T22:28:59.288;537278340581306778;-406386;-414952;-393364;-530293
2024-04-25T22:28:59.306;537278340599464225;-406353;-414898;-393331;-530374
2024-04-25T22:28:59.324;537278340617621672;-406285;-414877;-393304;-530342
2024-04-25T22:28:59.342;537278340635779119;-406282;-414858;-393242;-530336
2024-04-25T22:28:59.360;537278340653936566;-406132;-414818;-393177;-530313
2024-04-25T22:28:59.378;537278340672094013;-406165;-414792;-393155;-530379
2024-04-25T22:28:59.397;537278340690251460;-406133;-414758;-393083;-530342
2024-04-25T22:28:59.415;537278340708408907;-406161;-414843;-393196;-530356
2024-04-25T22:28:59.433;537278340726566354;-406224;-414890;-393209;-530360
2024-04-25T22:28:59.451;537278340744723801;-406310;-414959;-393265;-530361
2024-04-25T22:28:59.469;537278340762881248;-406348;-415024;-393321;-530354
2024-04-25T22:28:59.487;537278340781038695;-406361;-415000;-393330;-530325
2024-04-25T22:28:59.506;537278340799196142;-406391;-415020;-393308;-530329
2024-04-25T22:28:59.524;537278340817353589;-406346;-415053;-393369;-530360
2024-04-25T22:28:59.542;537278340835511036;-406354;-415016;-393390;-530358
2024-04-25T22:28:59.560;537278340853668483;-406371;-415000;-393284;-530311
2024-04-25T22:28:59.578;537278340871825930;-406338;-415022;-393322;-530361
2024-04-25T22:28:59.596;537278340889983377;-406333;-415083;-393359;-530380
2024-04-25T22:28:59.614;537278340908140824;-406301;-415051;-393336;-530363
2024-04-25T22:28:59.633;537278340926298271;-406336;-415083;-393293;-530329
2024-04-25T22:28:59.651;537278340944455718;-406297;-415038;-393223;-530379
2024-04-25T22:28:59.669;537278340962612774;-406342;-415090;-393301;-530415
2024-04-25T22:28:59.687;537278340980769800;-406359;-415003;-393261;-530343
2024-04-25T22:28:59.705;537278340998926826;-406381;-415097;-393312;-530339
2024-04-25T22:28:59.723;537278341017083852;-406360;-415109;-393288;-530329
2024-04-25T22:28:59.742;537278341035240878;-406337;-415123;-393279;-530334
2024-04-25T22:28:59.760;537278341053397904;-406353;-415118;-393334;-530385
2024-04-25T22:28:59.778;537278341071554930;-406389;-415196;-393296;-530385
2024-04-25T22:28:59.796;537278341089711956;-406375;-415163;-393323;-530367
2024-04-25T22:28:59.814;537278341107868982;-406390;-415157;-393313;-530353
2024-04-25T22:28:59.832;537278341126026008;-406318;-415125;-393305;-530310
2024-04-25T22:28:59.851;537278341144183034;-406317;-415129;-393276;-530302
2024-04-25T22:28:59.869;537278341162340060;-406313;-415161;-393240;-530337
2024-04-25T22:28:59.887;537278341180497086;-406272;-415049;-393194;-530315
2024-04-25T22:28:59.905;537278341198654112;-406203;-415032;-393137;-530297
2024-04-25T22:28:59.923;537278341216811138;-406231;-415018;-393082;-530354
2024-04-25T22:28:59.941;537278341234968164;-406170;-415040;-393046;-530345
2024-04-25T22:28:59.959;537278341253125190;-406141;-415024;-393040;-530273
2024-04-25T22:28:59.978;537278341271282216;-406138;-414976;-392990;-530362
2024-04-25T22:28:59.996;537278341289439242;-406107;-414935;-393027;-530353
2024-04-25T22:29:00.014;537278341307596268;-406100;-415075;-393040;-530356
2024-04-25T22:29:00.032;537278341325753294;-406039;-414985;-393017;-530333
2024-04-25T22:29:00.050;537278341343910320;-406036;-414968;-392978;-530387
2024-04-25T22:29:00.068;537278341362067346;-406000;-414943;-392880;-530343
2024-04-25T22:29:00.087;537278341380224372;-406013;-414939;-392890;-530380
2024-04-25T22:29:00.105;537278341398381398;-405924;-414873;-392859;-530308
2024-04-25T22:29:00.123;537278341416538424;-405922;-414930;-392874;-530290
2024-04-25T22:29:00.141;537278341434695450;-405896;-414857;-392824;-530335
2024-04-25T22:29:00.159;537278341452852476;-405879;-414874;-392778;-530345
2024-04-25T22:29:00.177;537278341471009502;-405813;-414820;-392723;-530343
2024-04-25T22:29:00.196;537278341489166528;-405789;-414794;-392721;-530350
2024-04-25T22:29:00.214;537278341507323554;-405741;-414778;-392686;-530353
2024-04-25T22:29:00.232;537278341525480580;-405708;-414719;-392631;-530390
2024-04-25T22:29:00.250;537278341543637606;-405707;-414733;-392609;-530416
2024-04-25T22:29:00.268;537278341561794632;-405674;-414687;-392520;-530367
2024-04-25T22:29:00.286;537278341579951658;-405698;-414622;-392549;-530386
2024-04-25T22:29:00.304;537278341598108684;-405606;-414585;-392474;-530390
2024-04-25T22:29:00.323;537278341616265710;-405569;-414583;-392445;-530319
2024-04-25T22:29:00.341;537278341634422736;-405467;-414574;-392362;-530342
2024-04-25T22:29:00.359;537278341652579762;-405464;-414513;-392404;-530313
2024-04-25T22:29:00.377;537278341670736788;-405448;-414490;-392340;-530312
2024-04-25T22:29:00.395;537278341688893814;-405428;-414489;-392279;-530335
2024-04-25T22:29:00.413;537278341707050840;-405349;-414411;-392236;-530254
2024-04-25T22:29:00.432;537278341725207866;-405312;-414363;-392227;-530256
2024-04-25T22:29:00.450;537278341743364892;-405286;-414361;-392159;-530298
2024-04-25T22:29:00.468;537278341761521918;-405190;-414383;-392078;-530254
2024-04-25T22:29:00.486;537278341779678944;-405251;-414357;-392048;-530293
2024-04-25T22:29:00.504;537278341797835970;-405319;-414443;-392106;-530262
2024-04-25T22:29:00.522;537278341815992996;-405385;-414470;-392220;-530296
2024-04-25T22:29:00.541;537278341834150022;-405507;-414596;-392323;-530332
2024-04-25T22:29:00.559;537278341852310004;-405561;-414655;-392372;-530288
2024-04-25T22:29:00.577;537278341870469957;-405642;-414803;-392481;-530343
2024-04-25T22:29:00.595;537278341888629910;-405685;-414901;-392537;-530319
2024-04-25T22:29:00.613;537278341906789863;-405744;-414911;-392550;-530280
2024-04-25T22:29:00.631;537278341924949816;-405779;-414971;-392635;-530301
2024-04-25T22:29:00.649;537278341943109769;-405863;-415038;-392668;-530331
2024-04-25T22:29:00.668;537278341961269722;-405852;-415036;-392630;-530378
2024-04-25T22:29:00.686;537278341979429675;-405852;-415085;-392639;-530341
2024-04-25T22:29:00.704;537278341997589628;-405838;-415134;-392681;-530350
2024-04-25T22:29:00.722;537278342015749581;-405873;-415113;-392718;-530360
2024-04-25T22:29:00.740;537278342033909534;-405881;-415140;-392721;-530329
2024-04-25T22:29:00.758;537278342052069487;-405899;-415156;-392739;-530353
2024-04-25T22:29:00.777;537278342070229440;-405932;-415185;-392766;-530343
2024-04-25T22:29:00.795;537278342088389393;-405964;-415274;-392806;-530340
2024-04-25T22:29:00.813;537278342106549346;-406037;-415271;-392881;-530305
2024-04-25T22:29:00.831;537278342124709299;-406048;-415298;-392884;-530283
2024-04-25T22:29:00.849;537278342142869252;-406074;-415413;-392906;-530262
2024-04-25T22:29:00.867;537278342161029205;-406141;-415461;-392949;-530279
2024-04-25T22:29:00.886;537278342179189158;-406110;-415523;-392990;-530327
2024-04-25T22:29:00.904;537278342197349111;-406149;-415455;-392965;-530299
2024-04-25T22:29:00.922;537278342215509064;-406153;-415447;-392996;-530293
2024-04-25T22:29:00.940;537278342233669017;-406177;-415532;-392973;-530299
2024-04-25T22:29:00.958;537278342251828970;-406204;-415573;-393001;-530344
2024-04-25T22:29:00.976;537278342269988923;-406165;-415528;-392975;-530322
2024-04-25T22:29:00.995;537278342288148876;-406181;-415499;-393007;-530300
2024-04-25T22:29:01.013;537278342306308829;-406228;-415563;-392995;-530300
2024-04-25T22:29:01.031;537278342324468782;-406203;-415548;-392976;-530311
2024-04-25T22:29:01.049;537278342342628735;-406211;-415564;-392979;-530258
2024-04-25T22:29:01.067;537278342360788688;-406141;-415511;-392970;-530258
2024-04-25T22:29:01.085;537278342378948641;-406199;-415624;-392998;-530316
2024-04-25T22:29:01.103;537278342397108594;-406141;-415577;-392965;-530269
2024-04-25T22:29:01.122;537278342415268547;-406130;-415591;-392924;-530283
2024-04-25T22:29:01.140;537278342433428500;-406180;-415643;-392966;-530286
2024-04-25T22:29:01.158;537278342451588453;-406177;-415600;-393006;-530294
2024-04-25T22:29:01.176;537278342469748406;-406180;-415634;-392996;-530291
2024-04-25T22:29:01.194;537278342487908359;-406186;-415579;-392995;-530313
2024-04-25T22:29:01.212;537278342506068312;-406186;-415641;-392970;-530315
2024-04-25T22:29:01.231;537278342524228265;-406173;-415607;-392937;-530327
2024-04-25T22:29:01.249;537278342542388218;-406135;-415598;-392842;-530242
2024-04-25T22:29:01.267;537278342560548171;-406153;-415633;-392907;-530309
2024-04-25T22:29:01.285;537278342578708124;-406107;-415568;-392877;-530324
2024-04-25T22:29:01.303;537278342596868077;-406070;-415527;-392857;-530308
2024-04-25T22:29:01.321;537278342615028030;-406087;-415594;-392913;-530346
2024-04-25T22:29:01.340;537278342633187983;-406100;-415556;-392882;-530325
2024-04-25T22:29:01.358;537278342651347936;-406035;-415588;-392826;-530296
2024-04-25T22:29:01.376;537278342669507889;-406003;-415522;-392812;-530288
2024-04-25T22:29:01.394;537278342687667842;-406008;-415484;-392754;-530339
2024-04-25T22:29:01.412;537278342705827795;-405986;-415478;-392705;-530325
2024-04-25T22:29:01.430;537278342723987748;-405978;-415493;-392803;-530336
2024-04-25T22:29:01.449;537278342742146784;-405910;-415425;-392744;-530314
2024-04-25T22:29:01.467;537278342760305813;-405904;-415441;-392698;-530322
2024-04-25T22:29:01.485;537278342778464842;-405896;-415390;-392662;-530357
2024-04-25T22:29:01.503;537278342796623871;-405844;-415412;-392724;-530346
2024-04-25T22:29:01.521;537278342814782900;-405794;-415330;-392596;-530319
2024-04-25T22:29:01.539;537278342832941929;-405821;-415390;-392605;-530333
2024-04-25T22:29:01.557;537278342851100958;-405810;-415409;-392567;-530314
2024-04-25T22:29:01.576;537278342869259987;-405926;-415476;-392633;-530299
2024-04-25T22:29:01.594;537278342887419016;-406009;-415591;-392719;-530346
